k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
1987	2.582152936639e-7	1	2	1988	1	1	1988	gauge boson (light)	1987 (prime)
1988	7.657962210195e-6	0	12	4032	3	4	4032	fermion	2^2·7·71
1989	4.501892981418e-6	0	12	3276	3	4	3276	fermion	3^2·13·17
1990	8.638559481440e-4	0	8	3600	3	3	3600	heavy fermion	2·5·199
1991	2.731922278801e-5	0	4	2184	2	2	2184	heavy fermion	11·181
1992	3.677054538714e-5	0	16	5040	3	5	5040	heavy fermion	2^3·3·83
1993	4.290848777710e-7	1	2	1994	1	1	1994	gauge boson (light)	1993 (prime)
1994	9.703811194116e-7	0	4	2994	2	2	2994	spectator	2·997
1995	5.022052222833e-5	0	16	3840	4	4	3840	heavy fermion	3·5·7·19
1996	3.648715105414e-8	0	6	3500	2	3	3500	spectator	2^2·499
1997	1.095170385624e-6	1	2	1998	1	1	1998	gauge boson (light)	1997 (prime)
1998	7.198063972262e-5	0	16	4560	3	5	4560	heavy fermion	2·3^3·37
1999	4.379373258822e-6	1	2	2000	1	1	2000	excited boson	1999 (prime)
2000	1.899031491679e-4	0	20	4836	2	7	4836	heavy fermion	2^4·5^3
2001	1.371129571211e-5	0	8	2880	3	3	2880	heavy fermion	3·23·29
2002	6.688157542401e-6	0	16	4032	4	4	4032	fermion	2·7·11·13
2003	3.882985070293e-9	1	2	2004	1	1	2004	gauge boson (light)	2003 (prime)
2004	1.442461279269e-7	0	12	4704	3	4	4704	spectator	2^2·3·167
2005	1.424050289833e-3	0	4	2412	2	2	2412	heavy fermion	5·401
2006	8.301067692161e-6	0	8	3240	3	3	3240	fermion	2·17·59
2007	8.771005182706e-6	0	6	2912	2	3	2912	heavy fermion	3^2·223
2008	2.441400839277e-6	0	8	3780	2	4	3780	spectator	2^3·251
2009	1.464277698555e-5	0	6	2394	2	3	2394	heavy fermion	7^2·41
2010	2.854481509416e-3	0	16	4896	4	4	4896	heavy fermion	2·3·5·67
2011	5.938458572859e-6	1	2	2012	1	1	2012	excited boson	2011 (prime)
2012	3.721829280975e-7	0	6	3528	2	3	3528	spectator	2^2·503
2013	1.177589536302e-5	0	8	2976	3	3	2976	heavy fermion	3·11·61
2014	6.351957899692e-6	0	8	3240	3	3	3240	fermion	2·19·53
2015	9.358353147771e-4	0	8	2688	3	3	2688	heavy fermion	5·13·31
2016	1.003761718525e-4	0	36	6552	3	8	6552	heavy fermion	2^5·3^2·7
2017	1.418550391093e-5	1	2	2018	1	1	2018	excited boson	2017 (prime)
2018	1.335458059270e-5	0	4	3030	2	2	3030	heavy fermion	2·1009
2019	1.577766364946e-5	0	4	2696	2	2	2696	heavy fermion	3·673
2020	8.201742638877e-4	0	12	4284	3	4	4284	heavy fermion	2^2·5·101
2021	2.596184820881e-6	0	4	2112	2	2	2112	spectator	43·47
2022	1.039840196133e-6	0	8	4056	3	3	4056	spectator	2·3·337
2023	4.989164706335e-5	0	6	2456	2	3	2456	heavy fermion	7·17^2
2024	1.359681978653e-4	0	16	4320	3	5	4320	heavy fermion	2^3·11·23
2025	3.678647388842e-4	0	15	3751	2	6	3751	heavy fermion	3^4·5^2
2026	1.123498459698e-5	0	4	3042	2	2	3042	heavy fermion	2·1013
2027	1.212048602156e-5	1	2	2028	1	1	2028	excited boson	2027 (prime)
2028	8.121668164208e-6	0	18	5124	3	5	5124	fermion	2^2·3·13^2
2029	6.951286760696e-6	1	2	2030	1	1	2030	excited boson	2029 (prime)
2030	4.735998622468e-4	0	16	4320	4	4	4320	heavy fermion	2·5·7·29
2031	1.218997699488e-5	0	4	2712	2	2	2712	heavy fermion	3·677
2032	2.262015927859e-5	0	10	3968	2	5	3968	heavy fermion	2^4·127
2033	1.575614713587e-9	0	4	2160	2	2	2160	spectator	19·107
2034	6.750178055359e-6	0	12	4446	3	4	4446	fermion	2·3^2·113
2035	1.200470295172e-5	0	8	2736	3	3	2736	heavy fermion	5·11·37
2036	7.458245699230e-6	0	6	3570	2	3	3570	fermion	2^2·509
2037	1.792579264285e-4	0	8	3136	3	3	3136	heavy fermion	3·7·97
2038	1.142244018017e-6	0	4	3060	2	2	3060	spectator	2·1019
2039	1.854552061063e-6	1	2	2040	1	1	2040	gauge boson	2039 (prime)
2040	3.652306567087e-4	0	32	6480	4	6	6480	heavy fermion	2^3·3·5·17
2041	1.765584433956e-5	0	4	2212	2	2	2212	heavy fermion	13·157
2042	3.482072001165e-6	0	4	3066	2	2	3066	light fermion	2·1021
2043	1.909593161605e-6	0	6	2964	2	3	2964	spectator	3^2·227
2044	9.441311777933e-5	0	12	4144	3	4	4144	heavy fermion	2^2·7·73
2045	3.751760797128e-4	0	4	2460	2	2	2460	heavy fermion	5·409
2046	1.248796342183e-4	0	16	4608	4	4	4608	heavy fermion	2·3·11·31
2047	6.513899999782e-6	0	4	2160	2	2	2160	fermion	23·89
2048	2.147058891747e-6	0	12	4095	1	11	4095	spectator	2^11
2049	2.595190488102e-6	0	4	2736	2	2	2736	spectator	3·683
2050	1.559061391880e-7	0	12	3906	3	4	3906	spectator	2·5^2·41
2051	5.049428704556e-5	0	4	2352	2	2	2352	heavy fermion	7·293
2052	7.054263116487e-6	0	24	5600	3	6	5600	fermion	2^2·3^3·19
2053	7.688607096626e-7	1	2	2054	1	1	2054	gauge boson (light)	2053 (prime)
2054	8.502390104896e-7	0	8	3360	3	3	3360	spectator	2·13·79
2055	3.288874433337e-4	0	8	3312	3	3	3312	heavy fermion	3·5·137
2056	1.741896351827e-9	0	8	3870	2	4	3870	spectator	2^3·257
2057	3.650356843933e-5	0	6	2394	2	3	2394	heavy fermion	11^2·17
2058	3.588690126280e-4	0	16	4800	3	5	4800	heavy fermion	2·3·7^3
2059	8.920152306329e-6	0	4	2160	2	2	2160	heavy fermion	29·71
2060	2.619631977920e-4	0	12	4368	3	4	4368	heavy fermion	2^2·5·103
2061	1.867410935330e-5	0	6	2990	2	3	2990	heavy fermion	3^2·229
2062	4.036411042110e-6	0	4	3096	2	2	3096	light fermion	2·1031
2063	4.635926833080e-6	1	2	2064	1	1	2064	excited boson	2063 (prime)
2064	5.078884443100e-5	0	20	5456	3	6	5456	heavy fermion	2^4·3·43
2065	2.579620777840e-7	0	8	2880	3	3	2880	spectator	5·7·59
2066	1.679103740823e-8	0	4	3102	2	2	3102	spectator	2·1033
2067	2.073698454975e-6	0	8	3024	3	3	3024	spectator	3·13·53
2068	7.153110548539e-6	0	12	4032	3	4	4032	fermion	2^2·11·47
2069	2.532663762383e-7	1	2	2070	1	1	2070	gauge boson (light)	2069 (prime)
2070	7.027610359296e-5	0	24	5616	4	5	5616	heavy fermion	2·3^2·5·23
2071	5.070837731428e-6	0	4	2200	2	2	2200	fermion	19·109
2072	2.178354414201e-5	0	16	4560	3	5	4560	heavy fermion	2^3·7·37
2073	1.019622548008e-6	0	4	2768	2	2	2768	spectator	3·691
2074	1.031397263581e-6	0	8	3348	3	3	3348	spectator	2·17·61
2075	3.652450172996e-4	0	6	2604	2	3	2604	heavy fermion	5^2·83
2076	1.755090650053e-5	0	12	4872	3	4	4872	heavy fermion	2^2·3·173
2077	1.811520658243e-5	0	4	2176	2	2	2176	heavy fermion	31·67
2078	4.256257200850e-6	0	4	3120	2	2	3120	fermion	2·1039
2079	6.332251513675e-5	0	16	3840	3	5	3840	heavy fermion	3^3·7·11
2080	2.679594136588e-5	0	24	5292	3	7	5292	heavy fermion	2^5·5·13
2081	3.043885126621e-6	1	2	2082	1	1	2082	excited boson	2081 (prime)
2082	4.053085473635e-5	0	8	4176	3	3	4176	heavy fermion	2·3·347
2083	1.342721571713e-8	1	2	2084	1	1	2084	gauge boson (light)	2083 (prime)
2084	8.805112590086e-9	0	6	3654	2	3	3654	spectator	2^2·521
2085	3.699050622691e-5	0	8	3360	3	3	3360	heavy fermion	3·5·139
2086	2.974961128109e-5	0	8	3600	3	3	3600	heavy fermion	2·7·149
2087	2.049027092855e-6	1	2	2088	1	1	2088	gauge boson	2087 (prime)
2088	7.985694280229e-5	0	24	5850	3	6	5850	heavy fermion	2^3·3^2·29
2089	4.271010832656e-6	1	2	2090	1	1	2090	excited boson	2089 (prime)
2090	2.461766427536e-4	0	16	4320	4	4	4320	heavy fermion	2·5·11·19
2091	4.595806420928e-6	0	8	3024	3	3	3024	fermion	3·17·41
2092	5.970317202876e-7	0	6	3668	2	3	3668	spectator	2^2·523
2093	8.091028381097e-6	0	8	2688	3	3	2688	fermion	7·13·23
2094	6.697502010232e-6	0	8	4200	3	3	4200	fermion	2·3·349
2095	2.703340522239e-4	0	4	2520	2	2	2520	heavy fermion	5·419
2096	6.127801412421e-6	0	10	4092	2	5	4092	fermion	2^4·131
2097	2.198194041973e-5	0	6	3042	2	3	3042	heavy fermion	3^2·233
2098	1.582742345668e-6	0	4	3150	2	2	3150	spectator	2·1049
2099	2.586560565301e-6	1	2	2100	1	1	2100	gauge boson	2099 (prime)
2100	5.689753027319e-5	0	36	6944	4	6	6944	heavy fermion	2^2·3·5^2·7
2101	9.132378742750e-10	0	4	2304	2	2	2304	spectator	11·191
2102	9.568973391966e-7	0	4	3156	2	2	3156	spectator	2·1051
2103	2.238999647414e-9	0	4	2808	2	2	2808	spectator	3·701
2104	3.177618784791e-8	0	8	3960	2	4	3960	spectator	2^3·263
2105	3.788278024747e-5	0	4	2532	2	2	2532	heavy fermion	5·421
2106	9.223674759098e-5	0	20	5082	3	6	5082	heavy fermion	2·3^4·13
2107	9.672783970279e-6	0	6	2508	2	3	2508	heavy fermion	7^2·43
2108	2.841610622265e-7	0	12	4032	3	4	4032	spectator	2^2·17·31
2109	2.183251242417e-6	0	8	3040	3	3	3040	spectator	3·19·37
2110	2.419934693547e-4	0	8	3816	3	3	3816	heavy fermion	2·5·211
2111	1.330036169952e-6	1	2	2112	1	1	2112	gauge boson (light)	2111 (prime)
2112	3.308221549844e-5	0	28	6096	3	8	6096	heavy fermion	2^6·3·11
2113	3.386268886662e-7	1	2	2114	1	1	2114	gauge boson (light)	2113 (prime)
2114	1.342476621381e-6	0	8	3648	3	3	3648	spectator	2·7·151
2115	3.012253529345e-4	0	12	3744	3	4	3744	heavy fermion	3^2·5·47
2116	4.773367727752e-7	0	9	3871	2	4	3871	spectator	2^2·23^2
2117	1.071436249407e-6	0	4	2220	2	2	2220	spectator	29·73
2118	2.407120879826e-6	0	8	4248	3	3	4248	spectator	2·3·353
2119	8.924420120959e-6	0	4	2296	2	2	2296	heavy fermion	13·163
2120	5.534945159053e-5	0	16	4860	3	5	4860	heavy fermion	2^3·5·53
2121	3.098842964799e-6	0	8	3264	3	3	3264	light fermion	3·7·101
2122	5.396144275981e-6	0	4	3186	2	2	3186	fermion	2·1061
2123	5.552311682097e-6	0	4	2328	2	2	2328	fermion	11·193
2124	6.081035096320e-6	0	18	5460	3	5	5460	fermion	2^2·3^2·59
2125	1.978257191182e-5	0	8	2808	2	4	2808	heavy fermion	5^3·17
2126	1.913236367937e-6	0	4	3192	2	2	3192	spectator	2·1063
2127	3.574006059475e-6	0	4	2840	2	2	2840	light fermion	3·709
2128	1.437230837005e-10	0	20	4960	3	6	4960	spectator	2^4·7·19
2129	5.661799417897e-7	1	2	2130	1	1	2130	gauge boson (light)	2129 (prime)
2130	6.768638565876e-5	0	16	5184	4	4	5184	heavy fermion	2·3·5·71
2131	3.427850906634e-7	1	2	2132	1	1	2132	gauge boson (light)	2131 (prime)
2132	1.840592864861e-6	0	12	4116	3	4	4116	spectator	2^2·13·41
2133	4.338396136434e-6	0	8	3200	2	4	3200	fermion	3^3·79
2134	2.599183877302e-5	0	8	3528	3	3	3528	heavy fermion	2·11·97
2135	1.493173577496e-4	0	8	2976	3	3	2976	heavy fermion	5·7·61
2136	3.466125744971e-5	0	16	5400	3	5	5400	heavy fermion	2^3·3·89
2137	1.275013096912e-6	1	2	2138	1	1	2138	gauge boson (light)	2137 (prime)
2138	2.652313393052e-6	0	4	3210	2	2	3210	spectator	2·1069
2139	1.315601432421e-5	0	8	3072	3	3	3072	heavy fermion	3·23·31
2140	1.379092136196e-4	0	12	4536	3	4	4536	heavy fermion	2^2·5·107
2141	2.566960808731e-6	1	2	2142	1	1	2142	gauge boson	2141 (prime)
2142	2.297711148782e-6	0	24	5616	4	5	5616	spectator	2·3^2·7·17
2143	3.335117719669e-6	1	2	2144	1	1	2144	excited boson	2143 (prime)
2144	1.866040515423e-6	0	12	4284	2	6	4284	spectator	2^5·67
2145	9.001268738555e-5	0	16	4032	4	4	4032	heavy fermion	3·5·11·13
2146	3.195688882605e-7	0	8	3420	3	3	3420	spectator	2·29·37
2147	1.141125374833e-6	0	4	2280	2	2	2280	spectator	19·113
2148	6.599823960468e-5	0	12	5040	3	4	5040	heavy fermion	2^2·3·179
2149	4.669120823785e-7	0	4	2464	2	2	2464	spectator	7·307
2150	1.746970004032e-4	0	12	4092	3	4	4092	heavy fermion	2·5^2·43
2151	9.259762840488e-8	0	6	3120	2	3	3120	spectator	3^2·239
2152	2.554053318006e-9	0	8	4050	2	4	4050	spectator	2^3·269
2153	2.958631724454e-6	1	2	2154	1	1	2154	excited boson	2153 (prime)
2154	6.626762099955e-5	0	8	4320	3	3	4320	heavy fermion	2·3·359
2155	4.100000428933e-4	0	4	2592	2	2	2592	heavy fermion	5·431
2156	2.626796682158e-5	0	18	4788	3	5	4788	heavy fermion	2^2·7^2·11
2157	7.028358312929e-6	0	4	2880	2	2	2880	fermion	3·719
2158	8.225419403624e-6	0	8	3528	3	3	3528	fermion	2·13·83
2159	1.352194044745e-7	0	4	2304	2	2	2304	spectator	17·127
2160	2.078073663620e-4	0	40	7440	3	8	7440	heavy fermion	2^4·3^3·5
2161	1.996694914111e-6	1	2	2162	1	1	2162	gauge boson	2161 (prime)
2162	5.087217062528e-6	0	8	3456	3	3	3456	fermion	2·23·47
2163	1.170686958121e-5	0	8	3328	3	3	3328	heavy fermion	3·7·103
2164	1.195632192428e-6	0	6	3794	2	3	3794	spectator	2^2·541
2165	3.363337236190e-5	0	4	2604	2	2	2604	heavy fermion	5·433
2166	4.182803529213e-6	0	12	4572	3	4	4572	light fermion	2·3·19^2
2167	9.221906172577e-6	0	4	2376	2	2	2376	heavy fermion	11·197
2168	7.128755287685e-7	0	8	4080	2	4	4080	spectator	2^3·271
2169	5.013527585262e-8	0	6	3146	2	3	3146	spectator	3^2·241
2170	2.351235639042e-4	0	16	4608	4	4	4608	heavy fermion	2·5·7·31
2171	3.416245614728e-12	0	4	2352	2	2	2352	spectator	13·167
2172	3.169206932946e-5	0	12	5096	3	4	5096	heavy fermion	2^2·3·181
2173	1.656662743931e-7	0	4	2268	2	2	2268	spectator	41·53
2174	2.514284781528e-7	0	4	3264	2	2	3264	spectator	2·1087
2175	2.547555705620e-4	0	12	3720	3	4	3720	heavy fermion	3·5^2·29
2176	4.483701980058e-6	0	16	4590	2	8	4590	fermion	2^7·17
2177	1.835010653633e-5	0	4	2496	2	2	2496	heavy fermion	7·311
2178	2.248731850776e-4	0	18	5187	3	5	5187	heavy fermion	2·3^2·11^2
2179	1.191501473905e-6	1	2	2180	1	1	2180	gauge boson (light)	2179 (prime)
2180	3.796220584893e-4	0	12	4620	3	4	4620	heavy fermion	2^2·5·109
2181	2.846119029364e-6	0	4	2912	2	2	2912	light fermion	3·727
2182	5.020045819090e-9	0	4	3276	2	2	3276	spectator	2·1091
2183	9.172484348476e-6	0	4	2280	2	2	2280	heavy fermion	37·59
2184	1.178167812521e-5	0	32	6720	4	6	6720	heavy fermion	2^3·3·7·13
2185	1.849756232068e-4	0	8	2880	3	3	2880	heavy fermion	5·19·23
2186	1.130975540811e-7	0	4	3282	2	2	3282	spectator	2·1093
2187	1.442220082255e-5	0	8	3280	1	7	3280	heavy fermion	3^7
2188	1.360209800898e-6	0	6	3836	2	3	3836	spectator	2^2·547
2189	5.069542002238e-7	0	4	2400	2	2	2400	spectator	11·199
2190	1.081331893205e-5	0	16	5328	4	4	5328	heavy fermion	2·3·5·73
2191	4.846759936177e-5	0	4	2512	2	2	2512	heavy fermion	7·313
2192	4.596590751781e-6	0	10	4278	2	5	4278	fermion	2^4·137
2193	1.013465824398e-5	0	8	3168	3	3	3168	heavy fermion	3·17·43
2194	5.253055145560e-6	0	4	3294	2	2	3294	fermion	2·1097
2195	1.049264192089e-4	0	4	2640	2	2	2640	heavy fermion	5·439
2196	6.349407779715e-5	0	18	5642	3	5	5642	heavy fermion	2^2·3^2·61
2197	2.267181790464e-6	0	4	2380	1	3	2380	spectator	13^3
2198	9.878630915289e-5	0	8	3792	3	3	3792	heavy fermion	2·7·157
2199	6.402455264855e-8	0	4	2936	2	2	2936	spectator	3·733
2200	3.350247055740e-4	0	24	5580	3	6	5580	heavy fermion	2^3·5^2·11
2201	8.173172746993e-6	0	4	2304	2	2	2304	fermion	31·71
2202	5.799858049867e-5	0	8	4416	3	3	4416	heavy fermion	2·3·367
2203	2.181067922386e-5	1	2	2204	1	1	2204	excited boson	2203 (prime)
2204	1.630798739556e-5	0	12	4200	3	4	4200	heavy fermion	2^2·19·29
2205	9.853955172267e-4	0	18	4446	3	5	4446	heavy fermion	3^2·5·7^2
2206	3.097545940793e-5	0	4	3312	2	2	3312	heavy fermion	2·1103
2207	3.141962878073e-5	1	2	2208	1	1	2208	excited boson	2207 (prime)
2208	3.550936992173e-6	0	24	6048	3	7	6048	light fermion	2^5·3·23
2209	8.822189446521e-6	0	3	2257	1	2	2257	heavy fermion	47^2
2210	8.444431571359e-5	0	16	4536	4	4	4536	heavy fermion	2·5·13·17
2211	1.897510918362e-7	0	8	3264	3	3	3264	spectator	3·11·67
2212	8.462751077322e-5	0	12	4480	3	4	4480	heavy fermion	2^2·7·79
2213	8.034895615947e-8	1	2	2214	1	1	2214	gauge boson (light)	2213 (prime)
2214	3.022248952725e-6	0	16	5040	3	5	5040	light fermion	2·3^3·41
2215	1.980206746603e-5	0	4	2664	2	2	2664	heavy fermion	5·443
2216	7.928050909957e-7	0	8	4170	2	4	4170	spectator	2^3·277
2217	3.778256215200e-7	0	4	2960	2	2	2960	spectator	3·739
2218	5.391972979911e-6	0	4	3330	2	2	3330	fermion	2·1109
2219	3.028479691429e-5	0	4	2544	2	2	2544	heavy fermion	7·317
2220	1.203390680824e-4	0	24	6384	4	5	6384	heavy fermion	2^2·3·5·37
2221	7.911366051211e-6	1	2	2222	1	1	2222	excited boson	2221 (prime)
2222	1.347361683571e-5	0	8	3672	3	3	3672	heavy fermion	2·11·101
2223	5.677866628822e-5	0	12	3640	3	4	3640	heavy fermion	3^2·13·19
2224	1.442755102516e-5	0	10	4340	2	5	4340	heavy fermion	2^4·139
2225	4.272578704135e-4	0	6	2790	2	3	2790	heavy fermion	5^2·89
2226	7.652661973891e-5	0	16	5184	4	4	5184	heavy fermion	2·3·7·53
2227	3.305615059609e-6	0	4	2376	2	2	2376	light fermion	17·131
2228	1.602125210408e-5	0	6	3906	2	3	3906	heavy fermion	2^2·557
2229	1.743006481747e-5	0	4	2976	2	2	2976	heavy fermion	3·743
2230	4.365282736051e-4	0	8	4032	3	3	4032	heavy fermion	2·5·223
2231	3.210444104055e-6	0	4	2352	2	2	2352	light fermion	23·97
2232	3.126429749051e-5	0	24	6240	3	6	6240	heavy fermion	2^3·3^2·31
2233	1.669141624821e-5	0	8	2880	3	3	2880	heavy fermion	7·11·29
2234	1.300610159013e-6	0	4	3354	2	2	3354	spectator	2·1117
2235	5.647580656647e-5	0	8	3600	3	3	3600	heavy fermion	3·5·149
2236	1.271624180585e-5	0	12	4312	3	4	4312	heavy fermion	2^2·13·43
2237	2.351243630631e-6	1	2	2238	1	1	2238	gauge boson	2237 (prime)
2238	2.333532311843e-6	0	8	4488	3	3	4488	spectator	2·3·373
2239	8.937114480103e-6	1	2	2240	1	1	2240	excited boson	2239 (prime)
2240	7.171604060135e-4	0	28	6096	3	8	6096	heavy fermion	2^6·5·7
2241	1.121633195147e-5	0	8	3360	2	4	3360	heavy fermion	3^3·83
2242	3.966921433480e-5	0	8	3600	3	3	3600	heavy fermion	2·19·59
2243	7.311399412680e-6	1	2	2244	1	1	2244	excited boson	2243 (prime)
2244	1.123604647146e-7	0	24	6048	4	5	6048	spectator	2^2·3·11·17
2245	3.414559447864e-4	0	4	2700	2	2	2700	heavy fermion	5·449
2246	1.163562892288e-6	0	4	3372	2	2	3372	spectator	2·1123
2247	4.722489335561e-6	0	8	3456	3	3	3456	fermion	3·7·107
2248	1.137694368395e-6	0	8	4230	2	4	4230	spectator	2^3·281
2249	4.021861786244e-8	0	4	2436	2	2	2436	spectator	13·173
2250	1.132600945646e-4	0	24	6084	3	6	6084	heavy fermion	2·3^2·5^3
2251	3.077012976624e-7	1	2	2252	1	1	2252	gauge boson (light)	2251 (prime)
2252	5.969761990416e-6	0	6	3948	2	3	3948	fermion	2^2·563
2253	7.195304419597e-8	0	4	3008	2	2	3008	spectator	3·751
2254	1.927687657398e-4	0	12	4104	3	4	4104	heavy fermion	2·7^2·23
2255	9.444179673746e-5	0	8	3024	3	3	3024	heavy fermion	5·11·41
2256	7.449693510456e-7	0	20	5952	3	6	5952	spectator	2^4·3·47
2257	8.993471388530e-7	0	4	2356	2	2	2356	spectator	37·61
2258	1.717269853220e-9	0	4	3390	2	2	3390	spectator	2·1129
2259	3.956154283200e-5	0	6	3276	2	3	3276	heavy fermion	3^2·251
2260	4.687653094158e-5	0	12	4788	3	4	4788	heavy fermion	2^2·5·113
2261	3.724774328169e-8	0	8	2880	3	3	2880	spectator	7·17·19
2262	5.549175424228e-6	0	16	5040	4	4	5040	fermion	2·3·13·29
2263	9.066342720673e-7	0	4	2368	2	2	2368	spectator	31·73
2264	5.808224751947e-8	0	8	4260	2	4	4260	spectator	2^3·283
2265	2.806371853440e-4	0	8	3648	3	3	3648	heavy fermion	3·5·151
2266	2.194449490342e-7	0	8	3744	3	3	3744	spectator	2·11·103
2267	1.732259706948e-7	1	2	2268	1	1	2268	gauge boson (light)	2267 (prime)
2268	6.945301293642e-4	0	30	6776	3	7	6776	heavy fermion	2^2·3^4·7
2269	4.541725934393e-7	1	2	2270	1	1	2270	gauge boson (light)	2269 (prime)
2270	1.880910499585e-4	0	8	4104	3	3	4104	heavy fermion	2·5·227
2271	1.641876476766e-6	0	4	3032	2	2	3032	spectator	3·757
2272	4.697916505744e-6	0	12	4536	2	6	4536	fermion	2^5·71
2273	4.140100679042e-7	1	2	2274	1	1	2274	gauge boson (light)	2273 (prime)
2274	3.302659414552e-5	0	8	4560	3	3	4560	heavy fermion	2·3·379
2275	1.436630314303e-4	0	12	3472	3	4	3472	heavy fermion	5^2·7·13
2276	9.919079808855e-6	0	6	3990	2	3	3990	heavy fermion	2^2·569
2277	9.123224332865e-5	0	12	3744	3	4	3744	heavy fermion	3^2·11·23
2278	1.237551472023e-5	0	8	3672	3	3	3672	heavy fermion	2·17·67
2279	1.224522689150e-5	0	4	2376	2	2	2376	heavy fermion	43·53
2280	8.969602570886e-5	0	32	7200	4	6	7200	heavy fermion	2^3·3·5·19
2281	5.660694487060e-6	1	2	2282	1	1	2282	excited boson	2281 (prime)
2282	2.427150958917e-4	0	8	3936	3	3	3936	heavy fermion	2·7·163
2283	4.304862377245e-6	0	4	3048	2	2	3048	fermion	3·761
2284	3.103982502957e-6	0	6	4004	2	3	4004	light fermion	2^2·571
2285	1.211656638864e-4	0	4	2748	2	2	2748	heavy fermion	5·457
2286	2.058823809413e-5	0	12	4992	3	4	4992	heavy fermion	2·3^2·127
2287	2.143148942842e-6	1	2	2288	1	1	2288	gauge boson	2287 (prime)
2288	2.097725892463e-5	0	20	5208	3	6	5208	heavy fermion	2^4·11·13
2289	6.749582385375e-5	0	8	3520	3	3	3520	heavy fermion	3·7·109
2290	5.658357377926e-4	0	8	4140	3	3	4140	heavy fermion	2·5·229
2291	3.227008128484e-6	0	4	2400	2	2	2400	light fermion	29·79
2292	2.659238832329e-5	0	12	5376	3	4	5376	heavy fermion	2^2·3·191
2293	3.003509420356e-6	1	2	2294	1	1	2294	excited boson	2293 (prime)
2294	1.197367936151e-7	0	8	3648	3	3	3648	spectator	2·31·37
2295	1.648931747994e-4	0	16	4320	3	5	4320	heavy fermion	3^3·5·17
2296	6.630435331495e-5	0	16	5040	3	5	5040	heavy fermion	2^3·7·41
2297	3.912759993528e-6	1	2	2298	1	1	2298	excited boson	2297 (prime)
2298	3.232320049235e-5	0	8	4608	3	3	4608	heavy fermion	2·3·383
2299	7.541993876781e-10	0	6	2660	2	3	2660	spectator	11^2·19
2300	7.132435331183e-5	0	18	5208	3	5	5208	heavy fermion	2^2·5^2·23
2301	1.092390151111e-5	0	8	3360	3	3	3360	heavy fermion	3·13·59
2302	3.621297108433e-6	0	4	3456	2	2	3456	light fermion	2·1151
2303	5.000291772664e-5	0	6	2736	2	3	2736	heavy fermion	7^2·47
2304	4.735390789767e-5	0	27	6643	2	10	6643	heavy fermion	2^8·3^2
2305	9.580438395243e-5	0	4	2772	2	2	2772	heavy fermion	5·461
2306	1.954353629893e-6	0	4	3462	2	2	3462	spectator	2·1153
2307	4.889703343770e-7	0	4	3080	2	2	3080	spectator	3·769
2308	6.013852485836e-7	0	6	4046	2	3	4046	spectator	2^2·577
2309	4.209445392209e-7	1	2	2310	1	1	2310	gauge boson (light)	2309 (prime)
2310	3.002448658195e-4	0	32	6912	5	5	6912	heavy fermion	2·3·5·7·11
2311	5.781904997312e-7	1	2	2312	1	1	2312	gauge boson (light)	2311 (prime)
2312	2.036499168665e-6	0	12	4605	2	5	4605	spectator	2^3·17^2
2313	5.117920598823e-10	0	6	3354	2	3	3354	spectator	3^2·257
2314	8.486180701582e-8	0	8	3780	3	3	3780	spectator	2·13·89
2315	1.972373158108e-4	0	4	2784	2	2	2784	heavy fermion	5·463
2316	5.189633997662e-5	0	12	5432	3	4	5432	heavy fermion	2^2·3·193
2317	9.345942923992e-5	0	4	2656	2	2	2656	heavy fermion	7·331
2318	4.178858315591e-6	0	8	3720	3	3	3720	light fermion	2·19·61
2319	3.174674422360e-6	0	4	3096	2	2	3096	light fermion	3·773
2320	1.160868708253e-8	0	20	5580	3	6	5580	spectator	2^4·5·29
2321	5.043455750009e-6	0	4	2544	2	2	2544	fermion	11·211
2322	1.281299949559e-4	0	16	5280	3	5	5280	heavy fermion	2·3^3·43
2323	2.714953844799e-6	0	4	2448	2	2	2448	spectator	23·101
2324	3.529861114320e-5	0	12	4704	3	4	4704	heavy fermion	2^2·7·83
2325	6.079698054206e-5	0	12	3968	3	4	3968	heavy fermion	3·5^2·31
2326	8.210290302065e-7	0	4	3492	2	2	3492	spectator	2·1163
2327	3.990500634230e-7	0	4	2520	2	2	2520	spectator	13·179
2328	3.809140733688e-7	0	16	5880	3	5	5880	spectator	2^3·3·97
2329	4.505669609111e-8	0	4	2484	2	2	2484	spectator	17·137
2330	9.676128224648e-4	0	8	4212	3	3	4212	heavy fermion	2·5·233
2331	1.306776575944e-4	0	12	3952	3	4	3952	heavy fermion	3^2·7·37
2332	1.789436660549e-5	0	12	4536	3	4	4536	heavy fermion	2^2·11·53
2333	5.020818280681e-6	1	2	2334	1	1	2334	excited boson	2333 (prime)
2334	1.503900600573e-4	0	8	4680	3	3	4680	heavy fermion	2·3·389
2335	1.647626773739e-4	0	4	2808	2	2	2808	heavy fermion	5·467
2336	1.099804934900e-6	0	12	4662	2	6	4662	spectator	2^5·73
2337	5.803254825277e-6	0	8	3360	3	3	3360	fermion	3·19·41
2338	4.273102033294e-6	0	8	4032	3	3	4032	fermion	2·7·167
2339	1.534210088484e-7	1	2	2340	1	1	2340	gauge boson (light)	2339 (prime)
2340	8.757956381042e-5	0	36	7644	4	6	7644	heavy fermion	2^2·3^2·5·13
