k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
17868	1.005657166429e-6	0	12	41720	3	4	41720	spectator	2^2·3·1489
17869	3.152065498128e-6	0	4	18144	2	2	18144	light fermion	107·167
17870	3.262180245959e-6	0	8	32184	3	3	32184	light fermion	2·5·1787
17871	7.954097004263e-6	0	16	29184	4	4	29184	fermion	3·7·23·37
17872	3.883091469523e-6	0	10	34658	2	5	34658	light fermion	2^4·1117
17873	2.396381332239e-6	0	4	18228	2	2	18228	spectator	61·293
17874	1.271280138071e-6	0	16	39840	3	5	39840	spectator	2·3^3·331
17875	4.274494428550e-6	0	16	26208	3	5	26208	fermion	5^3·11·13
17876	4.905456095559e-7	0	12	32340	3	4	32340	spectator	2^2·41·109
17877	1.300572002552e-7	0	8	24480	3	3	24480	spectator	3·59·101
17878	1.153337352520e-6	0	8	30672	3	3	30672	spectator	2·7·1277
17879	1.271899364837e-6	0	4	18840	2	2	18840	spectator	19·941
17880	2.895039676582e-7	0	32	54000	4	6	54000	spectator	2^3·3·5·149
17881	1.194382348111e-6	1	2	17882	1	1	17882	gauge boson (light)	17881 (prime)
17882	2.351828490040e-6	0	4	26826	2	2	26826	spectator	2·8941
17883	1.299654448093e-6	0	6	25844	2	3	25844	spectator	3^2·1987
17884	1.619282416127e-5	0	12	33264	3	4	33264	heavy fermion	2^2·17·263
17885	5.870896457066e-5	0	12	25308	3	4	25308	heavy fermion	5·7^2·73
17886	1.204398066041e-6	0	16	39168	4	4	39168	spectator	2·3·11·271
17887	7.283402670838e-7	0	4	18496	2	2	18496	spectator	31·577
17888	5.414560868862e-8	0	24	38808	3	7	38808	spectator	2^5·13·43
17889	1.375673562114e-8	0	8	24480	3	3	24480	spectator	3·67·89
17890	4.074636040744e-7	0	8	32220	3	3	32220	spectator	2·5·1789
17891	1.843908677839e-7	1	2	17892	1	1	17892	gauge boson (light)	17891 (prime)
17892	6.922503902415e-6	0	36	52416	4	6	52416	fermion	2^2·3^2·7·71
17893	6.548713194891e-8	0	4	18540	2	2	18540	spectator	29·617
17894	1.679254854138e-5	0	8	28080	3	3	28080	heavy fermion	2·23·389
17895	5.128376776139e-7	0	8	28656	3	3	28656	spectator	3·5·1193
17896	1.574291791179e-8	0	8	33570	2	4	33570	spectator	2^3·2237
17897	1.802202069160e-8	0	4	19536	2	2	19536	spectator	11·1627
17898	3.529548497445e-7	0	16	37920	4	4	37920	spectator	2·3·19·157
17899	1.204924193210e-8	0	4	20464	2	2	20464	spectator	7·2557
17900	1.180791646811e-6	0	18	39060	3	5	39060	spectator	2^2·5^2·179
17901	1.421667901614e-5	0	20	30492	3	6	30492	heavy fermion	3^4·13·17
17902	2.955130190474e-7	0	4	26856	2	2	26856	spectator	2·8951
17903	2.866625710635e-10	1	2	17904	1	1	17904	gauge boson (light)	17903 (prime)
17904	2.621314478376e-6	0	20	46376	3	6	46376	spectator	2^4·3·373
17905	4.378268309265e-8	0	4	21492	2	2	21492	spectator	5·3581
17906	3.193623400986e-6	0	8	30720	3	3	30720	light fermion	2·7·1279
17907	4.180296866690e-6	0	8	24576	3	3	24576	light fermion	3·47·127
17908	6.738677553386e-5	0	18	35378	3	5	35378	heavy fermion	2^2·11^2·37
17909	1.785177456476e-7	1	2	17910	1	1	17910	gauge boson (light)	17909 (prime)
17910	8.388522452616e-6	0	24	46800	4	5	46800	heavy fermion	2·3^2·5·199
17911	4.330581395221e-7	1	2	17912	1	1	17912	gauge boson (light)	17911 (prime)
17912	2.736561578057e-6	0	8	33600	2	4	33600	spectator	2^3·2239
17913	1.913072051263e-6	0	8	27328	3	3	27328	spectator	3·7·853
17914	8.089584047021e-6	0	12	29646	3	4	29646	fermion	2·13^2·53
17915	4.987806763084e-7	0	4	21504	2	2	21504	spectator	5·3583
17916	7.289097483761e-6	0	12	41832	3	4	41832	fermion	2^2·3·1493
17917	1.642222010700e-6	0	8	20160	3	3	20160	spectator	19·23·41
17918	3.742217423709e-6	0	12	29472	3	4	29472	light fermion	2·17^2·31
17919	7.346667321028e-7	0	12	28392	3	4	28392	spectator	3^2·11·181
17920	1.215859122916e-5	0	40	49104	3	11	49104	heavy fermion	2^9·5·7
17921	3.021741240628e-6	1	2	17922	1	1	17922	excited boson	17921 (prime)
17922	6.780052341659e-6	0	16	37440	4	4	37440	fermion	2·3·29·103
17923	3.530490114365e-6	1	2	17924	1	1	17924	excited boson	17923 (prime)
17924	6.091661015146e-6	0	6	31374	2	3	31374	fermion	2^2·4481
17925	2.676563852783e-6	0	12	29760	3	4	29760	spectator	3·5^2·239
17926	5.513114725068e-6	0	4	26892	2	2	26892	fermion	2·8963
17927	7.283251735525e-7	0	8	22176	3	3	22176	spectator	7·13·197
17928	5.072480068353e-6	0	32	50400	3	7	50400	fermion	2^3·3^3·83
17929	4.402144667239e-6	1	2	17930	1	1	17930	excited boson	17929 (prime)
17930	6.393194120641e-7	0	16	35424	4	4	35424	spectator	2·5·11·163
17931	6.477371484448e-6	0	8	24640	3	3	24640	fermion	3·43·139
17932	6.166166417933e-6	0	6	31388	2	3	31388	fermion	2^2·4483
17933	5.416517245797e-6	0	4	18240	2	2	18240	fermion	79·227
17934	5.124112345486e-5	0	24	42408	4	5	42408	heavy fermion	2·3·7^2·61
17935	6.381839984125e-6	0	8	22896	3	3	22896	fermion	5·17·211
17936	3.113964786188e-5	0	20	37200	3	6	37200	heavy fermion	2^4·19·59
17937	8.201351222530e-6	0	6	25922	2	3	25922	fermion	3^2·1993
17938	5.032685511264e-6	0	4	26910	2	2	26910	fermion	2·8969
17939	5.591712103348e-6	1	2	17940	1	1	17940	excited boson	17939 (prime)
17940	2.039149564968e-8	0	48	56448	5	6	56448	spectator	2^2·3·5·13·23
17941	1.566340892293e-6	0	8	22464	3	3	22464	spectator	7·11·233
17942	4.970946327889e-6	0	4	26916	2	2	26916	fermion	2·8971
17943	1.147772552787e-5	0	4	23928	2	2	23928	heavy fermion	3·5981
17944	4.318048637657e-6	0	8	33660	2	4	33660	fermion	2^3·2243
17945	6.065384474310e-6	0	8	22344	3	3	22344	fermion	5·37·97
17946	1.265577804693e-5	0	12	38922	3	4	38922	heavy fermion	2·3^2·997
17947	7.759385622888e-6	0	4	18216	2	2	18216	fermion	131·137
17948	6.756083787854e-6	0	12	35952	3	4	35952	fermion	2^2·7·641
17949	1.629553891208e-5	0	8	24832	3	3	24832	heavy fermion	3·31·193
17950	5.058055822118e-6	0	12	33480	3	4	33480	fermion	2·5^2·359
17951	8.807047066098e-6	0	4	18600	2	2	18600	heavy fermion	29·619
17952	2.327852690603e-5	0	48	54432	4	8	54432	heavy fermion	2^5·3·11·17
17953	8.543049830760e-6	0	4	19348	2	2	19348	heavy fermion	13·1381
17954	6.531641642080e-6	0	8	27648	3	3	27648	fermion	2·47·191
17955	6.626907180948e-5	0	32	38400	4	6	38400	heavy fermion	3^3·5·7·19
17956	5.039901599798e-6	0	9	31899	2	4	31899	fermion	2^2·67^2
17957	9.991560687422e-6	1	2	17958	1	1	17958	excited boson	17957 (prime)
17958	2.621808919624e-5	0	16	37296	4	4	37296	heavy fermion	2·3·41·73
17959	1.078068627162e-5	1	2	17960	1	1	17960	excited boson	17959 (prime)
17960	3.140471245628e-6	0	16	40500	3	5	40500	light fermion	2^3·5·449
17961	1.524086736495e-5	0	4	23952	2	2	23952	heavy fermion	3·5987
17962	1.143802621997e-5	0	8	30816	3	3	30816	heavy fermion	2·7·1283
17963	1.414533533403e-5	0	8	20736	3	3	20736	heavy fermion	11·23·71
17964	1.337760513241e-5	0	18	45500	3	5	45500	heavy fermion	2^2·3^2·499
17965	9.230930562262e-6	0	4	21564	2	2	21564	heavy fermion	5·3593
17966	8.341262354114e-6	0	8	29064	3	3	29064	fermion	2·13·691
17967	1.523108659404e-5	0	8	24624	3	3	24624	heavy fermion	3·53·113
17968	6.816696864331e-6	0	10	34844	2	5	34844	fermion	2^4·1123
17969	7.401489836089e-6	0	8	21888	3	3	21888	fermion	7·17·151
17970	9.736704460506e-7	0	16	43200	4	4	43200	spectator	2·3·5·599
17971	5.448595289103e-6	1	2	17972	1	1	17972	excited boson	17971 (prime)
17972	6.594942339915e-6	0	6	31458	2	3	31458	fermion	2^2·4493
17973	5.184091725638e-6	0	6	25974	2	3	25974	fermion	3^2·1997
17974	4.211440620394e-5	0	16	31680	4	4	31680	heavy fermion	2·11·19·43
17975	2.875363363948e-6	0	6	22320	2	3	22320	light fermion	5^2·719
17976	1.663168127529e-5	0	32	51840	4	6	51840	heavy fermion	2^3·3·7·107
17977	2.172776578498e-6	1	2	17978	1	1	17978	gauge boson	17977 (prime)
17978	4.916806438845e-6	0	8	27540	3	3	27540	fermion	2·89·101
17979	4.144179137474e-7	0	8	25872	3	3	25872	spectator	3·13·461
17980	5.310746496444e-6	0	24	40320	4	5	40320	fermion	2^2·5·29·31
17981	9.838224813086e-7	1	2	17982	1	1	17982	gauge boson (light)	17981 (prime)
17982	2.182993963630e-5	0	24	41496	3	7	41496	heavy fermion	2·3^5·37
17983	2.429722833719e-6	0	6	20976	2	3	20976	spectator	7^2·367
17984	3.235403576469e-6	0	14	35814	2	7	35814	light fermion	2^6·281
17985	6.581823533033e-6	0	16	31680	4	4	31680	fermion	3·5·11·109
17986	6.015041718742e-5	0	12	29862	3	4	29862	heavy fermion	2·17·23^2
17987	3.071443163073e-7	1	2	17988	1	1	17988	gauge boson (light)	17987 (prime)
17988	8.812349351125e-7	0	12	42000	3	4	42000	spectator	2^2·3·1499
17989	1.470342048081e-7	1	2	17990	1	1	17990	gauge boson (light)	17989 (prime)
17990	9.810293336306e-9	0	16	37152	4	4	37152	spectator	2·5·7·257
17991	1.019889325703e-7	0	6	26000	2	3	26000	spectator	3^2·1999
17992	2.721453004264e-7	0	16	36540	3	5	36540	spectator	2^3·13·173
17993	1.060050123346e-8	0	4	18960	2	2	18960	spectator	19·947
17994	2.764851466201e-7	0	8	36000	3	3	36000	spectator	2·3·2999
17995	4.051456541984e-7	0	8	22320	3	3	22320	spectator	5·59·61
17996	4.141985291445e-7	0	12	34440	3	4	34440	spectator	2^2·11·409
17997	4.622393007044e-8	0	8	27456	3	3	27456	spectator	3·7·857
17998	8.519479667648e-8	0	4	27000	2	2	27000	spectator	2·8999
17999	8.023105519916e-7	0	4	18480	2	2	18480	spectator	41·439
18000	6.681934114587e-7	0	60	62868	3	9	62868	spectator	2^4·3^2·5^3
18001	4.790653769928e-7	0	4	18432	2	2	18432	spectator	47·383
18002	4.731819306696e-8	0	4	27006	2	2	27006	spectator	2·9001
18003	7.180149537342e-7	0	8	25488	3	3	25488	spectator	3·17·353
18004	7.701221570640e-8	0	12	36064	3	4	36064	spectator	2^2·7·643
18005	1.603780174077e-6	0	8	23352	3	3	23352	spectator	5·13·277
18006	3.447027831938e-8	0	8	36024	3	3	36024	spectator	2·3·3001
18007	7.933236362297e-7	0	4	19656	2	2	19656	spectator	11·1637
18008	6.486499840055e-11	0	8	33780	2	4	33780	spectator	2^3·2251
18009	2.349805159368e-6	0	16	28800	3	5	28800	spectator	3^3·23·29
18010	7.087223043089e-7	0	8	32436	3	3	32436	spectator	2·5·1801
18011	2.363339266894e-7	0	8	21504	3	3	21504	spectator	7·31·83
18012	1.491004289427e-5	0	24	44800	4	5	44800	heavy fermion	2^2·3·19·79
18013	6.344624327124e-7	1	2	18014	1	1	18014	gauge boson (light)	18013 (prime)
18014	3.607611699426e-9	0	4	27024	2	2	27024	spectator	2·9007
18015	3.685733280039e-7	0	8	28848	3	3	28848	spectator	3·5·1201
18016	2.928175836758e-8	0	12	35532	2	6	35532	spectator	2^5·563
18017	2.267424818654e-7	0	4	18480	2	2	18480	spectator	43·419
18018	1.755598525991e-5	0	48	52416	5	6	52416	heavy fermion	2·3^2·7·11·13
18019	1.028837233329e-6	0	4	18544	2	2	18544	spectator	37·487
18020	6.935507318109e-6	0	24	40824	4	5	40824	fermion	2^2·5·17·53
18021	5.688012082464e-7	0	4	24032	2	2	24032	spectator	3·6007
18022	1.699649767474e-8	0	4	27036	2	2	27036	spectator	2·9011
18023	5.333066656872e-7	0	4	18360	2	2	18360	spectator	67·269
18024	7.044845052352e-7	0	16	45120	3	5	45120	spectator	2^3·3·751
18025	2.045782486172e-6	0	12	25792	3	4	25792	spectator	5^2·7·103
18026	9.471811772182e-8	0	4	27042	2	2	27042	spectator	2·9013
18027	3.971734386267e-7	0	6	26052	2	3	26052	spectator	3^2·2003
18028	9.943351061287e-8	0	6	31556	2	3	31556	spectator	2^2·4507
18029	5.361770173780e-7	0	6	19950	2	3	19950	spectator	11^2·149
18030	2.804543707680e-6	0	16	43344	4	4	43344	light fermion	2·3·5·601
18031	1.841500292575e-7	0	8	20720	3	3	20720	spectator	13·19·73
18032	1.255651084581e-5	0	30	42408	3	7	42408	heavy fermion	2^4·7^2·23
18033	3.722683983396e-7	0	4	24048	2	2	24048	spectator	3·6011
18034	1.219169290661e-6	0	8	27648	3	3	27648	spectator	2·71·127
18035	1.978945146724e-7	0	4	21648	2	2	21648	spectator	5·3607
18036	1.389831370913e-6	0	24	47040	3	6	47040	spectator	2^2·3^3·167
18037	3.035914871797e-7	0	4	19116	2	2	19116	spectator	17·1061
18038	1.073055119059e-7	0	8	28080	3	3	28080	spectator	2·29·311
18039	7.134655140893e-7	0	8	27520	3	3	27520	spectator	3·7·859
18040	2.709148370551e-6	0	32	45360	4	6	45360	spectator	2^3·5·11·41
18041	3.025765039197e-7	1	2	18042	1	1	18042	gauge boson (light)	18041 (prime)
18042	3.217565507830e-5	0	16	37632	4	4	37632	heavy fermion	2·3·31·97
18043	2.188425433137e-7	1	2	18044	1	1	18044	gauge boson (light)	18043 (prime)
18044	2.371202077286e-6	0	12	34104	3	4	34104	spectator	2^2·13·347
18045	4.229525983189e-7	0	12	31356	3	4	31356	spectator	3^2·5·401
18046	1.198274766893e-6	0	8	30960	3	3	30960	spectator	2·7·1289
18047	8.813333914014e-8	1	2	18048	1	1	18048	gauge boson (light)	18047 (prime)
18048	6.832476114451e-6	0	32	48960	3	9	48960	fermion	2^7·3·47
18049	6.948904019307e-8	1	2	18050	1	1	18050	gauge boson (light)	18049 (prime)
18050	1.445468520654e-5	0	18	35433	3	5	35433	heavy fermion	2·5^2·19^2
18051	2.869236373941e-6	0	8	26304	3	3	26304	light fermion	3·11·547
18052	9.120422437501e-7	0	6	31598	2	3	31598	spectator	2^2·4513
18053	1.350772664222e-7	0	4	20640	2	2	20640	spectator	7·2579
18054	3.308014601353e-6	0	24	42120	4	5	42120	light fermion	2·3^2·17·59
18055	2.260503825394e-8	0	8	22752	3	3	22752	spectator	5·23·157
18056	6.578801873916e-6	0	16	35340	3	5	35340	fermion	2^3·37·61
18057	1.151501992104e-5	0	8	25984	3	3	25984	heavy fermion	3·13·463
18058	1.324601589854e-6	0	4	27090	2	2	27090	spectator	2·9029
18059	9.047840721230e-8	1	2	18060	1	1	18060	gauge boson (light)	18059 (prime)
18060	1.025187854700e-5	0	48	59136	5	6	59136	heavy fermion	2^2·3·5·7·43
18061	1.014285629435e-7	1	2	18062	1	1	18062	gauge boson (light)	18061 (prime)
18062	1.092849939275e-6	0	8	29592	3	3	29592	spectator	2·11·821
18063	5.564659145419e-7	0	10	27104	2	5	27104	spectator	3^4·223
18064	1.893242591138e-6	0	10	35030	2	5	35030	spectator	2^4·1129
18065	6.763617526924e-8	0	4	21684	2	2	21684	spectator	5·3613
18066	6.505485418600e-6	0	8	36144	3	3	36144	fermion	2·3·3011
18067	1.771476502619e-7	0	8	21600	3	3	21600	spectator	7·29·89
18068	1.870130546123e-6	0	6	31626	2	3	31626	spectator	2^2·4517
18069	3.509769621160e-6	0	8	25440	3	3	25440	light fermion	3·19·317
18070	1.992200700487e-6	0	16	35280	4	4	35280	spectator	2·5·13·139
18071	7.019539540401e-7	0	4	19152	2	2	19152	spectator	17·1063
18072	1.395406593681e-5	0	24	49140	3	6	49140	heavy fermion	2^3·3^2·251
18073	7.137178280920e-7	0	8	20736	3	3	20736	spectator	11·31·53
18074	5.480728101135e-6	0	8	31008	3	3	31008	fermion	2·7·1291
18075	2.304390541672e-6	0	12	30008	3	4	30008	spectator	3·5^2·241
18076	4.157775644639e-6	0	6	31640	2	3	31640	light fermion	2^2·4519
18077	1.469128442448e-6	1	2	18078	1	1	18078	gauge boson	18077 (prime)
18078	6.167564525076e-5	0	16	38016	4	4	38016	heavy fermion	2·3·23·131
18079	1.966735830378e-6	0	4	18360	2	2	18360	spectator	101·179
18080	3.127928874119e-6	0	24	43092	3	7	43092	light fermion	2^5·5·113
18081	1.866822053538e-5	0	18	31122	3	5	31122	heavy fermion	3^2·7^2·41
18082	6.025761489330e-6	0	4	27126	2	2	27126	fermion	2·9041
18083	2.775548627474e-6	0	6	19764	2	3	19764	spectator	13^2·107
18084	2.036777883088e-5	0	24	46368	4	5	46368	heavy fermion	2^2·3·11·137
18085	1.776595358354e-6	0	4	21708	2	2	21708	spectator	5·3617
18086	5.820909332196e-6	0	4	27132	2	2	27132	fermion	2·9043
18087	4.128505512201e-6	0	4	24120	2	2	24120	light fermion	3·6029
18088	8.053069073994e-5	0	32	43200	4	6	43200	heavy fermion	2^3·7·17·19
18089	1.372477668171e-6	1	2	18090	1	1	18090	gauge boson (light)	18089 (prime)
18090	3.031909525041e-5	0	32	48960	4	6	48960	heavy fermion	2·3^3·5·67
18091	1.331321107512e-6	0	4	18400	2	2	18400	spectator	79·229
18092	4.154005078538e-6	0	6	31668	2	3	31668	light fermion	2^2·4523
18093	4.774077181222e-6	0	8	24928	3	3	24928	fermion	3·37·163
18094	3.750527242288e-6	0	8	27720	3	3	27720	light fermion	2·83·109
18095	1.808524710534e-6	0	16	27648	4	4	27648	spectator	5·7·11·47
18096	1.170689482012e-6	0	40	52080	4	7	52080	spectator	2^4·3·13·29
18097	1.619562030637e-6	1	2	18098	1	1	18098	gauge boson	18097 (prime)
18098	4.277953072705e-6	0	4	27150	2	2	27150	fermion	2·9049
18099	3.276503651903e-6	0	6	26156	2	3	26156	light fermion	3^2·2011
18100	4.122665683784e-6	0	18	39494	3	5	39494	light fermion	2^2·5^2·181
18101	2.647484289240e-6	0	4	18912	2	2	18912	spectator	23·787
18102	4.221887802399e-5	0	16	41472	4	4	41472	heavy fermion	2·3·7·431
18103	3.636556224881e-6	0	4	18568	2	2	18568	light fermion	43·421
18104	4.237519205854e-7	0	16	35520	3	5	35520	spectator	2^3·31·73
18105	1.948091030647e-5	0	16	31104	4	4	31104	heavy fermion	3·5·17·71
18106	2.653108989500e-6	0	8	29664	3	3	29664	spectator	2·11·823
18107	3.571902240885e-6	0	4	19080	2	2	19080	light fermion	19·953
18108	8.850737955333e-6	0	18	45864	3	5	45864	heavy fermion	2^2·3^2·503
18109	4.651537538935e-7	0	8	22400	3	3	22400	spectator	7·13·199
18110	1.538221074397e-6	0	8	32616	3	3	32616	spectator	2·5·1811
18111	4.817278250942e-6	0	4	24152	2	2	24152	fermion	3·6037
18112	2.750077868933e-6	0	14	36068	2	7	36068	spectator	2^6·283
18113	3.188554620855e-6	0	4	18480	2	2	18480	light fermion	59·307
18114	7.571614285272e-6	0	8	36240	3	3	36240	fermion	2·3·3019
18115	3.194626957863e-6	0	4	21744	2	2	21744	light fermion	5·3623
18116	5.323066279510e-6	0	12	36288	3	4	36288	fermion	2^2·7·647
18117	2.432672631051e-6	0	16	29760	3	5	29760	spectator	3^3·11·61
18118	2.837725380961e-6	0	4	27180	2	2	27180	light fermion	2·9059
18119	2.925056807406e-6	1	2	18120	1	1	18120	excited boson	18119 (prime)
18120	3.062760552760e-6	0	32	54720	4	6	54720	light fermion	2^3·3·5·151
18121	3.047601119882e-6	1	2	18122	1	1	18122	excited boson	18121 (prime)
18122	2.152319175509e-5	0	16	31752	4	4	31752	heavy fermion	2·13·17·41
18123	6.347440804209e-6	0	8	27648	3	3	27648	fermion	3·7·863
18124	5.831438289853e-5	0	12	33264	3	4	33264	heavy fermion	2^2·23·197
18125	1.726825918101e-5	0	10	23430	2	5	23430	heavy fermion	5^4·29
18126	5.797946501964e-5	0	24	42120	4	5	42120	heavy fermion	2·3^2·19·53
18127	3.263069898983e-6	1	2	18128	1	1	18128	excited boson	18127 (prime)
18128	5.455457905088e-6	0	20	38688	3	6	38688	fermion	2^4·11·103
18129	4.427830200358e-6	0	4	24176	2	2	24176	fermion	3·6043
18130	2.478364953071e-5	0	24	38988	4	5	38988	heavy fermion	2·5·7^2·37
18131	3.017759438431e-6	1	2	18132	1	1	18132	excited boson	18131 (prime)
18132	3.835414551348e-6	0	12	42336	3	4	42336	light fermion	2^2·3·1511
18133	2.612489831504e-6	1	2	18134	1	1	18134	gauge boson	18133 (prime)
18134	2.037157626745e-6	0	4	27204	2	2	27204	spectator	2·9067
18135	1.721849019024e-7	0	24	34944	4	5	34944	spectator	3^2·5·13·31
18136	1.668229751026e-6	0	8	34020	2	4	34020	spectator	2^3·2267
18137	2.150224809841e-6	0	4	20736	2	2	20736	spectator	7·2591
18138	3.459096888912e-6	0	8	36288	3	3	36288	light fermion	2·3·3023
18139	3.004917948513e-6	0	8	21168	3	3	21168	light fermion	11·17·97
18140	9.338269153655e-9	0	12	38136	3	4	38136	spectator	2^2·5·907
18141	1.887662862544e-6	0	4	24192	2	2	24192	spectator	3·6047
18142	2.014760038047e-6	0	8	27936	3	3	27936	spectator	2·47·193
18143	1.261231494498e-6	1	2	18144	1	1	18144	gauge boson (light)	18143 (prime)
18144	1.533863686880e-5	0	60	60984	3	10	60984	heavy fermion	2^5·3^4·7
18145	2.406622460004e-7	0	8	23040	3	3	23040	spectator	5·19·191
18146	2.060873395279e-6	0	8	27984	3	3	27984	spectator	2·43·211
18147	2.865611974542e-6	0	8	25344	3	3	25344	light fermion	3·23·263
18148	5.171674492528e-7	0	12	34300	3	4	34300	spectator	2^2·13·349
18149	8.086115679822e-7	1	2	18150	1	1	18150	gauge boson (light)	18149 (prime)
18150	8.450265141731e-6	0	36	49476	4	6	49476	heavy fermion	2·3·5^2·11^2
18151	1.055932855409e-6	0	4	20752	2	2	20752	spectator	7·2593
18152	6.699004883739e-7	0	8	34050	2	4	34050	spectator	2^3·2269
18153	1.117923209401e-6	0	6	26234	2	3	26234	spectator	3^2·2017
18154	4.638236569570e-6	0	8	28260	3	3	28260	fermion	2·29·313
18155	2.697225557355e-7	0	4	21792	2	2	21792	spectator	5·3631
18156	3.605990518912e-5	0	24	45360	4	5	45360	heavy fermion	2^2·3·17·89
18157	2.422729104408e-7	0	4	18496	2	2	18496	spectator	67·271
18158	1.845449721320e-6	0	8	31152	3	3	31152	spectator	2·7·1297
18159	2.360477607274e-7	0	4	24216	2	2	24216	spectator	3·6053
18160	2.916794600686e-7	0	20	42408	3	6	42408	spectator	2^4·5·227
18161	3.025488539496e-7	0	8	21504	3	3	21504	spectator	11·13·127
18162	2.826630642045e-7	0	12	39390	3	4	39390	spectator	2·3^2·1009
18163	4.091668547507e-9	0	4	18648	2	2	18648	spectator	41·443
18164	9.652743976964e-6	0	12	33600	3	4	33600	heavy fermion	2^2·19·239
18165	4.089702916549e-7	0	16	33408	4	4	33408	spectator	3·5·7·173
18166	4.077239842848e-6	0	8	28224	3	3	28224	light fermion	2·31·293
18167	6.648902191420e-8	0	4	18696	2	2	18696	spectator	37·491
18168	6.635554169477e-8	0	16	45480	3	5	45480	spectator	2^3·3·757
18169	6.946295763390e-8	1	2	18170	1	1	18170	gauge boson (light)	18169 (prime)
18170	4.702747574019e-5	0	16	34560	4	4	34560	heavy fermion	2·5·23·79
18171	7.471476335595e-11	0	8	26960	2	4	26960	spectator	3^3·673
18172	1.543428281403e-6	0	24	40320	4	5	40320	spectator	2^2·7·11·59
18173	1.073273893730e-7	0	4	19260	2	2	19260	spectator	17·1069
18174	3.895232571464e-5	0	16	39312	4	4	39312	heavy fermion	2·3·13·233
18175	6.992542226412e-7	0	6	22568	2	3	22568	spectator	5^2·727
18176	9.716902142885e-7	0	18	36792	2	9	36792	spectator	2^8·71
18177	1.867080623233e-7	0	8	24864	3	3	24864	spectator	3·73·83
18178	1.852428080911e-6	0	8	27900	3	3	27900	spectator	2·61·149
18179	3.327155700843e-8	0	8	21600	2	4	21600	spectator	7^3·53
18180	7.440514166546e-6	0	36	55692	4	6	55692	fermion	2^2·3^2·5·101
18181	4.709795891607e-7	1	2	18182	1	1	18182	gauge boson (light)	18181 (prime)
18182	5.786798179831e-7	0	4	27276	2	2	27276	spectator	2·9091
18183	1.875463215128e-6	0	16	28800	4	4	28800	spectator	3·11·19·29
18184	4.685280402645e-7	0	8	34110	2	4	34110	spectator	2^3·2273
18185	4.988077526116e-7	0	4	21828	2	2	21828	spectator	5·3637
18186	4.626087395161e-7	0	16	41664	4	4	41664	spectator	2·3·7·433
18187	1.917995260743e-7	0	4	19600	2	2	19600	spectator	13·1399
18188	1.189635087288e-7	0	6	31836	2	3	31836	spectator	2^2·4547
18189	2.491413571027e-6	0	12	27456	3	4	27456	spectator	3^2·43·47
18190	6.267583186065e-6	0	16	34992	4	4	34992	fermion	2·5·17·107
18191	3.174587950865e-8	1	2	18192	1	1	18192	gauge boson (light)	18191 (prime)
18192	4.082838185929e-7	0	20	47120	3	6	47120	spectator	2^4·3·379
18193	4.676137952836e-7	0	8	21888	3	3	21888	spectator	7·23·113
18194	2.226657611393e-7	0	8	29808	3	3	29808	spectator	2·11·827
18195	1.955925928942e-7	0	8	29136	3	3	29136	spectator	3·5·1213
18196	1.596034809823e-7	0	6	31850	2	3	31850	spectator	2^2·4549
18197	3.366008046816e-8	0	4	18816	2	2	18816	spectator	31·587
18198	9.097527858989e-7	0	16	40560	3	5	40560	spectator	2·3^3·337
18199	6.107468490072e-9	1	2	18200	1	1	18200	gauge boson (light)	18199 (prime)
18200	4.268460730697e-6	0	48	52080	4	7	52080	fermion	2^3·5^2·7·13
18201	5.195643149903e-8	0	4	24272	2	2	24272	spectator	3·6067
18202	4.511668867750e-5	0	8	28800	3	3	28800	heavy fermion	2·19·479
18203	1.755579183096e-8	0	4	18480	2	2	18480	spectator	109·167
18204	6.813880306195e-10	0	24	44688	4	5	44688	spectator	2^2·3·37·41
18205	1.048815985078e-6	0	8	23904	3	3	23904	spectator	5·11·331
18206	3.730542359619e-7	0	4	27312	2	2	27312	spectator	2·9103
18207	2.233657142372e-10	0	18	31928	3	5	31928	spectator	3^2·7·17^2
18208	2.091372767234e-7	0	12	35910	2	6	35910	spectator	2^5·569
18209	2.576040060156e-10	0	4	18480	2	2	18480	spectator	131·139
18210	2.223737263600e-6	0	16	43776	4	4	43776	spectator	2·3·5·607
18211	1.955398563195e-8	1	2	18212	1	1	18212	gauge boson (light)	18211 (prime)
18212	4.079050379392e-6	0	12	33180	3	4	33180	light fermion	2^2·29·157
18213	7.010964067241e-6	0	8	26208	3	3	26208	fermion	3·13·467
18214	1.869340881093e-7	0	8	31248	3	3	31248	spectator	2·7·1301
18215	4.142897040478e-8	0	4	21864	2	2	21864	spectator	5·3643
18216	8.806321480300e-5	0	48	56160	4	7	56160	heavy fermion	2^3·3^2·11·23
18217	2.867212913953e-8	1	2	18218	1	1	18218	gauge boson (light)	18217 (prime)
18218	2.213613537412e-7	0	4	27330	2	2	27330	spectator	2·9109
18219	2.254462617148e-7	0	4	24296	2	2	24296	spectator	3·6073
18220	2.322882212465e-7	0	12	38304	3	4	38304	spectator	2^2·5·911
18221	1.229484710378e-7	0	8	22080	3	3	22080	spectator	7·19·137
18222	1.048449875015e-6	0	8	36456	3	3	36456	spectator	2·3·3037
18223	1.605517524289e-8	1	2	18224	1	1	18224	gauge boson (light)	18223 (prime)
18224	2.887848388603e-8	0	20	37944	3	6	37944	spectator	2^4·17·67
