k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
8862	7.697769877923e-6	0	16	20352	4	4	20352	fermion	2·3·7·211
8863	1.375596989319e-6	1	2	8864	1	1	8864	gauge boson (light)	8863 (prime)
8864	3.522674534195e-6	0	12	17514	2	6	17514	spectator	2^5·277
8865	4.327257108702e-5	0	12	15444	3	4	15444	heavy fermion	3^2·5·197
8866	3.976583812248e-4	0	16	16128	4	4	16128	heavy fermion	2·11·13·31
8867	1.264491527780e-6	1	2	8868	1	1	8868	gauge boson (light)	8867 (prime)
8868	2.498245513825e-9	0	12	20720	3	4	20720	spectator	2^2·3·739
8869	2.207401253038e-6	0	6	10374	2	3	10374	spectator	7^2·181
8870	1.522944198618e-7	0	8	15984	3	3	15984	spectator	2·5·887
8871	7.142584874584e-6	0	4	11832	2	2	11832	fermion	3·2957
8872	3.999881477961e-7	0	8	16650	2	4	16650	spectator	2^3·1109
8873	2.680568940848e-5	0	4	9360	2	2	9360	heavy fermion	19·467
8874	8.417391325986e-6	0	24	21060	4	5	21060	fermion	2·3^2·17·29
8875	1.080381002305e-5	0	8	11232	2	4	11232	fermion	5^3·71
8876	2.365087563370e-7	0	12	17808	3	4	17808	spectator	2^2·7·317
8877	1.122868514361e-7	0	8	12960	3	3	12960	spectator	3·11·269
8878	4.617710313427e-6	0	8	13968	3	3	13968	spectator	2·23·193
8879	1.520854603463e-6	0	4	9576	2	2	9576	spectator	13·683
8880	4.970268728604e-4	0	40	28272	4	7	28272	heavy fermion	2^4·3·5·37
8881	2.298891794239e-6	0	4	9072	2	2	9072	spectator	83·107
8882	1.501883143716e-7	0	4	13326	2	2	13326	spectator	2·4441
8883	1.995327129840e-5	0	16	15360	3	5	15360	heavy fermion	3^3·7·47
8884	2.229412887734e-7	0	6	15554	2	3	15554	spectator	2^2·2221
8885	6.690984499931e-6	0	4	10668	2	2	10668	light fermion	5·1777
8886	2.318760068422e-6	0	8	17784	3	3	17784	spectator	2·3·1481
8887	1.759188629672e-6	1	2	8888	1	1	8888	gauge boson (light)	8887 (prime)
8888	1.619800898145e-5	0	16	18360	3	5	18360	heavy fermion	2^3·11·101
8889	3.570198233216e-6	0	4	11856	2	2	11856	spectator	3·2963
8890	5.426264243891e-6	0	16	18432	4	4	18432	light fermion	2·5·7·127
8891	4.060960420289e-5	0	4	9432	2	2	9432	heavy fermion	17·523
8892	5.385224567977e-6	0	36	25480	4	6	25480	light fermion	2^2·3^2·13·19
8893	5.757522138081e-7	1	2	8894	1	1	8894	gauge boson (light)	8893 (prime)
8894	8.413484935343e-8	0	4	13344	2	2	13344	spectator	2·4447
8895	2.882464195089e-5	0	8	14256	3	3	14256	heavy fermion	3·5·593
8896	2.013944371058e-8	0	14	17780	2	7	17780	spectator	2^6·139
8897	3.599359533943e-7	0	8	10752	3	3	10752	spectator	7·31·41
8898	9.911613795532e-8	0	8	17808	3	3	17808	spectator	2·3·1483
8899	6.443062928700e-8	0	4	9720	2	2	9720	spectator	11·809
8900	1.166873927745e-7	0	18	19530	3	5	19530	spectator	2^2·5^2·89
8901	1.941207169399e-5	0	12	13728	3	4	13728	heavy fermion	3^2·23·43
8902	6.236622378527e-10	0	4	13356	2	2	13356	spectator	2·4451
8903	7.216325947912e-7	0	4	9240	2	2	9240	spectator	29·307
8904	1.036791381182e-5	0	32	25920	4	6	25920	fermion	2^3·3·7·53
8905	7.279590079971e-7	0	8	11592	3	3	11592	spectator	5·13·137
8906	2.936076043186e-7	0	8	13764	3	3	13764	spectator	2·61·73
8907	8.139068217330e-8	0	4	11880	2	2	11880	spectator	3·2969
8908	1.749121011008e-5	0	12	16632	3	4	16632	heavy fermion	2^2·17·131
8909	3.872405611494e-7	0	4	9120	2	2	9120	spectator	59·151
8910	3.766652854276e-4	0	40	26136	4	7	26136	heavy fermion	2·3^4·5·11
8911	4.809050248388e-6	0	8	10880	3	3	10880	light fermion	7·19·67
8912	4.724355009195e-6	0	10	17298	2	5	17298	light fermion	2^4·557
8913	6.963440789208e-7	0	4	11888	2	2	11888	spectator	3·2971
8914	4.820909339978e-6	0	4	13374	2	2	13374	light fermion	2·4457
8915	1.240495546731e-7	0	4	10704	2	2	10704	spectator	5·1783
8916	3.097057055997e-6	0	12	20832	3	4	20832	spectator	2^2·3·743
8917	2.472074434983e-6	0	4	9196	2	2	9196	spectator	37·241
8918	5.653480294256e-8	0	16	16800	3	5	16800	spectator	2·7^3·13
8919	6.033950716150e-7	0	6	12896	2	3	12896	spectator	3^2·991
8920	4.474806402861e-7	0	16	20160	3	5	20160	spectator	2^3·5·223
8921	1.647868687324e-6	0	4	9744	2	2	9744	spectator	11·811
8922	1.476530639429e-6	0	8	17856	3	3	17856	spectator	2·3·1487
8923	1.939458485698e-7	1	2	8924	1	1	8924	gauge boson (light)	8923 (prime)
8924	1.947420281247e-6	0	12	16464	3	4	16464	spectator	2^2·23·97
8925	4.024602874999e-6	0	24	17856	4	5	17856	spectator	3·5^2·7·17
8926	4.264797577199e-7	0	4	13392	2	2	13392	spectator	2·4463
8927	9.034742223714e-9	0	4	9120	2	2	9120	spectator	79·113
8928	1.924736552477e-5	0	36	26208	3	8	26208	heavy fermion	2^5·3^2·31
8929	1.555792708083e-10	1	2	8930	1	1	8930	gauge boson (light)	8929 (prime)
8930	2.612829679384e-5	0	16	17280	4	4	17280	heavy fermion	2·5·19·47
8931	1.539816861172e-6	0	8	12880	3	3	12880	spectator	3·13·229
8932	1.177498845336e-5	0	24	20160	4	5	20160	fermion	2^2·7·11·29
8933	8.274034961159e-8	1	2	8934	1	1	8934	gauge boson (light)	8933 (prime)
8934	1.424272188794e-6	0	8	17880	3	3	17880	spectator	2·3·1489
8935	1.035755703824e-6	0	4	10728	2	2	10728	spectator	5·1787
8936	8.084104270446e-7	0	8	16770	2	4	16770	spectator	2^3·1117
8937	3.828661876503e-7	0	8	13280	2	4	13280	spectator	3^3·331
8938	7.592005155641e-8	0	8	13860	3	3	13860	spectator	2·41·109
8939	3.015391901504e-8	0	4	10224	2	2	10224	spectator	7·1277
8940	9.492445875906e-5	0	24	25200	4	5	25200	heavy fermion	2^2·3·5·149
8941	2.205259088779e-7	1	2	8942	1	1	8942	gauge boson (light)	8941 (prime)
8942	1.530741320099e-7	0	8	14256	3	3	14256	spectator	2·17·263
8943	1.480813994079e-5	0	8	13056	3	3	13056	heavy fermion	3·11·271
8944	2.313387453370e-5	0	20	19096	3	6	19096	heavy fermion	2^4·13·43
8945	3.917690638105e-6	0	4	10740	2	2	10740	spectator	5·1789
8946	2.537855225849e-5	0	24	22464	4	5	22464	heavy fermion	2·3^2·7·71
8947	1.023944991859e-5	0	4	9360	2	2	9360	fermion	23·389
8948	2.677900135659e-6	0	6	15666	2	3	15666	spectator	2^2·2237
8949	8.785211583527e-5	0	8	12640	3	3	12640	heavy fermion	3·19·157
8950	5.649896020143e-6	0	12	16740	3	4	16740	light fermion	2·5^2·179
8951	5.223488944137e-7	1	2	8952	1	1	8952	gauge boson (light)	8951 (prime)
8952	1.319700195217e-5	0	16	22440	3	5	22440	fermion	2^3·3·373
8953	8.023946751480e-7	0	4	10240	2	2	10240	spectator	7·1279
8954	2.855133278830e-4	0	12	15162	3	4	15162	heavy fermion	2·11^2·37
8955	5.097648778851e-5	0	12	15600	3	4	15600	heavy fermion	3^2·5·199
8956	1.951129699699e-6	0	6	15680	2	3	15680	spectator	2^2·2239
8957	7.455000367187e-9	0	6	9882	2	3	9882	spectator	13^2·53
8958	3.734710994408e-6	0	8	17928	3	3	17928	spectator	2·3·1493
8959	2.397302018038e-5	0	6	9824	2	3	9824	heavy fermion	17^2·31
8960	4.579036813265e-7	0	36	24528	3	10	24528	spectator	2^8·5·7
8961	2.460368246290e-5	0	8	12480	3	3	12480	heavy fermion	3·29·103
8962	2.228933415486e-8	0	4	13446	2	2	13446	spectator	2·4481
8963	7.091100856583e-8	1	2	8964	1	1	8964	gauge boson (light)	8963 (prime)
8964	4.394658950253e-9	0	24	23520	3	6	23520	spectator	2^2·3^3·83
8965	4.157307454990e-6	0	8	11808	3	3	11808	spectator	5·11·163
8966	7.073050998792e-8	0	4	13452	2	2	13452	spectator	2·4483
8967	3.101205943276e-6	0	12	14136	3	4	14136	spectator	3·7^2·61
8968	2.220934571338e-5	0	16	18000	3	5	18000	heavy fermion	2^3·19·59
8969	3.206177882493e-8	1	2	8970	1	1	8970	gauge boson (light)	8969 (prime)
8970	2.345380119387e-5	0	32	24192	5	5	24192	heavy fermion	2·3·5·13·23
8971	6.694550660834e-8	1	2	8972	1	1	8972	gauge boson (light)	8971 (prime)
8972	1.814884186131e-8	0	6	15708	2	3	15708	spectator	2^2·2243
8973	5.020109065292e-7	0	6	12974	2	3	12974	spectator	3^2·997
8974	4.848327082846e-7	0	8	15408	3	3	15408	spectator	2·7·641
8975	6.068347965998e-7	0	6	11160	2	3	11160	spectator	5^2·359
8976	1.017867044670e-4	0	40	26784	4	7	26784	heavy fermion	2^4·3·11·17
8977	3.331851545053e-8	0	4	9216	2	2	9216	spectator	47·191
8978	2.618612337910e-6	0	6	13671	2	3	13671	spectator	2·67^2
8979	5.974667867182e-6	0	8	12432	3	3	12432	light fermion	3·41·73
8980	1.952653852443e-6	0	12	18900	3	4	18900	spectator	2^2·5·449
8981	2.066845832232e-6	0	4	10272	2	2	10272	spectator	7·1283
8982	2.066360623120e-6	0	12	19500	3	4	19500	spectator	2·3^2·499
8983	2.670304003269e-7	0	4	9688	2	2	9688	spectator	13·691
8984	1.474147162500e-6	0	8	16860	2	4	16860	spectator	2^3·1123
8985	4.546413327601e-6	0	8	14400	3	3	14400	spectator	3·5·599
8986	2.689853743429e-6	0	4	13482	2	2	13482	spectator	2·4493
8987	5.220856570094e-6	0	8	10560	3	3	10560	light fermion	11·19·43
8988	1.746499483812e-5	0	24	24192	4	5	24192	heavy fermion	2^2·3·7·107
8989	1.036433921910e-6	0	4	9180	2	2	9180	spectator	89·101
8990	6.271565112949e-6	0	16	17280	4	4	17280	light fermion	2·5·29·31
8991	5.051719532106e-5	0	12	13832	2	6	13832	heavy fermion	3^5·37
8992	1.069578589856e-6	0	12	17766	2	6	17766	spectator	2^5·281
8993	1.120386810084e-4	0	6	9954	2	3	9954	heavy fermion	17·23^2
8994	2.998352137221e-7	0	8	18000	3	3	18000	spectator	2·3·1499
8995	6.645064683977e-7	0	8	12384	3	3	12384	spectator	5·7·257
8996	9.648570730717e-7	0	12	17052	3	4	17052	spectator	2^2·13·173
8997	4.688217927770e-8	0	4	12000	2	2	12000	spectator	3·2999
8998	3.140332947871e-5	0	8	14760	3	3	14760	heavy fermion	2·11·409
8999	1.809638113581e-9	1	2	9000	1	1	9000	gauge boson (light)	8999 (prime)
9000	4.234646407532e-5	0	48	30420	3	8	30420	heavy fermion	2^3·3^2·5^3
9001	7.305221602192e-8	1	2	9002	1	1	9002	gauge boson (light)	9001 (prime)
9002	1.378359193216e-6	0	8	15456	3	3	15456	spectator	2·7·643
9003	6.952477305008e-8	0	4	12008	2	2	12008	spectator	3·3001
9004	1.108359096475e-7	0	6	15764	2	3	15764	spectator	2^2·2251
9005	5.778436489102e-7	0	4	10812	2	2	10812	spectator	5·1801
9006	9.174134225296e-7	0	16	19200	4	4	19200	spectator	2·3·19·79
9007	8.202573114992e-8	1	2	9008	1	1	9008	gauge boson (light)	9007 (prime)
9008	2.278488524118e-11	0	10	17484	2	5	17484	spectator	2^4·563
9009	1.676119487887e-6	0	24	17472	4	5	17472	spectator	3^2·7·11·13
9010	1.594346292713e-6	0	16	17496	4	4	17496	spectator	2·5·17·53
9011	3.851193140351e-8	1	2	9012	1	1	9012	gauge boson (light)	9011 (prime)
9012	1.355471234944e-6	0	12	21056	3	4	21056	spectator	2^2·3·751
9013	7.939897319903e-9	1	2	9014	1	1	9014	gauge boson (light)	9013 (prime)
9014	2.306173667941e-7	0	4	13524	2	2	13524	spectator	2·4507
9015	4.253973021591e-5	0	8	14448	3	3	14448	heavy fermion	3·5·601
9016	2.075123852727e-7	0	24	20520	3	6	20520	spectator	2^3·7^2·23
9017	2.834381623948e-7	0	4	9216	2	2	9216	spectator	71·127
9018	1.315055501763e-6	0	16	20160	3	5	20160	spectator	2·3^3·167
9019	9.423988178503e-5	0	4	9360	2	2	9360	heavy fermion	29·311
9020	1.277823814601e-4	0	24	21168	4	5	21168	heavy fermion	2^2·5·11·41
9021	6.753151688871e-5	0	8	12544	3	3	12544	heavy fermion	3·31·97
9022	1.466595470098e-5	0	8	14616	3	3	14616	heavy fermion	2·13·347
9023	2.153356503050e-7	0	4	10320	2	2	10320	spectator	7·1289
9024	5.173457100769e-6	0	28	24384	3	8	24384	light fermion	2^6·3·47
9025	2.679250004506e-8	0	9	11811	2	4	11811	spectator	5^2·19^2
9026	3.314383069974e-6	0	4	13542	2	2	13542	spectator	2·4513
9027	1.934602873366e-5	0	12	14040	3	4	14040	heavy fermion	3^2·17·59
9028	2.471489602883e-6	0	12	16492	3	4	16492	spectator	2^2·37·61
9029	1.369831384341e-6	1	2	9030	1	1	9030	gauge boson (light)	9029 (prime)
9030	1.203390561334e-4	0	32	25344	5	5	25344	heavy fermion	2·3·5·7·43
9031	5.251710300943e-6	0	4	9864	2	2	9864	light fermion	11·821
9032	2.189929535116e-6	0	8	16950	2	4	16950	spectator	2^3·1129
9033	3.043962221792e-6	0	4	12048	2	2	12048	spectator	3·3011
9034	2.146212369098e-6	0	4	13554	2	2	13554	spectator	2·4517
9035	3.651601885019e-6	0	8	11760	3	3	11760	spectator	5·13·139
9036	8.983627403096e-7	0	18	22932	3	5	22932	spectator	2^2·3^2·251
9037	8.960973589275e-7	0	4	10336	2	2	10336	spectator	7·1291
9038	1.054125353930e-6	0	4	13560	2	2	13560	spectator	2·4519
9039	7.931038785516e-5	0	8	12672	3	3	12672	heavy fermion	3·23·131
9040	8.259123907171e-6	0	20	21204	3	6	21204	fermion	2^4·5·113
9041	1.982669795368e-7	1	2	9042	1	1	9042	gauge boson (light)	9041 (prime)
9042	8.901247845122e-7	0	16	19872	4	4	19872	spectator	2·3·11·137
9043	5.544094554902e-10	1	2	9044	1	1	9044	gauge boson (light)	9043 (prime)
9044	2.831705621759e-5	0	24	20160	4	5	20160	heavy fermion	2^2·7·17·19
9045	6.656089875705e-7	0	16	16320	3	5	16320	spectator	3^3·5·67
9046	1.119684455170e-7	0	4	13572	2	2	13572	spectator	2·4523
9047	8.287866336857e-8	0	4	9240	2	2	9240	spectator	83·109
9048	8.191228575044e-5	0	32	25200	4	6	25200	heavy fermion	2^3·3·13·29
9049	2.056868115026e-7	1	2	9050	1	1	9050	gauge boson (light)	9049 (prime)
9050	2.234777203289e-8	0	12	16926	3	4	16926	spectator	2·5^2·181
9051	8.075448869812e-7	0	8	13824	3	3	13824	spectator	3·7·431
9052	6.294668963205e-5	0	12	16576	3	4	16576	heavy fermion	2^2·31·73
9053	2.480714248325e-7	0	4	9888	2	2	9888	spectator	11·823
9054	1.135939886460e-6	0	12	19656	3	4	19656	spectator	2·3^2·503
9055	9.107971368683e-8	0	4	10872	2	2	10872	spectator	5·1811
9056	3.845608608156e-9	0	12	17892	2	6	17892	spectator	2^5·283
9057	5.111964425830e-9	0	4	12080	2	2	12080	spectator	3·3019
9058	4.882390937715e-8	0	8	15552	3	3	15552	spectator	2·7·647
9059	2.275959420546e-8	1	2	9060	1	1	9060	gauge boson (light)	9059 (prime)
9060	6.009563349496e-5	0	24	25536	4	5	25536	heavy fermion	2^2·3·5·151
9061	2.705807922185e-5	0	8	10584	3	3	10584	heavy fermion	13·17·41
9062	9.098379842553e-7	0	8	14256	3	3	14256	spectator	2·23·197
9063	3.514169965822e-5	0	12	14040	3	4	14040	heavy fermion	3^2·19·53
9064	1.729694486109e-5	0	16	18720	3	5	18720	heavy fermion	2^3·11·103
9065	2.324576845025e-5	0	12	12996	3	4	12996	heavy fermion	5·7^2·37
9066	5.049178153649e-7	0	8	18144	3	3	18144	spectator	2·3·1511
9067	6.904206908651e-8	1	2	9068	1	1	9068	gauge boson (light)	9067 (prime)
9068	1.586327295875e-7	0	6	15876	2	3	15876	spectator	2^2·2267
9069	1.284239414334e-7	0	4	12096	2	2	12096	spectator	3·3023
9070	3.874276707398e-7	0	8	16344	3	3	16344	spectator	2·5·907
9071	1.752710941747e-7	0	4	9312	2	2	9312	spectator	47·193
9072	1.115482886158e-5	0	50	30008	3	9	30008	fermion	2^4·3^4·7
9073	6.815573101507e-7	0	4	9328	2	2	9328	spectator	43·211
9074	6.358907916723e-7	0	8	14700	3	3	14700	spectator	2·13·349
9075	4.427738276040e-5	0	18	16492	3	5	16492	heavy fermion	3·5^2·11^2
9076	6.775552924275e-7	0	6	15890	2	3	15890	spectator	2^2·2269
9077	4.458492476169e-7	0	4	9420	2	2	9420	spectator	29·313
9078	7.592446891141e-6	0	16	19440	4	4	19440	fermion	2·3·17·89
9079	4.792762145546e-6	0	4	10384	2	2	10384	light fermion	7·1297
9080	6.926981484585e-7	0	16	20520	3	5	20520	spectator	2^3·5·227
9081	1.629438148715e-6	0	6	13130	2	3	13130	spectator	3^2·1009
9082	3.429819975018e-4	0	8	14400	3	3	14400	heavy fermion	2·19·239
9083	8.962777812505e-6	0	4	9408	2	2	9408	fermion	31·293
9084	7.943490744575e-7	0	12	21224	3	4	21224	spectator	2^2·3·757
9085	2.982379859994e-4	0	8	11520	3	3	11520	heavy fermion	5·23·79
9086	6.707076438688e-5	0	16	17280	4	4	17280	heavy fermion	2·7·11·59
9087	1.118994404367e-5	0	8	13104	3	3	13104	fermion	3·13·233
9088	1.859160279723e-11	0	16	18360	2	8	18360	spectator	2^7·71
9089	6.222706485508e-7	0	4	9300	2	2	9300	spectator	61·149
9090	5.840818379077e-6	0	24	23868	4	5	23868	light fermion	2·3^2·5·101
9091	3.701600571048e-10	1	2	9092	1	1	9092	gauge boson (light)	9091 (prime)
9092	2.641403869247e-8	0	6	15918	2	3	15918	spectator	2^2·2273
9093	4.097321591888e-6	0	8	13888	3	3	13888	spectator	3·7·433
9094	1.648666338843e-7	0	4	13644	2	2	13644	spectator	2·4547
9095	4.378688315757e-6	0	8	11664	3	3	11664	spectator	5·17·107
9096	7.398690287563e-8	0	16	22800	3	5	22800	spectator	2^3·3·379
9097	6.594538420723e-7	0	4	9936	2	2	9936	spectator	11·827
9098	8.635357834470e-7	0	4	13650	2	2	13650	spectator	2·4549
9099	5.615227768290e-6	0	8	13520	2	4	13520	light fermion	3^3·337
9100	3.399732838540e-7	0	36	24304	4	6	24304	spectator	2^2·5^2·7·13
9101	7.743649201607e-5	0	4	9600	2	2	9600	heavy fermion	19·479
9102	8.064276089540e-5	0	16	19152	4	4	19152	heavy fermion	2·3·37·41
9103	6.568509925846e-6	1	2	9104	1	1	9104	excited boson	9103 (prime)
9104	1.917418844468e-6	0	10	17670	2	5	17670	spectator	2^4·569
9105	9.081288185830e-6	0	8	14592	3	3	14592	fermion	3·5·607
9106	2.290146897345e-5	0	8	14220	3	3	14220	heavy fermion	2·29·157
9107	6.864138869445e-6	0	4	10416	2	2	10416	light fermion	7·1301
9108	3.458135660354e-4	0	36	26208	4	6	26208	heavy fermion	2^2·3^2·11·23
9109	4.550879381335e-6	1	2	9110	1	1	9110	gauge boson	9109 (prime)
9110	1.794770251575e-6	0	8	16416	3	3	16416	spectator	2·5·911
9111	8.026331125811e-7	0	4	12152	2	2	12152	spectator	3·3037
9112	4.393359831689e-6	0	16	18360	3	5	18360	spectator	2^3·17·67
9113	2.487654632122e-7	0	4	9828	2	2	9828	spectator	13·701
9114	3.134864396051e-5	0	24	21888	4	5	21888	heavy fermion	2·3·7^2·31
9115	1.209387350058e-7	0	4	10944	2	2	10944	spectator	5·1823
9116	2.244230508160e-6	0	12	16632	3	4	16632	spectator	2^2·43·53
9117	2.262279594676e-7	0	6	13182	2	3	13182	spectator	3^2·1013
9118	3.294650462601e-6	0	8	14112	3	3	14112	spectator	2·47·97
9119	2.174955211426e-6	0	4	9960	2	2	9960	spectator	11·829
9120	1.182477157948e-4	0	48	30240	4	8	30240	heavy fermion	2^5·3·5·19
9121	5.333152304687e-6	0	4	10432	2	2	10432	light fermion	7·1303
9122	6.134657279715e-6	0	4	13686	2	2	13686	light fermion	2·4561
9123	3.397269990344e-6	0	4	12168	2	2	12168	spectator	3·3041
9124	5.504364349969e-6	0	6	15974	2	3	15974	light fermion	2^2·2281
9125	2.172318302549e-8	0	8	11544	2	4	11544	spectator	5^3·73
9126	1.739743464904e-5	0	24	21960	3	6	21960	heavy fermion	2·3^3·13^2
9127	6.584327469318e-6	1	2	9128	1	1	9128	excited boson	9127 (prime)
9128	8.887954656003e-6	0	16	19680	3	5	19680	fermion	2^3·7·163
9129	5.604887841545e-5	0	8	12960	3	3	12960	heavy fermion	3·17·179
9130	6.286840801973e-6	0	16	18144	4	4	18144	light fermion	2·5·11·83
9131	3.675716883844e-4	0	4	9552	2	2	9552	heavy fermion	23·397
9132	5.765236457098e-7	0	12	21336	3	4	21336	spectator	2^2·3·761
9133	7.450699941572e-6	1	2	9134	1	1	9134	excited boson	9133 (prime)
9134	3.665870297157e-6	0	4	13704	2	2	13704	spectator	2·4567
9135	1.822580373253e-5	0	24	18720	4	5	18720	heavy fermion	3^2·5·7·29
9136	3.615248780904e-6	0	10	17732	2	5	17732	spectator	2^4·571
9137	5.133092683008e-6	1	2	9138	1	1	9138	excited boson	9137 (prime)
9138	7.438900152743e-7	0	8	18288	3	3	18288	spectator	2·3·1523
9139	1.706066081413e-4	0	8	10640	3	3	10640	heavy fermion	13·19·37
9140	7.752556027243e-7	0	12	19236	3	4	19236	spectator	2^2·5·457
9141	8.309637487089e-8	0	8	13344	3	3	13344	spectator	3·11·277
9142	2.174575262513e-6	0	8	15696	3	3	15696	spectator	2·7·653
9143	5.593222821589e-6	0	4	9408	2	2	9408	light fermion	41·223
9144	1.420237862135e-6	0	24	24960	3	6	24960	spectator	2^3·3^2·127
9145	1.471449168907e-7	0	8	11520	3	3	11520	spectator	5·31·59
9146	1.095974156764e-4	0	8	14580	3	3	14580	heavy fermion	2·17·269
9147	3.981506654134e-6	0	4	12200	2	2	12200	spectator	3·3049
9148	8.639779953321e-7	0	6	16016	2	3	16016	spectator	2^2·2287
9149	3.970975597187e-6	0	4	10464	2	2	10464	spectator	7·1307
9150	3.820534126951e-6	0	24	23064	4	5	23064	spectator	2·3·5^2·61
9151	1.738119127744e-6	1	2	9152	1	1	9152	gauge boson (light)	9151 (prime)
9152	1.826955663759e-5	0	28	21336	3	8	21336	heavy fermion	2^6·11·13
9153	6.455941073870e-6	0	10	13794	2	5	13794	light fermion	3^4·113
9154	1.255330707650e-4	0	8	14400	3	3	14400	heavy fermion	2·23·199
9155	1.474393502535e-6	0	4	10992	2	2	10992	spectator	5·1831
9156	1.642513953753e-5	0	24	24640	4	5	24640	heavy fermion	2^2·3·7·109
9157	4.587988083185e-7	1	2	9158	1	1	9158	gauge boson (light)	9157 (prime)
9158	9.459017651129e-5	0	8	14520	3	3	14520	heavy fermion	2·19·241
9159	1.063140777705e-5	0	8	12672	3	3	12672	fermion	3·43·71
9160	1.367048536902e-7	0	16	20700	3	5	20700	spectator	2^3·5·229
9161	1.744762280711e-7	1	2	9162	1	1	9162	gauge boson (light)	9161 (prime)
9162	1.648352023584e-6	0	12	19890	3	4	19890	spectator	2·3^2·509
9163	1.899345912958e-5	0	12	12312	3	4	12312	heavy fermion	7^2·11·17
9164	8.052872600310e-6	0	12	16800	3	4	16800	fermion	2^2·29·79
9165	4.910086365686e-5	0	16	16128	4	4	16128	heavy fermion	3·5·13·47
9166	1.659723574793e-7	0	4	13752	2	2	13752	spectator	2·4583
9167	2.741326172607e-7	0	4	9360	2	2	9360	spectator	89·103
9168	5.935910236040e-6	0	20	23808	3	6	23808	light fermion	2^4·3·191
9169	3.689019325575e-9	0	4	9396	2	2	9396	spectator	53·173
9170	8.587463553710e-6	0	16	19008	4	4	19008	fermion	2·5·7·131
9171	2.223686014234e-6	0	6	13260	2	3	13260	spectator	3^2·1019
9172	7.510760711240e-7	0	6	16058	2	3	16058	spectator	2^2·2293
9173	9.799785284010e-8	1	2	9174	1	1	9174	gauge boson (light)	9173 (prime)
9174	3.967158381674e-6	0	16	20160	4	4	20160	spectator	2·3·11·139
9175	3.384350473828e-8	0	6	11408	2	3	11408	spectator	5^2·367
9176	8.767729671343e-5	0	16	18240	3	5	18240	heavy fermion	2^3·31·37
9177	1.100390930185e-6	0	16	15360	4	4	15360	spectator	3·7·19·23
9178	5.533090758978e-6	0	8	14868	3	3	14868	light fermion	2·13·353
9179	1.990381152614e-6	0	4	9384	2	2	9384	spectator	67·137
9180	1.847714966687e-4	0	48	30240	4	7	30240	heavy fermion	2^2·3^3·5·17
9181	4.763624932748e-8	1	2	9182	1	1	9182	gauge boson (light)	9181 (prime)
9182	5.207002285268e-7	0	4	13776	2	2	13776	spectator	2·4591
9183	1.096940773815e-6	0	4	12248	2	2	12248	spectator	3·3061
9184	2.169348258654e-7	0	24	21168	3	7	21168	spectator	2^5·7·41
9185	4.834661865496e-8	0	8	12096	3	3	12096	spectator	5·11·167
9186	3.383098800973e-8	0	8	18384	3	3	18384	spectator	2·3·1531
9187	2.152847502390e-9	1	2	9188	1	1	9188	gauge boson (light)	9187 (prime)
9188	2.684276325466e-7	0	6	16086	2	3	16086	spectator	2^2·2297
9189	9.247904051391e-8	0	6	13286	2	3	13286	spectator	3^2·1021
9190	2.640750874180e-7	0	8	16560	3	3	16560	spectator	2·5·919
9191	3.406660463937e-7	0	8	11424	3	3	11424	spectator	7·13·101
9192	1.003775481089e-6	0	16	23040	3	5	23040	spectator	2^3·3·383
9193	9.545311376442e-8	0	4	9540	2	2	9540	spectator	29·317
9194	2.853933753878e-7	0	4	13794	2	2	13794	spectator	2·4597
9195	1.138970413211e-5	0	8	14736	3	3	14736	fermion	3·5·613
9196	4.673900486208e-5	0	18	18620	3	5	18620	heavy fermion	2^2·11^2·19
9197	3.076865196935e-6	0	4	9756	2	2	9756	spectator	17·541
9198	6.789511980896e-7	0	24	23088	4	5	23088	spectator	2·3^2·7·73
9199	5.243623869733e-8	1	2	9200	1	1	9200	gauge boson (light)	9199 (prime)
9200	2.302982293137e-5	0	30	23064	3	7	23064	heavy fermion	2^4·5^2·23
9201	2.310754589268e-6	0	4	12272	2	2	12272	spectator	3·3067
9202	3.669753484365e-6	0	8	14256	3	3	14256	spectator	2·43·107
9203	1.278480937061e-7	1	2	9204	1	1	9204	gauge boson (light)	9203 (prime)
9204	1.809151664181e-5	0	24	23520	4	5	23520	heavy fermion	2^2·3·13·59
9205	3.856594014546e-6	0	8	12672	3	3	12672	spectator	5·7·263
9206	3.756123091950e-7	0	4	13812	2	2	13812	spectator	2·4603
9207	1.864380771693e-7	0	16	15360	3	5	15360	spectator	3^3·11·31
9208	6.323264513644e-7	0	8	17280	2	4	17280	spectator	2^3·1151
9209	1.120057085560e-6	1	2	9210	1	1	9210	gauge boson (light)	9209 (prime)
9210	7.664718686938e-5	0	16	22176	4	4	22176	heavy fermion	2·3·5·307
9211	4.992080247680e-6	0	4	9424	2	2	9424	light fermion	61·151
9212	1.173742255975e-6	0	18	19152	3	5	19152	spectator	2^2·7^2·47
9213	3.921540924994e-5	0	8	12768	3	3	12768	heavy fermion	3·37·83
9214	1.847712817150e-5	0	8	14688	3	3	14688	heavy fermion	2·17·271
9215	4.409139624812e-5	0	8	11760	3	3	11760	heavy fermion	5·19·97
9216	9.023823780826e-6	0	33	26611	2	12	26611	fermion	2^10·3^2
9217	7.096267784530e-6	0	4	9940	2	2	9940	fermion	13·709
9218	4.167745013737e-6	0	8	15120	3	3	15120	spectator	2·11·419
