k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
2869	4.566767890420e-8	0	4	3040	2	2	3040	spectator	19·151
2870	4.347664798754e-4	0	16	6048	4	4	6048	heavy fermion	2·5·7·41
2871	1.893337705698e-5	0	12	4680	3	4	4680	heavy fermion	3^2·11·29
2872	5.519145175488e-7	0	8	5400	2	4	5400	spectator	2^3·359
2873	2.152273612088e-6	0	6	3294	2	3	3294	spectator	13^2·17
2874	6.357799632574e-5	0	8	5760	3	3	5760	heavy fermion	2·3·479
2875	2.649426421352e-5	0	8	3744	2	4	3744	heavy fermion	5^3·23
2876	6.473725520592e-7	0	6	5040	2	3	5040	spectator	2^2·719
2877	2.699665482070e-6	0	8	4416	3	3	4416	spectator	3·7·137
2878	3.835631116066e-6	0	4	4320	2	2	4320	spectator	2·1439
2879	3.421748522472e-6	1	2	2880	1	1	2880	gauge boson	2879 (prime)
2880	6.517315985126e-4	0	42	9906	3	9	9906	heavy fermion	2^6·3^2·5
2881	1.014406376910e-5	0	4	2992	2	2	2992	fermion	43·67
2882	8.416730217641e-5	0	8	4752	3	3	4752	heavy fermion	2·11·131
2883	6.893228908176e-7	0	6	3972	2	3	3972	spectator	3·31^2
2884	1.098596396468e-4	0	12	5824	3	4	5824	heavy fermion	2^2·7·103
2885	2.118169601547e-4	0	4	3468	2	2	3468	heavy fermion	5·577
2886	4.946063420263e-5	0	16	6384	4	4	6384	heavy fermion	2·3·13·37
2887	3.637478426503e-7	1	2	2888	1	1	2888	gauge boson (light)	2887 (prime)
2888	4.084402899662e-8	0	12	5715	2	5	5715	spectator	2^3·19^2
2889	2.926278887475e-6	0	8	4320	2	4	4320	spectator	3^3·107
2890	2.641884646678e-4	0	12	5526	3	4	5526	heavy fermion	2·5·17^2
2891	3.799470979382e-4	0	6	3420	2	3	3420	heavy fermion	7^2·59
2892	4.794761465854e-5	0	12	6776	3	4	6776	heavy fermion	2^2·3·241
2893	2.288495306241e-7	0	4	3168	2	2	3168	spectator	11·263
2894	8.369273717153e-6	0	4	4344	2	2	4344	fermion	2·1447
2895	7.332368243239e-5	0	8	4656	3	3	4656	heavy fermion	3·5·193
2896	9.877119679993e-6	0	10	5642	2	5	5642	fermion	2^4·181
2897	5.139022239419e-6	1	2	2898	1	1	2898	excited boson	2897 (prime)
2898	2.924776297025e-5	0	24	7488	4	5	7488	heavy fermion	2·3^2·7·23
2899	2.022472706742e-7	0	4	3136	2	2	3136	spectator	13·223
2900	4.526577498475e-6	0	18	6510	3	5	6510	spectator	2^2·5^2·29
2901	2.031978571086e-6	0	4	3872	2	2	3872	spectator	3·967
2902	1.379784789689e-8	0	4	4356	2	2	4356	spectator	2·1451
2903	4.170360313890e-8	1	2	2904	1	1	2904	gauge boson (light)	2903 (prime)
2904	7.820613154802e-5	0	24	7980	3	6	7980	heavy fermion	2^3·3·11^2
2905	5.345044882474e-4	0	8	4032	3	3	4032	heavy fermion	5·7·83
2906	9.636445186590e-6	0	4	4362	2	2	4362	fermion	2·1453
2907	1.244601072821e-6	0	12	4680	3	4	4680	spectator	3^2·17·19
2908	1.955837235345e-5	0	6	5096	2	3	5096	heavy fermion	2^2·727
2909	1.509559679645e-5	1	2	2910	1	1	2910	excited boson	2909 (prime)
2910	1.122075572558e-3	0	16	7056	4	4	7056	heavy fermion	2·3·5·97
2911	3.761922941790e-5	0	4	3024	2	2	3024	heavy fermion	41·71
2912	5.145722729679e-4	0	24	7056	3	7	7056	heavy fermion	2^5·7·13
2913	5.633653217834e-5	0	4	3888	2	2	3888	heavy fermion	3·971
2914	4.751536665363e-5	0	8	4608	3	3	4608	heavy fermion	2·31·47
2915	5.967631218702e-4	0	8	3888	3	3	3888	heavy fermion	5·11·53
2916	5.106424670079e-5	0	21	7651	2	8	7651	heavy fermion	2^2·3^6
2917	2.179749440832e-5	1	2	2918	1	1	2918	excited boson	2917 (prime)
2918	1.320696970823e-5	0	4	4380	2	2	4380	fermion	2·1459
2919	2.356963891906e-4	0	8	4480	3	3	4480	heavy fermion	3·7·139
2920	2.486970943249e-5	0	16	6660	3	5	6660	heavy fermion	2^3·5·73
2921	4.066356665025e-6	0	4	3072	2	2	3072	spectator	23·127
2922	9.935052876772e-6	0	8	5856	3	3	5856	fermion	2·3·487
2923	1.070751232507e-5	0	4	3040	2	2	3040	fermion	37·79
2924	6.847299363361e-7	0	12	5544	3	4	5544	spectator	2^2·17·43
2925	6.109724811861e-5	0	18	5642	3	5	5642	heavy fermion	3^2·5^2·13
2926	5.257017485276e-5	0	16	5760	4	4	5760	heavy fermion	2·7·11·19
2927	2.260195497824e-6	1	2	2928	1	1	2928	gauge boson (light)	2927 (prime)
2928	1.008862099213e-4	0	20	7688	3	6	7688	heavy fermion	2^4·3·61
2929	1.444808939610e-5	0	4	3060	2	2	3060	heavy fermion	29·101
2930	2.228583457133e-4	0	8	5292	3	3	5292	heavy fermion	2·5·293
2931	2.212184787062e-5	0	4	3912	2	2	3912	heavy fermion	3·977
2932	3.112162017637e-5	0	6	5138	2	3	5138	heavy fermion	2^2·733
2933	2.372749070949e-4	0	4	3360	2	2	3360	heavy fermion	7·419
2934	6.553702486339e-6	0	12	6396	3	4	6396	light fermion	2·3^2·163
2935	4.859137657152e-4	0	4	3528	2	2	3528	heavy fermion	5·587
2936	3.959998698101e-5	0	8	5520	2	4	5520	heavy fermion	2^3·367
2937	1.489827461982e-4	0	8	4320	3	3	4320	heavy fermion	3·11·89
2938	7.433836961714e-6	0	8	4788	3	3	4788	fermion	2·13·113
2939	2.658654349678e-5	1	2	2940	1	1	2940	excited boson	2939 (prime)
2940	1.459928185311e-3	0	36	9576	4	6	9576	heavy fermion	2^2·3·5·7^2
2941	2.185651392325e-5	0	4	3132	2	2	3132	heavy fermion	17·173
2942	1.117633413791e-5	0	4	4416	2	2	4416	fermion	2·1471
2943	1.296042414111e-5	0	8	4400	2	4	4400	fermion	3^3·109
2944	4.250528197185e-6	0	16	6120	2	8	6120	spectator	2^7·23
2945	1.980059236275e-4	0	8	3840	3	3	3840	heavy fermion	5·19·31
2946	2.213241041658e-6	0	8	5904	3	3	5904	spectator	2·3·491
2947	1.686048592155e-5	0	4	3376	2	2	3376	heavy fermion	7·421
2948	1.627272558178e-4	0	12	5712	3	4	5712	heavy fermion	2^2·11·67
2949	2.713392312993e-6	0	4	3936	2	2	3936	spectator	3·983
2950	3.156719544730e-5	0	12	5580	3	4	5580	heavy fermion	2·5^2·59
2951	1.942147371569e-4	0	4	3192	2	2	3192	heavy fermion	13·227
2952	6.937860423355e-5	0	24	8190	3	6	8190	heavy fermion	2^3·3^2·41
2953	1.431705223019e-5	1	2	2954	1	1	2954	excited boson	2953 (prime)
2954	1.056609710058e-4	0	8	5088	3	3	5088	heavy fermion	2·7·211
2955	2.515496863066e-4	0	8	4752	3	3	4752	heavy fermion	3·5·197
2956	2.618815770601e-5	0	6	5180	2	3	5180	heavy fermion	2^2·739
2957	8.942017008864e-6	1	2	2958	1	1	2958	excited boson	2957 (prime)
2958	5.985761424457e-6	0	16	6480	4	4	6480	light fermion	2·3·17·29
2959	1.228476344444e-5	0	4	3240	2	2	3240	fermion	11·269
2960	8.157209425327e-4	0	20	7068	3	6	7068	heavy fermion	2^4·5·37
2961	1.541857205125e-4	0	12	4992	3	4	4992	heavy fermion	3^2·7·47
2962	5.123601523548e-6	0	4	4446	2	2	4446	light fermion	2·1481
2963	1.192296081432e-6	1	2	2964	1	1	2964	gauge boson (light)	2963 (prime)
2964	3.069518276708e-4	0	24	7840	4	5	7840	heavy fermion	2^2·3·13·19
2965	1.862983890798e-4	0	4	3564	2	2	3564	heavy fermion	5·593
2966	5.716037799780e-8	0	4	4452	2	2	4452	spectator	2·1483
2967	8.589604686907e-6	0	8	4224	3	3	4224	fermion	3·23·43
2968	5.056355330067e-5	0	16	6480	3	5	6480	heavy fermion	2^3·7·53
2969	1.775053217130e-6	1	2	2970	1	1	2970	gauge boson (light)	2969 (prime)
2970	2.531126499757e-4	0	32	8640	4	6	8640	heavy fermion	2·3^3·5·11
2971	1.227400936678e-6	1	2	2972	1	1	2972	gauge boson (light)	2971 (prime)
2972	9.378112461138e-8	0	6	5208	2	3	5208	spectator	2^2·743
2973	2.681763219387e-6	0	4	3968	2	2	3968	spectator	3·991
2974	1.557270988808e-7	0	4	4464	2	2	4464	spectator	2·1487
2975	5.170168446594e-7	0	12	4464	3	4	4464	spectator	5^2·7·17
2976	2.161417734844e-6	0	24	8064	3	7	8064	spectator	2^5·3·31
2977	1.642144921287e-5	0	4	3220	2	2	3220	heavy fermion	13·229
2978	3.099869650774e-6	0	4	4470	2	2	4470	spectator	2·1489
2979	9.122053911256e-7	0	6	4316	2	3	4316	spectator	3^2·331
2980	5.785820535817e-4	0	12	6300	3	4	6300	heavy fermion	2^2·5·149
2981	4.367745131356e-5	0	4	3264	2	2	3264	heavy fermion	11·271
2982	9.808124360788e-5	0	16	6912	4	4	6912	heavy fermion	2·3·7·71
2983	1.747376063928e-5	0	4	3160	2	2	3160	heavy fermion	19·157
2984	1.316267785471e-5	0	8	5610	2	4	5610	fermion	2^3·373
2985	4.897052754995e-4	0	8	4800	3	3	4800	heavy fermion	3·5·199
2986	4.597759371292e-6	0	4	4482	2	2	4482	spectator	2·1493
2987	1.083163026426e-6	0	4	3120	2	2	3120	spectator	29·103
2988	2.675366026363e-8	0	18	7644	3	5	7644	spectator	2^2·3^2·83
2989	7.016438970906e-5	0	6	3534	2	3	3534	heavy fermion	7^2·61
2990	3.242941709911e-5	0	16	6048	4	4	6048	heavy fermion	2·5·13·23
2991	5.421607545606e-10	0	4	3992	2	2	3992	spectator	3·997
2992	2.619686843097e-6	0	20	6696	3	6	6696	spectator	2^4·11·17
2993	1.094529537655e-7	0	4	3108	2	2	3108	spectator	41·73
2994	1.258813573009e-6	0	8	6000	3	3	6000	spectator	2·3·499
2995	4.265618690508e-6	0	4	3600	2	2	3600	spectator	5·599
2996	2.557581099154e-5	0	12	6048	3	4	6048	heavy fermion	2^2·7·107
2997	9.432535550035e-7	0	10	4598	2	5	4598	spectator	3^4·37
2998	2.196449548149e-6	0	4	4500	2	2	4500	spectator	2·1499
2999	1.896723941569e-8	1	2	3000	1	1	3000	gauge boson (light)	2999 (prime)
3000	3.808172753992e-4	0	32	9360	3	7	9360	heavy fermion	2^3·3·5^3
3001	6.350447847730e-8	1	2	3002	1	1	3002	gauge boson (light)	3001 (prime)
3002	4.633744894690e-8	0	8	4800	3	3	4800	spectator	2·19·79
3003	6.832703638803e-5	0	16	5376	4	4	5376	heavy fermion	3·7·11·13
3004	4.120463628123e-6	0	6	5264	2	3	5264	spectator	2^2·751
3005	3.793838828208e-4	0	4	3612	2	2	3612	heavy fermion	5·601
3006	1.143916006892e-5	0	12	6552	3	4	6552	fermion	2·3^2·167
3007	1.593599622621e-6	0	4	3136	2	2	3136	spectator	31·97
3008	1.296841092854e-6	0	14	6096	2	7	6096	spectator	2^6·47
3009	1.450206632498e-7	0	8	4320	3	3	4320	spectator	3·17·59
3010	3.941264270082e-4	0	16	6336	4	4	6336	heavy fermion	2·5·7·43
3011	5.436246825903e-7	1	2	3012	1	1	3012	gauge boson (light)	3011 (prime)
3012	1.894797893501e-6	0	12	7056	3	4	7056	spectator	2^2·3·251
3013	4.042047447592e-6	0	4	3168	2	2	3168	spectator	23·131
3014	1.921997071954e-7	0	8	4968	3	3	4968	spectator	2·11·137
3015	1.182730944741e-8	0	12	5304	3	4	5304	spectator	3^2·5·67
3016	3.643772150478e-5	0	16	6300	3	5	6300	heavy fermion	2^3·13·29
3017	1.429446765408e-5	0	4	3456	2	2	3456	heavy fermion	7·431
3018	1.606440366466e-5	0	8	6048	3	3	6048	heavy fermion	2·3·503
3019	6.514451640481e-7	1	2	3020	1	1	3020	gauge boson (light)	3019 (prime)
3020	4.738620468028e-4	0	12	6384	3	4	6384	heavy fermion	2^2·5·151
3021	1.892449466326e-6	0	8	4320	3	3	4320	spectator	3·19·53
3022	9.363600513879e-9	0	4	4536	2	2	4536	spectator	2·1511
3023	4.950802169386e-7	1	2	3024	1	1	3024	gauge boson (light)	3023 (prime)
3024	3.015252916129e-5	0	40	9920	3	8	9920	heavy fermion	2^4·3^3·7
3025	3.541233422570e-4	0	9	4123	2	4	4123	heavy fermion	5^2·11^2
3026	8.140825801057e-6	0	8	4860	3	3	4860	fermion	2·17·89
3027	1.605190172691e-6	0	4	4040	2	2	4040	spectator	3·1009
3028	8.486610469941e-7	0	6	5306	2	3	5306	spectator	2^2·757
3029	1.392113843356e-4	0	4	3276	2	2	3276	heavy fermion	13·233
3030	1.198280183545e-4	0	16	7344	4	4	7344	heavy fermion	2·3·5·101
3031	1.143331935641e-5	0	4	3472	2	2	3472	fermion	7·433
3032	8.678200402014e-8	0	8	5700	2	4	5700	spectator	2^3·379
3033	8.667007743850e-8	0	6	4394	2	3	4394	spectator	3^2·337
3034	2.891988457086e-6	0	8	4788	3	3	4788	spectator	2·37·41
3035	8.197005740396e-6	0	4	3648	2	2	3648	fermion	5·607
3036	5.577717364164e-5	0	24	8064	4	5	8064	heavy fermion	2^2·3·11·23
3037	1.384812205129e-7	1	2	3038	1	1	3038	gauge boson (light)	3037 (prime)
3038	4.263498787812e-6	0	12	5472	3	4	5472	spectator	2·7^2·31
3039	4.648016855005e-6	0	4	4056	2	2	4056	spectator	3·1013
3040	6.193964734021e-4	0	24	7560	3	7	7560	heavy fermion	2^5·5·19
3041	1.020680460388e-6	1	2	3042	1	1	3042	gauge boson (light)	3041 (prime)
3042	1.201539536969e-5	0	18	7137	3	5	7137	fermion	2·3^2·13^2
3043	8.948483854893e-7	0	4	3240	2	2	3240	spectator	17·179
3044	1.115559957222e-5	0	6	5334	2	3	5334	fermion	2^2·761
3045	4.734146479148e-4	0	16	5760	4	4	5760	heavy fermion	3·5·7·29
3046	5.166696689375e-6	0	4	4572	2	2	4572	light fermion	2·1523
3047	1.040651332411e-5	0	4	3336	2	2	3336	fermion	11·277
3048	1.766141863548e-5	0	16	7680	3	5	7680	heavy fermion	2^3·3·127
3049	3.370995863126e-7	1	2	3050	1	1	3050	gauge boson (light)	3049 (prime)
3050	1.107559176632e-4	0	12	5766	3	4	5766	heavy fermion	2·5^2·61
3051	2.095546312891e-5	0	8	4560	2	4	4560	heavy fermion	3^3·113
3052	7.078197081411e-5	0	12	6160	3	4	6160	heavy fermion	2^2·7·109
3053	1.943220191097e-5	0	4	3168	2	2	3168	heavy fermion	43·71
3054	2.869268956927e-4	0	8	6120	3	3	6120	heavy fermion	2·3·509
3055	4.828283641716e-4	0	8	4032	3	3	4032	heavy fermion	5·13·47
3056	4.570435831684e-5	0	10	5952	2	5	5952	heavy fermion	2^4·191
3057	2.469196536418e-5	0	4	4080	2	2	4080	heavy fermion	3·1019
3058	2.132348476188e-5	0	8	5040	3	3	5040	heavy fermion	2·11·139
3059	8.254976534793e-5	0	8	3840	3	3	3840	heavy fermion	7·19·23
3060	1.583014540946e-3	0	36	9828	4	6	9828	heavy fermion	2^2·3^2·5·17
3061	1.096903136565e-5	1	2	3062	1	1	3062	excited boson	3061 (prime)
3062	2.134465293301e-6	0	4	4596	2	2	4596	spectator	2·1531
3063	3.084250368640e-7	0	4	4088	2	2	4088	spectator	3·1021
3064	4.121781672115e-7	0	8	5760	2	4	5760	spectator	2^3·383
3065	1.446329980278e-4	0	4	3684	2	2	3684	heavy fermion	5·613
3066	6.196580480966e-5	0	16	7104	4	4	7104	heavy fermion	2·3·7·73
3067	8.375710506969e-6	1	2	3068	1	1	3068	excited boson	3067 (prime)
3068	3.739626465848e-4	0	12	5880	3	4	5880	heavy fermion	2^2·13·59
3069	2.665904683098e-6	0	12	4992	3	4	4992	spectator	3^2·11·31
3070	4.658506875304e-4	0	8	5544	3	3	5544	heavy fermion	2·5·307
3071	1.535490324812e-5	0	4	3192	2	2	3192	heavy fermion	37·83
3072	5.562398063294e-6	0	22	8188	2	11	8188	light fermion	2^10·3
3073	2.135840539669e-5	0	4	3520	2	2	3520	heavy fermion	7·439
3074	5.203356701453e-6	0	8	4860	3	3	4860	light fermion	2·29·53
3075	7.766255132642e-4	0	12	5208	3	4	5208	heavy fermion	3·5^2·41
3076	1.029884990071e-5	0	6	5390	2	3	5390	fermion	2^2·769
3077	3.389586086605e-5	0	4	3276	2	2	3276	heavy fermion	17·181
3078	6.213277568909e-5	0	20	7260	3	6	7260	heavy fermion	2·3^4·19
3079	1.148441045466e-5	1	2	3080	1	1	3080	excited boson	3079 (prime)
3080	1.329625535558e-3	0	32	8640	4	6	8640	heavy fermion	2^3·5·7·11
3081	1.593435411516e-4	0	8	4480	3	3	4480	heavy fermion	3·13·79
3082	4.598643165740e-7	0	8	4896	3	3	4896	spectator	2·23·67
3083	5.769122345721e-8	1	2	3084	1	1	3084	gauge boson (light)	3083 (prime)
3084	1.797223184451e-7	0	12	7224	3	4	7224	spectator	2^2·3·257
3085	2.870937363940e-4	0	4	3708	2	2	3708	heavy fermion	5·617
3086	4.801897119613e-6	0	4	4632	2	2	4632	light fermion	2·1543
3087	2.814850225596e-5	0	12	5200	2	5	5200	heavy fermion	3^2·7^3
3088	1.225122577800e-5	0	10	6014	2	5	6014	fermion	2^4·193
3089	2.296921992319e-5	1	2	3090	1	1	3090	excited boson	3089 (prime)
3090	1.175615974061e-3	0	16	7488	4	4	7488	heavy fermion	2·3·5·103
3091	5.159023592438e-5	0	4	3384	2	2	3384	heavy fermion	11·281
3092	7.313635084956e-6	0	6	5418	2	3	5418	fermion	2^2·773
3093	5.770261238716e-8	0	4	4128	2	2	4128	spectator	3·1031
3094	2.689264091623e-6	0	16	6048	4	4	6048	spectator	2·7·13·17
3095	3.620305174907e-4	0	4	3720	2	2	3720	heavy fermion	5·619
3096	6.201735913874e-5	0	24	8580	3	6	8580	heavy fermion	2^3·3^2·43
3097	1.400085593759e-6	0	4	3280	2	2	3280	spectator	19·163
3098	2.194502189928e-5	0	4	4650	2	2	4650	heavy fermion	2·1549
3099	2.236026615707e-5	0	4	4136	2	2	4136	heavy fermion	3·1033
3100	2.463674055789e-3	0	18	6944	3	5	6944	heavy fermion	2^2·5^2·31
3101	3.272727721239e-5	0	4	3552	2	2	3552	heavy fermion	7·443
3102	1.805420066717e-4	0	16	6912	4	4	6912	heavy fermion	2·3·11·47
3103	3.134319847320e-5	0	4	3240	2	2	3240	heavy fermion	29·107
3104	2.927286790052e-5	0	12	6174	2	6	6174	heavy fermion	2^5·97
3105	1.647636504094e-3	0	16	5760	3	5	5760	heavy fermion	3^3·5·23
3106	8.724531977990e-6	0	4	4662	2	2	4662	fermion	2·1553
3107	4.801618266712e-4	0	4	3360	2	2	3360	heavy fermion	13·239
3108	1.045782733819e-4	0	24	8512	4	5	8512	heavy fermion	2^2·3·7·37
3109	4.797764542261e-6	1	2	3110	1	1	3110	excited boson	3109 (prime)
3110	3.310455827548e-3	0	8	5616	3	3	5616	heavy fermion	2·5·311
3111	3.223889024567e-5	0	8	4464	3	3	4464	heavy fermion	3·17·61
3112	4.453310715480e-5	0	8	5850	2	4	5850	heavy fermion	2^3·389
3113	2.430132389769e-6	0	4	3408	2	2	3408	spectator	11·283
3114	1.812815246582e-4	0	12	6786	3	4	6786	heavy fermion	2·3^2·173
3115	2.146242412990e-3	0	8	4320	3	3	4320	heavy fermion	5·7·89
3116	1.143619289730e-5	0	12	5880	3	4	5880	fermion	2^2·19·41
3117	2.313591808564e-5	0	4	4160	2	2	4160	heavy fermion	3·1039
3118	8.823909870574e-6	0	4	4680	2	2	4680	fermion	2·1559
3119	2.784641173690e-7	1	2	3120	1	1	3120	gauge boson (light)	3119 (prime)
3120	6.312889024387e-4	0	40	10416	4	7	10416	heavy fermion	2^4·3·5·13
3121	7.134964522258e-8	1	2	3122	1	1	3122	gauge boson (light)	3121 (prime)
3122	8.527973431086e-5	0	8	5376	3	3	5376	heavy fermion	2·7·223
3123	4.975490991022e-7	0	6	4524	2	3	4524	spectator	3^2·347
3124	1.256019726465e-6	0	12	6048	3	4	6048	spectator	2^2·11·71
3125	3.362572230733e-5	0	6	3906	1	5	3906	heavy fermion	5^5
3126	2.605831722181e-5	0	8	6264	3	3	6264	heavy fermion	2·3·521
3127	7.501307159474e-7	0	4	3240	2	2	3240	spectator	53·59
3128	2.864801321037e-6	0	16	6480	3	5	6480	spectator	2^3·17·23
3129	1.873044084453e-5	0	8	4800	3	3	4800	heavy fermion	3·7·149
3130	2.592344782116e-3	0	8	5652	3	3	5652	heavy fermion	2·5·313
3131	3.755801979804e-6	0	4	3264	2	2	3264	spectator	31·101
3132	1.089276550957e-5	0	24	8400	3	6	8400	fermion	2^2·3^3·29
3133	2.658199108560e-5	0	4	3388	2	2	3388	heavy fermion	13·241
3134	1.602375047592e-5	0	4	4704	2	2	4704	heavy fermion	2·1567
3135	2.092082593609e-3	0	16	5760	4	4	5760	heavy fermion	3·5·11·19
3136	9.226831156831e-5	0	21	7239	2	8	7239	heavy fermion	2^6·7^2
3137	5.534721658429e-6	1	2	3138	1	1	3138	excited boson	3137 (prime)
3138	1.197733656981e-4	0	8	6288	3	3	6288	heavy fermion	2·3·523
3139	7.255882793596e-7	0	4	3256	2	2	3256	spectator	43·73
3140	4.538650985220e-4	0	12	6636	3	4	6636	heavy fermion	2^2·5·157
3141	1.166949276431e-6	0	6	4550	2	3	4550	spectator	3^2·349
3142	2.079409835518e-5	0	4	4716	2	2	4716	heavy fermion	2·1571
3143	1.325273782448e-4	0	4	3600	2	2	3600	heavy fermion	7·449
3144	1.434664619934e-4	0	16	7920	3	5	7920	heavy fermion	2^3·3·131
3145	2.181948313762e-4	0	8	4104	3	3	4104	heavy fermion	5·17·37
3146	6.459116414863e-5	0	12	5586	3	4	5586	heavy fermion	2·11^2·13
3147	1.141032721470e-5	0	4	4200	2	2	4200	fermion	3·1049
3148	1.146221929871e-5	0	6	5516	2	3	5516	fermion	2^2·787
3149	2.177557425889e-7	0	4	3264	2	2	3264	spectator	47·67
3150	3.395566568189e-4	0	36	9672	4	6	9672	heavy fermion	2·3^2·5^2·7
3151	2.124722171577e-6	0	4	3312	2	2	3312	spectator	23·137
3152	1.328043689495e-6	0	10	6138	2	5	6138	spectator	2^4·197
3153	1.923774267141e-7	0	4	4208	2	2	4208	spectator	3·1051
3154	2.388482052826e-6	0	8	5040	3	3	5040	spectator	2·19·83
3155	1.007979460805e-5	0	4	3792	2	2	3792	fermion	5·631
3156	4.087837964613e-7	0	12	7392	3	4	7392	spectator	2^2·3·263
3157	1.097057032353e-7	0	8	4032	3	3	4032	spectator	7·11·41
3158	7.107766694566e-6	0	4	4740	2	2	4740	fermion	2·1579
3159	1.214301350064e-4	0	12	5096	2	6	5096	heavy fermion	3^5·13
3160	2.007238665829e-5	0	16	7200	3	5	7200	heavy fermion	2^3·5·79
3161	7.564945408686e-8	0	4	3300	2	2	3300	spectator	29·109
3162	1.156176169020e-4	0	16	6912	4	4	6912	heavy fermion	2·3·17·31
3163	2.033357193075e-6	1	2	3164	1	1	3164	gauge boson (light)	3163 (prime)
3164	1.186418106618e-4	0	12	6384	3	4	6384	heavy fermion	2^2·7·113
3165	6.272079446703e-6	0	8	5088	3	3	5088	light fermion	3·5·211
3166	2.580262738263e-5	0	4	4752	2	2	4752	heavy fermion	2·1583
3167	5.507842324658e-6	1	2	3168	1	1	3168	excited boson	3167 (prime)
3168	3.379194237752e-5	0	36	9828	3	8	9828	heavy fermion	2^5·3^2·11
3169	4.719793284027e-6	1	2	3170	1	1	3170	gauge boson	3169 (prime)
3170	8.760108215465e-6	0	8	5724	3	3	5724	fermion	2·5·317
3171	1.295890785620e-4	0	8	4864	3	3	4864	heavy fermion	3·7·151
3172	7.764433689892e-7	0	12	6076	3	4	6076	spectator	2^2·13·61
3173	1.137965622190e-6	0	4	3360	2	2	3360	spectator	19·167
3174	5.867845789450e-5	0	12	6636	3	4	6636	heavy fermion	2·3·23^2
3175	7.802240599071e-7	0	6	3968	2	3	3968	spectator	5^2·127
3176	2.802882776602e-6	0	8	5970	2	4	5970	spectator	2^3·397
3177	8.374441172416e-12	0	6	4602	2	3	4602	spectator	3^2·353
3178	2.044956153972e-4	0	8	5472	3	3	5472	heavy fermion	2·7·227
3179	2.224571231445e-6	0	6	3684	2	3	3684	spectator	11·17^2
3180	6.117133796644e-7	0	24	9072	4	5	9072	spectator	2^2·3·5·53
3181	8.053131925553e-7	1	2	3182	1	1	3182	gauge boson (light)	3181 (prime)
3182	1.366751365935e-5	0	8	5016	3	3	5016	fermion	2·37·43
3183	2.151221968874e-6	0	4	4248	2	2	4248	spectator	3·1061
3184	7.261960992556e-6	0	10	6200	2	5	6200	fermion	2^4·199
3185	4.340965636538e-5	0	12	4788	3	4	4788	heavy fermion	5·7^2·13
3186	5.143486834575e-5	0	16	7200	3	5	7200	heavy fermion	2·3^3·59
3187	2.020613232537e-6	1	2	3188	1	1	3188	gauge boson (light)	3187 (prime)
3188	1.242193762996e-5	0	6	5586	2	3	5586	fermion	2^2·797
3189	2.680843966352e-6	0	4	4256	2	2	4256	spectator	3·1063
3190	2.243846314252e-6	0	16	6480	4	4	6480	spectator	2·5·11·29
3191	4.497500852185e-7	1	2	3192	1	1	3192	gauge boson (light)	3191 (prime)
3192	3.859378253903e-4	0	32	9600	4	6	9600	heavy fermion	2^3·3·7·19
3193	2.074264763250e-7	0	4	3328	2	2	3328	spectator	31·103
3194	4.341438539299e-6	0	4	4794	2	2	4794	spectator	2·1597
3195	4.955508219047e-7	0	12	5616	3	4	5616	spectator	3^2·5·71
3196	9.422220046119e-6	0	12	6048	3	4	6048	fermion	2^2·17·47
3197	9.859032039837e-7	0	4	3360	2	2	3360	spectator	23·139
3198	8.979989177145e-6	0	16	7056	4	4	7056	fermion	2·3·13·41
3199	8.419000672453e-5	0	4	3664	2	2	3664	heavy fermion	7·457
3200	9.361387767607e-6	0	24	7905	2	9	7905	fermion	2^7·5^2
3201	1.153991274499e-4	0	8	4704	3	3	4704	heavy fermion	3·11·97
3202	3.942954787683e-7	0	4	4806	2	2	4806	spectator	2·1601
3203	2.882012555747e-8	1	2	3204	1	1	3204	gauge boson (light)	3203 (prime)
3204	3.052479107978e-5	0	18	8190	3	5	8190	heavy fermion	2^2·3^2·89
3205	2.076896098100e-7	0	4	3852	2	2	3852	spectator	5·641
3206	2.309752761641e-5	0	8	5520	3	3	5520	heavy fermion	2·7·229
3207	3.488368785729e-6	0	4	4280	2	2	4280	spectator	3·1069
3208	3.141829351196e-6	0	8	6030	2	4	6030	spectator	2^3·401
3209	1.490670773962e-8	1	2	3210	1	1	3210	gauge boson (light)	3209 (prime)
3210	8.597592375726e-6	0	16	7776	4	4	7776	fermion	2·3·5·107
3211	5.879330621755e-5	0	6	3660	2	3	3660	heavy fermion	13^2·19
3212	8.275009673753e-5	0	12	6216	3	4	6216	heavy fermion	2^2·11·73
3213	5.021392736798e-5	0	16	5760	3	5	5760	heavy fermion	3^3·7·17
3214	5.738582410638e-7	0	4	4824	2	2	4824	spectator	2·1607
3215	3.534013007089e-6	0	4	3864	2	2	3864	spectator	5·643
3216	1.321011511353e-8	0	20	8432	3	6	8432	spectator	2^4·3·67
3217	1.595860973456e-6	1	2	3218	1	1	3218	gauge boson (light)	3217 (prime)
3218	3.325533680765e-6	0	4	4830	2	2	4830	spectator	2·1609
3219	6.413611965948e-6	0	8	4560	3	3	4560	light fermion	3·29·37
3220	2.225540817781e-4	0	24	8064	4	5	8064	heavy fermion	2^2·5·7·23
3221	7.815593494978e-6	1	2	3222	1	1	3222	excited boson	3221 (prime)
3222	1.011007605988e-4	0	12	7020	3	4	7020	heavy fermion	2·3^2·179
3223	6.532846714339e-5	0	4	3528	2	2	3528	heavy fermion	11·293
