rank	k	weight	d_k	omega	is_prime	factors
933	131063	1.158722524889e-7	2	1	prime	131063 (prime)
934	131101	1.158007950745e-7	2	1	prime	131101 (prime)
935	43	1.140987554450e-7	2	1	prime	43 (prime)
936	573440	1.097063244200e-7	60	3	composite	2^14·5·7
937	72	1.096181242912e-7	12	2	composite	2^3·3^2
938	294912	1.095473069797e-7	48	2	composite	2^15·3^2
939	2772000	1.089488174990e-7	288	5	composite	2^5·3^2·5^3·7·11
940	135151	1.086429646987e-7	2	1	prime	135151 (prime)
941	135173	1.084965338623e-7	2	1	prime	135173 (prime)
942	136069	1.070872684572e-7	2	1	prime	136069 (prime)
943	136093	1.069383195178e-7	2	1	prime	136093 (prime)
944	33	1.043475215668e-7	4	2	composite	3·11
945	138599	1.028535371692e-7	2	1	prime	138599 (prime)
946	138617	1.028250141304e-7	2	1	prime	138617 (prime)
947	888832	1.013899127176e-7	52	3	composite	2^12·7·31
948	638976	9.865035018988e-8	60	3	composite	2^14·3·13
949	6	9.765118248657e-8	4	2	composite	2·3
950	761856	9.714160059393e-8	56	3	composite	2^13·3·31
951	650240	9.656813264483e-8	44	3	composite	2^10·5·127
952	143357	9.569186128543e-8	2	1	prime	143357 (prime)
953	143387	9.564900562110e-8	2	1	prime	143387 (prime)
954	23	9.285479848221e-8	2	1	prime	23 (prime)
955	59	9.132846304394e-8	2	1	prime	59 (prime)
956	229348	9.060242649153e-8	12	3	composite	2^2·7·8191
957	186368	9.049549856721e-8	48	3	composite	2^11·7·13
958	147451	9.008858696175e-8	2	1	prime	147451 (prime)
959	147457	9.008072481134e-8	2	1	prime	147457 (prime)
960	12281	9.003813553984e-8	2	1	prime	12281 (prime)
961	499	8.932629871618e-8	2	1	prime	499 (prime)
962	797	8.789486135140e-8	2	1	prime	797 (prime)
963	3307	8.764165571404e-8	2	1	prime	3307 (prime)
964	224	8.570824005574e-8	12	2	composite	2^5·7
965	151189	8.537409916625e-8	2	1	prime	151189 (prime)
966	151201	8.535953859488e-8	2	1	prime	151201 (prime)
967	2029	7.984870946304e-8	2	1	prime	2029 (prime)
968	5405400	7.952409790834e-8	384	6	composite	2^3·3^3·5^2·7·11·13
969	157679	7.798949381140e-8	2	1	prime	157679 (prime)
970	157721	7.794472596260e-8	2	1	prime	157721 (prime)
971	43243200	7.730919117406e-8	672	6	composite	2^6·3^3·5^2·7·11·13
972	158731	7.698655047193e-8	2	1	prime	158731 (prime)
973	158699	7.691256219588e-8	2	1	prime	158699 (prime)
974	159739	7.583623510053e-8	2	1	prime	159739 (prime)
975	159763	7.581165081662e-8	2	1	prime	159763 (prime)
976	802816	7.432985499284e-8	45	2	composite	2^14·7^2
977	162557	7.302558534346e-8	2	1	prime	162557 (prime)
978	162563	7.301976048317e-8	2	1	prime	162563 (prime)
979	163819	7.181487455282e-8	2	1	prime	163819 (prime)
980	163841	7.179402262908e-8	2	1	prime	163841 (prime)
981	458696	7.123804058153e-8	16	3	composite	2^3·7·8191
982	1931	7.009877939719e-8	2	1	prime	1931 (prime)
983	166319	6.949949321249e-8	2	1	prime	166319 (prime)
984	166349	6.947235803367e-8	2	1	prime	166349 (prime)
985	1777664	6.510327071866e-8	56	3	composite	2^13·7·31
986	172031	6.459291198079e-8	2	1	prime	172031 (prime)
987	172049	6.457823959321e-8	2	1	prime	172049 (prime)
988	174583	6.255901206724e-8	2	1	prime	174583 (prime)
989	174599	6.254654906419e-8	2	1	prime	174599 (prime)
990	131056	6.045814448081e-8	10	2	composite	2^4·8191
991	178813	5.938294902382e-8	2	1	prime	178813 (prime)
992	178817	5.938005496896e-8	2	1	prime	178817 (prime)
993	180181	5.851087971563e-8	2	1	prime	180181 (prime)
994	180211	5.838353906662e-8	2	1	prime	180211 (prime)
995	3641344	5.793071624955e-8	52	3	composite	2^12·7·127
996	181439	5.752521429704e-8	2	1	prime	181439 (prime)
997	181457	5.751276640678e-8	2	1	prime	181457 (prime)
998	186343	5.426997987863e-8	2	1	prime	186343 (prime)
999	186377	5.424833085601e-8	2	1	prime	186377 (prime)
1000	25945920	5.384478696140e-8	560	6	composite	2^6·3^4·5·7·11·13
1001	7673	5.193736579242e-8	2	1	prime	7673 (prime)
1002	14414400	5.180596847413e-8	504	6	composite	2^6·3^2·5^2·7·11·13
1003	190471	5.172827063644e-8	2	1	prime	190471 (prime)
1004	910336	5.113232285628e-8	44	3	composite	2^10·7·127
1005	195071	4.908964393195e-8	2	1	prime	195071 (prime)
1006	195077	4.908632773369e-8	2	1	prime	195077 (prime)
1007	991	4.888983032711e-8	2	1	prime	991 (prime)
1008	196583	4.826380583352e-8	2	1	prime	196583 (prime)
1009	196597	4.825625105102e-8	2	1	prime	196597 (prime)
1010	196613	4.824761909506e-8	2	1	prime	196613 (prime)
1011	200699	4.611252291501e-8	2	1	prime	200699 (prime)
1012	200713	4.610543833297e-8	2	1	prime	200713 (prime)
1013	390625	4.585844160101e-8	9	1	composite	5^8
1014	201599	4.566017319621e-8	2	1	prime	201599 (prime)
1015	201611	4.565418418027e-8	2	1	prime	201611 (prime)
1016	4	4.513658724852e-8	3	1	composite	2^2
1017	32432400	4.469165797831e-8	600	6	composite	2^4·3^4·5^2·7·11·13
1018	1040384	4.359643405220e-8	28	2	composite	2^13·127
1019	206303	4.339460637541e-8	2	1	prime	206303 (prime)
1020	206341	4.337695439416e-8	2	1	prime	206341 (prime)
1021	1523712	4.141460969819e-8	60	3	composite	2^14·3·31
1022	211319	4.114904111763e-8	2	1	prime	211319 (prime)
1023	211333	4.114300462679e-8	2	1	prime	211333 (prime)
1024	212923	4.046539262892e-8	2	1	prime	212923 (prime)
1025	212969	4.044602253385e-8	2	1	prime	212969 (prime)
1026	221747	3.697504484785e-8	2	1	prime	221747 (prime)
1027	221773	3.696539408729e-8	2	1	prime	221773 (prime)
1028	222247	3.689312124406e-8	2	1	prime	222247 (prime)
1029	222199	3.680777171218e-8	2	1	prime	222199 (prime)
1030	1690624	3.670392234867e-8	44	3	composite	2^10·13·127
1031	64864800	3.624552577243e-8	720	6	composite	2^5·3^4·5^2·7·11·13
1032	520192	3.623673769782e-8	26	2	composite	2^12·127
1033	226799	3.516401545836e-8	2	1	prime	226799 (prime)
1034	226813	3.515917066855e-8	2	1	prime	226813 (prime)
1035	227581	3.489481838169e-8	2	1	prime	227581 (prime)
1036	227593	3.489071007201e-8	2	1	prime	227593 (prime)
1037	360404	3.450860560342e-8	12	3	composite	2^2·11·8191
1038	229343	3.429871293485e-8	2	1	prime	229343 (prime)
1039	229351	3.429603889397e-8	2	1	prime	229351 (prime)
1040	229373	3.428868697192e-8	2	1	prime	229373 (prime)
1041	229393	3.428200529871e-8	2	1	prime	229393 (prime)
1042	491520	3.081564898649e-8	64	3	composite	2^15·3·5
1043	1430528	3.051077830292e-8	44	3	composite	2^10·11·127
1044	9	3.009257500549e-8	3	1	composite	3^2
1045	245759	2.936906299506e-8	2	1	prime	245759 (prime)
1046	245771	2.936583071988e-8	2	1	prime	245771 (prime)
1047	507904	2.909292870197e-8	30	2	composite	2^14·31
1048	720808	2.847759413678e-8	16	3	composite	2^3·11·8191
1049	39	2.842925207706e-8	4	2	composite	3·13
1050	249463	2.839435072016e-8	2	1	prime	249463 (prime)
1051	249497	2.838561264392e-8	2	1	prime	249497 (prime)
1052	251983	2.775666764599e-8	2	1	prime	251983 (prime)
1053	252001	2.775218427067e-8	2	1	prime	252001 (prime)
1054	253951	2.727237732283e-8	2	1	prime	253951 (prime)
1055	253969	2.726800208446e-8	2	1	prime	253969 (prime)
1056	260089	2.583489600798e-8	2	1	prime	260089 (prime)
1057	260111	2.582993427843e-8	2	1	prime	260111 (prime)
1058	262111	2.538429104237e-8	2	1	prime	262111 (prime)
1059	262121	2.538208951216e-8	2	1	prime	262121 (prime)
1060	262139	2.537812750097e-8	2	1	prime	262139 (prime)
1061	262147	2.537636697190e-8	2	1	prime	262147 (prime)
1062	425932	2.419439557594e-8	12	3	composite	2^2·13·8191
1063	270329	2.366033220969e-8	2	1	prime	270329 (prime)
1064	270337	2.365873374652e-8	2	1	prime	270337 (prime)
1065	3121152	2.312999854365e-8	56	3	composite	2^13·3·127
1066	393168	2.271180102788e-8	20	3	composite	2^4·3·8191
1067	277183	2.234344942037e-8	2	1	prime	277183 (prime)
1068	277213	2.233790931211e-8	2	1	prime	277213 (prime)
1069	1261568	2.181588175850e-8	60	3	composite	2^14·7·11
1070	1269760	2.172577122124e-8	56	3	composite	2^13·5·31
1071	1560576	2.145821442607e-8	52	3	composite	2^12·3·127
1072	851864	2.068153566241e-8	16	3	composite	2^3·13·8191
1073	286711	2.067449728706e-8	2	1	prime	286711 (prime)
1074	286721	2.067283671276e-8	2	1	prime	286721 (prime)
1075	114674	2.056394301700e-8	8	3	composite	2·7·8191
1076	177147	1.979777364962e-8	12	1	composite	3^11
1077	294911	1.937189209788e-8	2	1	prime	294911 (prime)
1078	294919	1.937067682551e-8	2	1	prime	294919 (prime)
1079	17297280	1.879409226061e-8	512	6	composite	2^7·3^3·5·7·11·13
1080	1489	1.777118139282e-8	2	1	prime	1489 (prime)
1081	2661120	1.703076548313e-8	288	5	composite	2^8·3^3·5·7·11
1082	315389	1.657199302584e-8	2	1	prime	315389 (prime)
1083	315407	1.656978167005e-8	2	1	prime	315407 (prime)
1084	317437	1.632293676151e-8	2	1	prime	317437 (prime)
1085	317453	1.632101102505e-8	2	1	prime	317453 (prime)
1086	229376	1.628275835539e-8	32	2	composite	2^15·7
1087	319483	1.607915924222e-8	2	1	prime	319483 (prime)
1088	319489	1.607845157209e-8	2	1	prime	319489 (prime)
1089	325093	1.543550703009e-8	2	1	prime	325093 (prime)
1090	325133	1.543104389632e-8	2	1	prime	325133 (prime)
1091	327629	1.515595363691e-8	2	1	prime	327629 (prime)
1092	327647	1.515399391457e-8	2	1	prime	327647 (prime)
1093	1490944	1.512987448621e-8	60	3	composite	2^14·7·13
1094	332623	1.462509765338e-8	2	1	prime	332623 (prime)
1095	332641	1.462322997312e-8	2	1	prime	332641 (prime)
1096	11	1.397847743443e-8	2	1	prime	11 (prime)
1097	344053	1.350089207343e-8	2	1	prime	344053 (prime)
1098	344083	1.349809681307e-8	2	1	prime	344083 (prime)
1099	458752	1.345226925921e-8	34	2	composite	2^16·7
1100	349183	1.303397412519e-8	2	1	prime	349183 (prime)
1101	349187	1.303361858211e-8	2	1	prime	349187 (prime)
1102	589824	1.291606090941e-8	51	2	composite	2^16·3^2
1103	357619	1.231206273005e-8	2	1	prime	357619 (prime)
1104	357649	1.230959208538e-8	2	1	prime	357649 (prime)
1105	360391	1.208654194026e-8	2	1	prime	360391 (prime)
1106	360407	1.208525629772e-8	2	1	prime	360407 (prime)
1107	4987	1.135821673326e-8	2	1	prime	4987 (prime)
1108	372733	1.114662588011e-8	2	1	prime	372733 (prime)
1109	372739	1.114619302843e-8	2	1	prime	372739 (prime)
1110	393216	1.086945931728e-8	36	2	composite	2^17·3
1111	36036000	1.061294197374e-8	576	6	composite	2^5·3^2·5^3·7·11·13
1112	380917	1.057636984015e-8	2	1	prime	380917 (prime)
1113	380929	1.057556241883e-8	2	1	prime	380929 (prime)
1114	131072	1.032993763587e-8	18	1	composite	2^17
1115	390119	9.980437461955e-9	2	1	prime	390119 (prime)
1116	390151	9.978443636731e-9	2	1	prime	390151 (prime)
1117	393161	9.793222661590e-9	2	1	prime	393161 (prime)
1118	393181	9.792007124762e-9	2	1	prime	393181 (prime)
1119	393209	9.790305818579e-9	2	1	prime	393209 (prime)
1120	393241	9.788361964044e-9	2	1	prime	393241 (prime)
1121	61	9.504728297569e-9	2	1	prime	61 (prime)
1122	401407	9.308493378082e-9	2	1	prime	401407 (prime)
1123	401411	9.308266062566e-9	2	1	prime	401411 (prime)
1124	524287	9.282877544530e-9	2	1	prime	524287 (prime)
1125	18018000	8.824185244990e-9	480	6	composite	2^4·3^2·5^3·7·11·13
1126	1019	8.780463670191e-9	2	1	prime	1019 (prime)
1127	412667	8.696291176149e-9	2	1	prime	412667 (prime)
1128	412717	8.693692319241e-9	2	1	prime	412717 (prime)
1129	780288	8.576786927058e-9	48	3	composite	2^11·3·127
1130	415799	8.535445882951e-9	2	1	prime	415799 (prime)
1131	415801	8.535344441927e-9	2	1	prime	415801 (prime)
1132	108108000	8.426290626657e-9	768	6	composite	2^5·3^3·5^3·7·11·13
1133	422627	8.198054360641e-9	2	1	prime	422627 (prime)
1134	422657	8.196610798849e-9	2	1	prime	422657 (prime)
1135	425911	8.041982169273e-9	2	1	prime	425911 (prime)
1136	425939	8.040668195965e-9	2	1	prime	425939 (prime)
1137	1820672	7.861335180207e-9	48	3	composite	2^11·7·127
1138	180202	7.803929023044e-9	8	3	composite	2·11·8191
1139	2217600	7.423152704238e-9	288	5	composite	2^7·3^2·5^2·7·11
1140	443501	7.268729392775e-9	2	1	prime	443501 (prime)
1141	443533	7.267412760426e-9	2	1	prime	443533 (prime)
1142	444403	7.231735020290e-9	2	1	prime	444403 (prime)
1143	444421	7.230999263696e-9	2	1	prime	444421 (prime)
1144	7282688	7.104326720498e-9	56	3	composite	2^13·7·127
1145	11531520	7.068054415463e-9	432	6	composite	2^8·3^2·5·7·11·13
1146	3555328	7.010160451540e-9	60	3	composite	2^14·7·31
1147	455167	6.808507491880e-9	2	1	prime	455167 (prime)
1148	455171	6.808356256147e-9	2	1	prime	455171 (prime)
1149	1081344	6.767903443635e-9	64	3	composite	2^15·3·11
1150	458683	6.677224736144e-9	2	1	prime	458683 (prime)
1151	458701	6.676561117480e-9	2	1	prime	458701 (prime)
1152	458747	6.674865475825e-9	2	1	prime	458747 (prime)
1153	458789	6.673317838265e-9	2	1	prime	458789 (prime)
1154	129729600	5.883883419938e-9	840	6	composite	2^6·3^4·5^2·7·11·13
1155	655280	5.866925878715e-9	20	3	composite	2^4·5·8191
1156	1376256	5.761540563476e-9	68	3	composite	2^16·3·7
1157	491503	5.595641633321e-9	2	1	prime	491503 (prime)
1158	491527	5.594936143217e-9	2	1	prime	491527 (prime)
1159	212966	5.384976569454e-9	8	3	composite	2·13·8191
1160	498947	5.382153928997e-9	2	1	prime	498947 (prime)
1161	498961	5.381762278182e-9	2	1	prime	498961 (prime)
1162	507901	5.138880991809e-9	2	1	prime	507901 (prime)
1163	507907	5.138722700718e-9	2	1	prime	507907 (prime)
1164	1277952	4.891648871772e-9	64	3	composite	2^15·3·13
1165	28828800	4.881020353741e-9	576	6	composite	2^7·3^2·5^2·7·11·13
1166	57337	4.873263121759e-9	4	2	composite	7·8191
1167	1146880	4.853637592526e-9	64	3	composite	2^15·5·7
1168	520151	4.828161847963e-9	2	1	prime	520151 (prime)
1169	520193	4.827137949790e-9	2	1	prime	520193 (prime)
1170	524221	4.730202335561e-9	2	1	prime	524221 (prime)
1171	524231	4.729964745984e-9	2	1	prime	524231 (prime)
1172	524269	4.729062049280e-9	2	1	prime	524269 (prime)
1173	524309	4.728112087770e-9	2	1	prime	524309 (prime)
1174	49139	4.713087219825e-9	2	1	prime	49139 (prime)
1175	1300480	4.467555335529e-9	48	3	composite	2^11·5·127
1176	6242304	4.418197324724e-9	60	3	composite	2^14·3·127
1177	540629	4.359741470162e-9	2	1	prime	540629 (prime)
1178	540677	4.358712220315e-9	2	1	prime	540677 (prime)
1179	2	4.346027031813e-9	2	1	prime	2 (prime)
1180	554383	4.076829302326e-9	2	1	prime	554383 (prime)
1181	554417	4.076158830692e-9	2	1	prime	554417 (prime)
1182	2793472	4.024922816222e-9	56	3	composite	2^13·11·31
1183	40639	3.964124193143e-9	2	1	prime	40639 (prime)
1184	3381248	3.861109366987e-9	48	3	composite	2^11·13·127
1185	573437	3.721613897836e-9	2	1	prime	573437 (prime)
1186	573451	3.721367335364e-9	2	1	prime	573451 (prime)
1187	20002019	3.448507605124e-9	6	2	composite	23^2·37811
1188	589811	3.446514825526e-9	2	1	prime	589811 (prime)
1189	589829	3.446226480266e-9	2	1	prime	589829 (prime)
1190	260096	3.416504117526e-9	24	2	composite	2^11·127
1191	1657	3.370971413117e-9	2	1	prime	1657 (prime)
1192	19459440	3.340472033512e-9	480	6	composite	2^4·3^5·5·7·11·13
1193	2080768	3.335398374312e-9	30	2	composite	2^14·127
1194	54054000	3.324128263479e-9	640	6	composite	2^4·3^3·5^3·7·11·13
1195	983040	3.294840818569e-9	68	3	composite	2^16·3·5
1196	313	3.246297655440e-9	2	1	prime	313 (prime)
1197	3301376	3.232793823375e-9	56	3	composite	2^13·13·31
1198	86486400	3.226649189024e-9	768	6	composite	2^7·3^3·5^2·7·11·13
1199	7	3.203488181488e-9	2	1	prime	7 (prime)
1200	630737	2.860652726199e-9	2	1	prime	630737 (prime)
1201	630797	2.859887105377e-9	2	1	prime	630797 (prime)
1202	634871	2.808473220400e-9	2	1	prime	634871 (prime)
1203	634891	2.808223580753e-9	2	1	prime	634891 (prime)
1204	638971	2.757854958047e-9	2	1	prime	638971 (prime)
1205	638977	2.757781686881e-9	2	1	prime	638977 (prime)
1206	650227	2.624441883839e-9	2	1	prime	650227 (prime)
1207	650261	2.624050803635e-9	2	1	prime	650261 (prime)
1208	36871	2.599201127416e-9	2	1	prime	36871 (prime)
1209	655273	2.567160426321e-9	2	1	prime	655273 (prime)
1210	655283	2.567048396808e-9	2	1	prime	655283 (prime)
1211	655351	2.566286841130e-9	2	1	prime	655351 (prime)
1212	655357	2.566219646694e-9	2	1	prime	655357 (prime)
1213	72072000	2.560836707837e-9	672	6	composite	2^6·3^2·5^3·7·11·13
1214	665279	2.457943160376e-9	2	1	prime	665279 (prime)
1215	665293	2.457794308677e-9	2	1	prime	665293 (prime)
1216	90101	2.414476997788e-9	4	2	composite	11·8191
1217	262142	2.405403950536e-9	4	2	composite	2·131071
1218	688111	2.228804914957e-9	2	1	prime	688111 (prime)
1219	688133	2.228596690146e-9	2	1	prime	688133 (prime)
1220	29	2.200788096302e-9	2	1	prime	29 (prime)
1221	698359	2.134250508847e-9	2	1	prime	698359 (prime)
1222	698371	2.134142609409e-9	2	1	prime	698371 (prime)
1223	917392	2.082865500661e-9	20	3	composite	2^4·7·8191
1224	3669568	2.037860558231e-9	28	3	composite	2^6·7·8191
1225	715259	1.988443866385e-9	2	1	prime	715259 (prime)
1226	715289	1.988195639741e-9	2	1	prime	715289 (prime)
1227	2882880	1.945670851073e-9	336	6	composite	2^6·3^2·5·7·11·13
1228	720703	1.943987710166e-9	2	1	prime	720703 (prime)
1229	720743	1.943665395272e-9	2	1	prime	720743 (prime)
1230	720793	1.943262580745e-9	2	1	prime	720793 (prime)
1231	720829	1.942972640935e-9	2	1	prime	720829 (prime)
1232	106483	1.899932680762e-9	4	2	composite	13·8191
1233	2032	1.853960692656e-9	10	2	composite	2^4·127
1234	1605632	1.774774631915e-9	48	2	composite	2^15·7^2
1235	745471	1.755812482474e-9	2	1	prime	745471 (prime)
1236	745477	1.755769531617e-9	2	1	prime	745477 (prime)
1237	1179648	1.731774175475e-9	54	2	composite	2^17·3^2
1238	761833	1.643075968645e-9	2	1	prime	761833 (prime)
1239	761861	1.642890336852e-9	2	1	prime	761861 (prime)
1240	36756720	1.632463641946e-9	640	7	composite	2^4·3^3·5·7·11·13·17
1241	34594560	1.620979742179e-9	576	6	composite	2^8·3^3·5·7·11·13
1242	780287	1.525785269030e-9	2	1	prime	780287 (prime)
1243	780323	1.525566019611e-9	2	1	prime	780323 (prime)
1244	73513440	1.504821371728e-9	768	7	composite	2^5·3^3·5·7·11·13·17
1245	393213	1.504729843234e-9	4	2	composite	3·131071
1246	786329	1.489486866514e-9	2	1	prime	786329 (prime)
1247	786337	1.489439473021e-9	2	1	prime	786337 (prime)
1248	786419	1.488953684118e-9	2	1	prime	786419 (prime)
1249	786431	1.488882597939e-9	2	1	prime	786431 (prime)
1250	786433	1.488870757757e-9	2	1	prime	786433 (prime)
1251	802811	1.395361650896e-9	2	1	prime	802811 (prime)
1252	802829	1.395262612465e-9	2	1	prime	802829 (prime)
1253	367567200	1.382763988471e-9	1152	7	composite	2^5·3^3·5^2·7·11·13·17
1254	2861056	1.320644470115e-9	48	3	composite	2^11·11·127
1255	825343	1.277374655580e-9	2	1	prime	825343 (prime)
1256	825347	1.277354732069e-9	2	1	prime	825347 (prime)
1257	2752512	1.247926091594e-9	72	3	composite	2^17·3·7
1258	831599	1.246635233342e-9	2	1	prime	831599 (prime)
1259	831617	1.246547982819e-9	2	1	prime	831617 (prime)
1260	917504	1.204043265220e-9	36	2	composite	2^17·7
1261	220540320	1.203068117922e-9	960	7	composite	2^5·3^4·5·7·11·13·17
1262	216216000	1.183209809771e-9	896	6	composite	2^6·3^3·5^3·7·11·13
1263	845309	1.182118629163e-9	2	1	prime	845309 (prime)
1264	845333	1.182008997877e-9	2	1	prime	845333 (prime)
1265	117649	1.175188757653e-9	7	1	composite	7^6
1266	262112	1.162927645896e-9	12	2	composite	2^5·8191
1267	851863	1.152597058715e-9	2	1	prime	851863 (prime)
1268	851881	1.152517110951e-9	2	1	prime	851881 (prime)
1269	20002355	1.152317769625e-9	8	3	composite	5·179·22349
1270	2031616	1.128717980975e-9	34	2	composite	2^16·31
1271	20002231	1.070495902731e-9	8	3	composite	19·293·3593
1272	51891840	1.067249702059e-9	640	6	composite	2^7·3^4·5·7·11·13
1273	887017	1.007527205404e-9	2	1	prime	887017 (prime)
1274	887057	1.007374017367e-9	2	1	prime	887057 (prime)
1275	888827	1.000621044772e-9	2	1	prime	888827 (prime)
1276	888857	1.000507013588e-9	2	1	prime	888857 (prime)
1277	3047424	9.517297770598e-10	64	3	composite	2^15·3·31
1278	786336	9.242782041943e-10	24	3	composite	2^5·3·8191
1279	910307	9.224850468070e-10	2	1	prime	910307 (prime)
1280	910361	9.222971704698e-10	2	1	prime	910361 (prime)
1281	917381	8.982218717653e-10	2	1	prime	917381 (prime)
1282	917407	8.981339735710e-10	2	1	prime	917407 (prime)
1283	917471	8.979176528260e-10	2	1	prime	917471 (prime)
1284	917503	8.978095131566e-10	2	1	prime	917503 (prime)
1285	917513	8.977757236263e-10	2	1	prime	917513 (prime)
1286	14565376	8.490372837692e-10	60	3	composite	2^14·7·127
1287	183783600	8.339724847828e-10	960	7	composite	2^4·3^3·5^2·7·11·13·17
1288	147026880	7.851016321592e-10	896	7	composite	2^6·3^3·5·7·11·13·17
1289	20000066	7.845870929841e-10	8	3	composite	2·397·25189
1290	239	7.692118341432e-10	2	1	prime	239 (prime)
1291	20002299	7.500840782840e-10	8	3	composite	3·929·7177
1292	20001045	7.452427768359e-10	16	4	composite	3·5·31·43013
1293	655355	7.444689924153e-10	4	2	composite	5·131071
1294	20000022	7.253035339461e-10	32	5	composite	2·3·7·31·15361
1295	61261200	7.188650432264e-10	720	7	composite	2^4·3^2·5^2·7·11·13·17
1296	983063	7.029531088114e-10	2	1	prime	983063 (prime)
1297	69189120	7.023646510736e-10	640	6	composite	2^9·3^3·5·7·11·13
1298	2523136	6.993722541297e-10	64	3	composite	2^15·7·11
1299	20000831	6.952387386208e-10	8	3	composite	37·241·2243
1300	20002200	6.909590710424e-10	192	6	composite	2^3·3·5^2·17·37·53
1301	20001000	6.896436534149e-10	128	5	composite	2^3·3·5^3·59·113
1302	20001906	6.759062860249e-10	24	4	composite	2·3^2·617·1801
1303	20000105	6.664804775512e-10	8	3	composite	5·1801·2221
1304	997897	6.654073751880e-10	2	1	prime	997897 (prime)
1305	997933	6.653188473751e-10	2	1	prime	997933 (prime)
1306	20000229	6.391202085293e-10	8	3	composite	3·541·12323
1307	20000770	6.391128941774e-10	16	4	composite	2·5·541·3697
1308	20002393	6.391002659670e-10	4	2	composite	541·36973
1309	20001852	6.388078910407e-10	72	5	composite	2^2·3^2·13·79·541
1310	1015769	6.229299487806e-10	2	1	prime	1015769 (prime)
1311	1015813	6.228289130085e-10	2	1	prime	1015813 (prime)
1312	20000815	6.220081613061e-10	8	3	composite	5·1109·3607
1313	1441616	6.063766818742e-10	20	3	composite	2^4·11·8191
1314	20000492	6.035594526727e-10	12	3	composite	2^2·349·14327
1315	20001311	6.027865013718e-10	8	3	composite	11·541·3361
1316	110270160	5.996069500521e-10	800	7	composite	2^4·3^4·5·7·11·13·17
1317	1966080	5.886373430887e-10	72	3	composite	2^17·3·5
1318	20000640	5.838725261072e-10	128	5	composite	2^7·3·5·11·947
1319	20001454	5.820610476575e-10	16	4	composite	2·11·757·1201
1320	20000253	5.814149019990e-10	32	5	composite	3·7·13·61·1201
1321	20001495	5.700720968182e-10	16	4	composite	3·5·269·4957
1322	1040381	5.689691965037e-10	2	1	prime	1040381 (prime)
1323	1040387	5.689566444934e-10	2	1	prime	1040387 (prime)
1324	20001856	5.580668391660e-10	28	3	composite	2^6·7·44647
1325	137	5.566509468026e-10	2	1	prime	137 (prime)
1326	20001177	5.563946256748e-10	24	4	composite	3^2·7·59·5381
1327	1048447	5.523472642337e-10	2	1	prime	1048447 (prime)
1328	1048559	5.521199775784e-10	2	1	prime	1048559 (prime)
1329	1048571	5.520956302403e-10	2	1	prime	1048571 (prime)
1330	1048573	5.520915795323e-10	2	1	prime	1048573 (prime)
1331	1048583	5.520712920534e-10	2	1	prime	1048583 (prime)
1332	20000782	5.486301116605e-10	8	3	composite	2·2689·3719
1333	917497	5.431733677052e-10	4	2	composite	7·131071
1334	20001512	5.353976382776e-10	16	3	composite	2^3·797·3137
1335	172972800	5.351245362242e-10	864	6	composite	2^8·3^3·5^2·7·11·13
1336	20000136	5.292239845819e-10	48	4	composite	2^3·3·13^2·4931
1337	20002279	5.242806528404e-10	8	3	composite	11·431·4219
1338	20001184	5.162477904540e-10	48	4	composite	2^5·7·29·3079
1339	20000349	5.143270459822e-10	12	3	composite	3^2·241·9221
1340	20000645	5.079079633247e-10	16	4	composite	5·7·479·1193
1341	20001668	5.059048337642e-10	12	3	composite	2^2·331·15107
1342	20001838	4.987697039034e-10	16	4	composite	2·83·101·1193
1343	1081079	4.899799273610e-10	2	1	prime	1081079 (prime)
1344	1081097	4.899475637150e-10	2	1	prime	1081097 (prime)
1345	1081337	4.895162533180e-10	2	1	prime	1081337 (prime)
1346	1081351	4.894911039815e-10	2	1	prime	1081351 (prime)
1347	20001870	4.888454547499e-10	128	6	composite	2·3^3·5·7·19·557
1348	122522400	4.878347517850e-10	864	7	composite	2^5·3^2·5^2·7·11·13·17
1349	786432	4.873066802304e-10	38	2	composite	2^18·3
1350	20000295	4.860257962560e-10	24	4	composite	3^2·5·7·63493
1351	20002233	4.855380970948e-10	8	3	composite	3·673·9907
1352	20001869	4.852686344435e-10	4	2	composite	2917·6857
1353	20001010	4.833820080959e-10	32	5	composite	2·5·17·29·4057
1354	20000484	4.828460265604e-10	36	4	composite	2^2·3^2·7·79367
1355	20001753	4.826498778767e-10	12	3	composite	3^2·1123·1979
1356	20002347	4.823603613981e-10	12	3	composite	3^2·31·71693
1357	20001448	4.811399757364e-10	16	3	composite	2^3·31·80651
1358	20001488	4.798968775746e-10	40	3	composite	2^4·13^3·569
1359	20000558	4.792894863384e-10	16	4	composite	2·61·71·2309
1360	20002348	4.790302186950e-10	12	3	composite	2^2·37·135151
1361	20002143	4.789109826046e-10	12	3	composite	3·7^2·136069
1362	20000106	4.780602778144e-10	24	4	composite	2·3^2·7·158731
1363	20002268	4.771999184240e-10	72	4	composite	2^2·11^3·13·17^2
1364	20000937	4.771588684999e-10	16	3	composite	3·11^3·5009
1365	20000091	4.766618591570e-10	8	3	composite	3·37·180181
1366	980179223	4.719090870019e-10	2	1	prime	980179223 (prime)
1367	980179199	4.719090868859e-10	2	1	prime	980179199 (prime)
1368	939522329	4.718180422540e-10	2	1	prime	939522329 (prime)
1369	939522293	4.718180421168e-10	2	1	prime	939522293 (prime)
1370	939516931	4.718180295744e-10	2	1	prime	939516931 (prime)
