N	d_sq	d_sq*ln(N)	bt_v	vt_Gv	S1	S2	S3	M(N)	f_N(0.5)
9572	3.5822392729e-2	0.328369	0.82782027	0.69146292	-0.001739	-1.016090	-1.303269	-20	0.857401
9573	3.5854735918e-2	0.328670	0.82781286	0.69148046	-0.001635	-1.015133	-1.294492	-19	0.857403
9574	3.6012012123e-2	0.330115	0.82780633	0.69162467	-0.001530	-1.014175	-1.285715	-18	0.857404
9575	3.6165609079e-2	0.331527	0.82780686	0.69177933	-0.001530	-1.014175	-1.285715	-18	0.857406
9576	3.6208372485e-2	0.331923	0.82779234	0.69179305	-0.001530	-1.014175	-1.285715	-18	0.857408
9577	3.6094489654e-2	0.330883	0.82779262	0.69167973	-0.001426	-1.013218	-1.276940	-17	0.857409
9578	3.5716188330e-2	0.327418	0.82781207	0.69134032	-0.001321	-1.012261	-1.268166	-16	0.857411
9579	3.5736427379e-2	0.327608	0.82781106	0.69135854	-0.001426	-1.013218	-1.276939	-17	0.857413
9580	3.5850752037e-2	0.328659	0.82783058	0.69151192	-0.001426	-1.013218	-1.276939	-17	0.857414
9581	3.5994474499e-2	0.329981	0.82784075	0.69167598	-0.001530	-1.014175	-1.285711	-18	0.857416
9582	3.6007844964e-2	0.330107	0.82783554	0.69167893	-0.001635	-1.015132	-1.294482	-19	0.857417
9583	3.6320655834e-2	0.332979	0.82784074	0.69200213	-0.001635	-1.015132	-1.294482	-19	0.857419
9584	3.6362285038e-2	0.333364	0.82783728	0.69203685	-0.001635	-1.015132	-1.294482	-19	0.857421
9585	3.6397097958e-2	0.333687	0.82782279	0.69204267	-0.001635	-1.015132	-1.294482	-19	0.857422
9586	3.6315151958e-2	0.332939	0.82782449	0.69196413	-0.001530	-1.014175	-1.285714	-18	0.857424
9587	3.6155166255e-2	0.331476	0.82784672	0.69184860	-0.001635	-1.015132	-1.294482	-19	0.857426
9588	3.6253711384e-2	0.332384	0.82783986	0.69193343	-0.001635	-1.015132	-1.294482	-19	0.857427
9589	3.6314650566e-2	0.332946	0.82784401	0.69200267	-0.001530	-1.014176	-1.285715	-18	0.857429
9590	3.6400187449e-2	0.333734	0.82783260	0.69206540	-0.001426	-1.013219	-1.276950	-17	0.857431
9591	3.6563045877e-2	0.335231	0.82784335	0.69224974	-0.001530	-1.014175	-1.285715	-18	0.857432
9592	3.6276336523e-2	0.332606	0.82783931	0.69195497	-0.001530	-1.014175	-1.285715	-18	0.857434
9593	3.6101219258e-2	0.331004	0.82785040	0.69180202	-0.001426	-1.013220	-1.276951	-17	0.857436
9594	3.6208510045e-2	0.331992	0.82785607	0.69192065	-0.001426	-1.013220	-1.276951	-17	0.857437
9595	3.6062940004e-2	0.330661	0.82785535	0.69177365	-0.001530	-1.014175	-1.285713	-18	0.857439
9596	3.6016443425e-2	0.330238	0.82785695	0.69173035	-0.001530	-1.014175	-1.285713	-18	0.857441
9597	3.6041499650e-2	0.330472	0.82784696	0.69173543	-0.001634	-1.015131	-1.294474	-19	0.857442
9598	3.5963502769e-2	0.329761	0.82783049	0.69162448	-0.001530	-1.014175	-1.285714	-18	0.857444
9599	3.6222541414e-2	0.332139	0.82784562	0.69191378	-0.001426	-1.013220	-1.276955	-17	0.857446
9600	3.6260636097e-2	0.332493	0.82786833	0.69199731	-0.001426	-1.013220	-1.276955	-17	0.857447
9601	3.6141516398e-2	0.331404	0.82788187	0.69190526	-0.001530	-1.014175	-1.285713	-18	0.857449
9602	3.6181628536e-2	0.331776	0.82789443	0.69197048	-0.001426	-1.013220	-1.276956	-17	0.857451
9603	3.6207536516e-2	0.332017	0.82789301	0.69199355	-0.001426	-1.013220	-1.276956	-17	0.857452
9604	3.6036938197e-2	0.330456	0.82788559	0.69180812	-0.001426	-1.013220	-1.276956	-17	0.857454
9605	3.5803957658e-2	0.328324	0.82788614	0.69157624	-0.001530	-1.014175	-1.285710	-18	0.857456
9606	3.5830272126e-2	0.328569	0.82788319	0.69159664	-0.001634	-1.015130	-1.294465	-19	0.857457
9607	3.5665916939e-2	0.327065	0.82789151	0.69144894	-0.001530	-1.014175	-1.285711	-18	0.857459
9608	3.5626414472e-2	0.326707	0.82790445	0.69143532	-0.001530	-1.014175	-1.285711	-18	0.857461
9609	3.5728904952e-2	0.327650	0.82789355	0.69151600	-0.001426	-1.013221	-1.276959	-17	0.857462
9610	3.5771004888e-2	0.328040	0.82788974	0.69155048	-0.001426	-1.013221	-1.276959	-17	0.857464
9611	3.5736314843e-2	0.327726	0.82788644	0.69150920	-0.001322	-1.012266	-1.268209	-16	0.857465
9612	3.5734319599e-2	0.327711	0.82790692	0.69154816	-0.001322	-1.012266	-1.268209	-16	0.857467
9613	3.5688548903e-2	0.327295	0.82792626	0.69154108	-0.001426	-1.013220	-1.276958	-17	0.857469
9614	3.5736828511e-2	0.327742	0.82792403	0.69158489	-0.001322	-1.012267	-1.268209	-16	0.857470
9615	3.5716691768e-2	0.327561	0.82791985	0.69155639	-0.001426	-1.013220	-1.276957	-17	0.857472
9616	3.5751721824e-2	0.327886	0.82792517	0.69160206	-0.001426	-1.013220	-1.276957	-17	0.857474
9617	3.5671924678e-2	0.327157	0.82793618	0.69154428	-0.001322	-1.012267	-1.268211	-16	0.857475
9618	3.5743306974e-2	0.327816	0.82792952	0.69160235	-0.001218	-1.011313	-1.259465	-15	0.857477
9619	3.5619170291e-2	0.326681	0.82792923	0.69147764	-0.001322	-1.012267	-1.268210	-16	0.857479
9620	3.5801829343e-2	0.328360	0.82793378	0.69166940	-0.001322	-1.012267	-1.268210	-16	0.857480
9621	3.5893353819e-2	0.329203	0.82792100	0.69173534	-0.001322	-1.012267	-1.268210	-16	0.857482
9622	3.5855655240e-2	0.328861	0.82792538	0.69170641	-0.001426	-1.013220	-1.276953	-17	0.857484
9623	3.5965759475e-2	0.329875	0.82793215	0.69183006	-0.001530	-1.014173	-1.285695	-18	0.857485
9624	3.5943124622e-2	0.329671	0.82792550	0.69179413	-0.001530	-1.014173	-1.285695	-18	0.857487
9625	3.6028770648e-2	0.330460	0.82794569	0.69192016	-0.001530	-1.014173	-1.285695	-18	0.857489
9626	3.6039945426e-2	0.330566	0.82793719	0.69191433	-0.001426	-1.013220	-1.276955	-17	0.857490
9627	3.6337500100e-2	0.333299	0.82794177	0.69222104	-0.001322	-1.012267	-1.268216	-16	0.857492
9628	3.6128584396e-2	0.331387	0.82793754	0.69200366	-0.001322	-1.012267	-1.268216	-16	0.857493
9629	3.6159698354e-2	0.331676	0.82793120	0.69202211	-0.001426	-1.013220	-1.276954	-17	0.857495
9630	3.6145688917e-2	0.331551	0.82793217	0.69201004	-0.001426	-1.013220	-1.276954	-17	0.857497
9631	3.6038631089e-2	0.330573	0.82792558	0.69188979	-0.001530	-1.014172	-1.285690	-18	0.857498
9632	3.6080496882e-2	0.330961	0.82793194	0.69194437	-0.001530	-1.014172	-1.285690	-18	0.857500
9633	3.6189768700e-2	0.331967	0.82794034	0.69207045	-0.001530	-1.014172	-1.285690	-18	0.857502
9634	3.5951713699e-2	0.329787	0.82795659	0.69186489	-0.001426	-1.013220	-1.276956	-17	0.857503
9635	3.6033491875e-2	0.330541	0.82795971	0.69195290	-0.001530	-1.014172	-1.285689	-18	0.857505
9636	3.6019248036e-2	0.330414	0.82796572	0.69195069	-0.001530	-1.014172	-1.285689	-18	0.857507
9637	3.5965666194e-2	0.329926	0.82795844	0.69188254	-0.001426	-1.013220	-1.276957	-17	0.857508
9638	3.6046577659e-2	0.330672	0.82794168	0.69192993	-0.001530	-1.014172	-1.285688	-18	0.857510
9639	3.5849295661e-2	0.328866	0.82794878	0.69174686	-0.001530	-1.014172	-1.285688	-18	0.857512
9640	3.5986069004e-2	0.330125	0.82795519	0.69189644	-0.001530	-1.014172	-1.285688	-18	0.857513
9641	3.6079066804e-2	0.330981	0.82796728	0.69201363	-0.001426	-1.013221	-1.276959	-17	0.857515
9642	3.6330256862e-2	0.333290	0.82797692	0.69228410	-0.001530	-1.014172	-1.285688	-18	0.857517
9643	3.6271351849e-2	0.332753	0.82797706	0.69222546	-0.001634	-1.015123	-1.294416	-19	0.857518
9644	3.6358286809e-2	0.333554	0.82797168	0.69230165	-0.001634	-1.015123	-1.294416	-19	0.857520
9645	3.6149812628e-2	0.331645	0.82796903	0.69208787	-0.001737	-1.016075	-1.303142	-20	0.857521
9646	3.6194243699e-2	0.332057	0.82796533	0.69212490	-0.001634	-1.015124	-1.294416	-19	0.857523
9647	3.6176520326e-2	0.331898	0.82795834	0.69209320	-0.001530	-1.014173	-1.285691	-18	0.857525
9648	3.6174875318e-2	0.331887	0.82798088	0.69213664	-0.001530	-1.014173	-1.285691	-18	0.857526
9649	3.6067559613e-2	0.330906	0.82798328	0.69203412	-0.001634	-1.015123	-1.294415	-19	0.857528
9650	3.6277992925e-2	0.332840	0.82798144	0.69224086	-0.001634	-1.015123	-1.294415	-19	0.857530
9651	3.6320668203e-2	0.333235	0.82797879	0.69227824	-0.001530	-1.014173	-1.285693	-18	0.857531
9652	3.6586792377e-2	0.335681	0.82797319	0.69253318	-0.001530	-1.014173	-1.285693	-18	0.857533
9653	3.6700031202e-2	0.336724	0.82798191	0.69266385	-0.001530	-1.014173	-1.285693	-18	0.857535
9654	3.6530262824e-2	0.335170	0.82799800	0.69252626	-0.001634	-1.015123	-1.294413	-19	0.857536
9655	3.6207046706e-2	0.332208	0.82798996	0.69218696	-0.001530	-1.014173	-1.285693	-18	0.857538
9656	3.6208947394e-2	0.332229	0.82798047	0.69216989	-0.001530	-1.014173	-1.285693	-18	0.857540
9657	3.6205157516e-2	0.332198	0.82798740	0.69217996	-0.001530	-1.014173	-1.285693	-18	0.857541
9658	3.5938536005e-2	0.329756	0.82798125	0.69190104	-0.001634	-1.015123	-1.294411	-19	0.857543
9659	3.5786390689e-2	0.328363	0.82797470	0.69173578	-0.001530	-1.014173	-1.285694	-18	0.857544
9660	3.5662845780e-2	0.327233	0.82796981	0.69160246	-0.001530	-1.014173	-1.285694	-18	0.857546
9661	3.5816299112e-2	0.328645	0.82797034	0.69175698	-0.001633	-1.015123	-1.294409	-19	0.857548
9662	3.5705824303e-2	0.327635	0.82797482	0.69165547	-0.001530	-1.014173	-1.285695	-18	0.857549
9663	3.5856337315e-2	0.329020	0.82799255	0.69184144	-0.001427	-1.013223	-1.276981	-17	0.857551
9664	3.6021237487e-2	0.330537	0.82800533	0.69203189	-0.001427	-1.013223	-1.276981	-17	0.857553
9665	3.5916463835e-2	0.329579	0.82800025	0.69191697	-0.001323	-1.012274	-1.268269	-16	0.857554
9666	3.5863660743e-2	0.329098	0.82800433	0.69187233	-0.001323	-1.012274	-1.268269	-16	0.857556
9667	3.5949523402e-2	0.329890	0.82802485	0.69199922	-0.001220	-1.011325	-1.259558	-15	0.857558
9668	3.6013819005e-2	0.330484	0.82801152	0.69203687	-0.001220	-1.011325	-1.259558	-15	0.857559
9669	3.5955638692e-2	0.329953	0.82799829	0.69195222	-0.001323	-1.012274	-1.268267	-16	0.857561
9670	3.5954250471e-2	0.329944	0.82799135	0.69193695	-0.001426	-1.013223	-1.276976	-17	0.857563
9671	3.6242915845e-2	0.332597	0.82798655	0.69221602	-0.001323	-1.012274	-1.268268	-16	0.857564
9672	3.6016347966e-2	0.330522	0.82798444	0.69198524	-0.001323	-1.012274	-1.268268	-16	0.857566
9673	3.5761404549e-2	0.328186	0.82797784	0.69171709	-0.001220	-1.011325	-1.259562	-15	0.857567
9674	3.5653432663e-2	0.327199	0.82800113	0.69165569	-0.001323	-1.012274	-1.268267	-16	0.857569
9675	3.5529942596e-2	0.326069	0.82800933	0.69154860	-0.001323	-1.012274	-1.268267	-16	0.857571
9676	3.5633557792e-2	0.327024	0.82800147	0.69163649	-0.001323	-1.012274	-1.268267	-16	0.857572
9677	3.5650256644e-2	0.327180	0.82801644	0.69168314	-0.001426	-1.013222	-1.276971	-17	0.857574
9678	3.5449858556e-2	0.325345	0.82801234	0.69147453	-0.001530	-1.014170	-1.285674	-18	0.857576
9679	3.5596929682e-2	0.326698	0.82801086	0.69161864	-0.001633	-1.015119	-1.294377	-19	0.857577
9680	3.5735451139e-2	0.327973	0.82801179	0.69175903	-0.001633	-1.015119	-1.294377	-19	0.857579
9681	3.5724571637e-2	0.327877	0.82801932	0.69176322	-0.001736	-1.016067	-1.303078	-20	0.857580
9682	3.5836170884e-2	0.328905	0.82802965	0.69189548	-0.001840	-1.017015	-1.311778	-21	0.857582
9683	3.5712479138e-2	0.327774	0.82804533	0.69180315	-0.001736	-1.016067	-1.303078	-20	0.857584
9684	3.5830950633e-2	0.328865	0.82803706	0.69190507	-0.001736	-1.016067	-1.303078	-20	0.857585
9685	3.5859084867e-2	0.329127	0.82803457	0.69192823	-0.001840	-1.017014	-1.311777	-21	0.857587
9686	3.5819435347e-2	0.328766	0.82804856	0.69191656	-0.001943	-1.017962	-1.320474	-22	0.857589
9687	3.5586495485e-2	0.326632	0.82803742	0.69166133	-0.001840	-1.017015	-1.311777	-21	0.857590
9688	3.5688498529e-2	0.327572	0.82804302	0.69177454	-0.001840	-1.017015	-1.311777	-21	0.857592
9689	3.5631487430e-2	0.327052	0.82804946	0.69173040	-0.001943	-1.017962	-1.320473	-22	0.857594
9690	3.5642675596e-2	0.327159	0.82804254	0.69172776	-0.002046	-1.018909	-1.329167	-23	0.857595
9691	3.5453129315e-2	0.325423	0.82803069	0.69151451	-0.001943	-1.017962	-1.320473	-22	0.857597
9692	3.5550736092e-2	0.326322	0.82802929	0.69160932	-0.001943	-1.017962	-1.320473	-22	0.857599
9693	3.5402513507e-2	0.324965	0.82803490	0.69147232	-0.001943	-1.017962	-1.320473	-22	0.857600
9694	3.5298849310e-2	0.324017	0.82802299	0.69134483	-0.002046	-1.018909	-1.329165	-23	0.857602
9695	3.5431355950e-2	0.325237	0.82801894	0.69146923	-0.002149	-1.019856	-1.337856	-24	0.857604
9696	3.5444394167e-2	0.325361	0.82802610	0.69149660	-0.002149	-1.019856	-1.337856	-24	0.857605
9697	3.5534530226e-2	0.326192	0.82801584	0.69156620	-0.002252	-1.020802	-1.346546	-25	0.857607
9698	3.5413032316e-2	0.325080	0.82802989	0.69147282	-0.002355	-1.021749	-1.355235	-26	0.857608
9699	3.5509601142e-2	0.325970	0.82802017	0.69154994	-0.002458	-1.022695	-1.363924	-27	0.857610
9700	3.5560024874e-2	0.326437	0.82801542	0.69159086	-0.002458	-1.022695	-1.363924	-27	0.857612
9701	3.5236365763e-2	0.323469	0.82803401	0.69130439	-0.002355	-1.021749	-1.355237	-26	0.857613
9702	3.5251049927e-2	0.323608	0.82803776	0.69132656	-0.002355	-1.021749	-1.355237	-26	0.857615
9703	3.5274153174e-2	0.323823	0.82801962	0.69131340	-0.002252	-1.020803	-1.346551	-25	0.857617
9704	3.5356493110e-2	0.324583	0.82802942	0.69141533	-0.002252	-1.020803	-1.346551	-25	0.857618
9705	3.5359115912e-2	0.324611	0.82804883	0.69145677	-0.002355	-1.021749	-1.355235	-26	0.857620
9706	3.5280804384e-2	0.323895	0.82804748	0.69137576	-0.002458	-1.022695	-1.363919	-27	0.857622
9707	3.5251621987e-2	0.323631	0.82804042	0.69133247	-0.002355	-1.021749	-1.355236	-26	0.857623
9708	3.5160757371e-2	0.322801	0.82805783	0.69127642	-0.002355	-1.021749	-1.355236	-26	0.857625
9709	3.5014494347e-2	0.321461	0.82806932	0.69115313	-0.002458	-1.022695	-1.363917	-27	0.857627
9710	3.4953282058e-2	0.320903	0.82807404	0.69110137	-0.002561	-1.023640	-1.372598	-28	0.857628
9711	3.5064390037e-2	0.321927	0.82807586	0.69121611	-0.002561	-1.023640	-1.372598	-28	0.857630
9712	3.5087258836e-2	0.322140	0.82806360	0.69121445	-0.002561	-1.023640	-1.372598	-28	0.857632
9713	3.5083456219e-2	0.322109	0.82804637	0.69117620	-0.002458	-1.022695	-1.363919	-27	0.857633
9714	3.5094614551e-2	0.322215	0.82804243	0.69117948	-0.002561	-1.023640	-1.372597	-28	0.857635
9715	3.5305040944e-2	0.324151	0.82804118	0.69138739	-0.002664	-1.024585	-1.381274	-29	0.857637
9716	3.5262355289e-2	0.323762	0.82803996	0.69134227	-0.002664	-1.024585	-1.381274	-29	0.857638
9717	3.5448002467e-2	0.325471	0.82804293	0.69153386	-0.002767	-1.025530	-1.389950	-30	0.857640
9718	3.5352814385e-2	0.324600	0.82803383	0.69142048	-0.002870	-1.026475	-1.398625	-31	0.857642
9719	3.5420617124e-2	0.325226	0.82802093	0.69146247	-0.002973	-1.027420	-1.407300	-32	0.857643
9720	3.5451676255e-2	0.325515	0.82803447	0.69152062	-0.002973	-1.027420	-1.407300	-32	0.857645
9721	3.5594422659e-2	0.326830	0.82803548	0.69166538	-0.003076	-1.028364	-1.415973	-33	0.857646
9722	3.5478464165e-2	0.325768	0.82804503	0.69156853	-0.002973	-1.027420	-1.407300	-32	0.857648
9723	3.5474472550e-2	0.325735	0.82803606	0.69154658	-0.003076	-1.028364	-1.415972	-33	0.857650
9724	3.5376265917e-2	0.324837	0.82804533	0.69146693	-0.003076	-1.028364	-1.415972	-33	0.857651
9725	3.5342052710e-2	0.324527	0.82803894	0.69141993	-0.003076	-1.028364	-1.415972	-33	0.857653
9726	3.5350550518e-2	0.324608	0.82803959	0.69142973	-0.003179	-1.029308	-1.424641	-34	0.857655
9727	3.5328173717e-2	0.324407	0.82802407	0.69137632	-0.003076	-1.028364	-1.415973	-33	0.857656
9728	3.5109490940e-2	0.322402	0.82804338	0.69119625	-0.003076	-1.028364	-1.415973	-33	0.857658
9729	3.5080791304e-2	0.322142	0.82806280	0.69120638	-0.003076	-1.028364	-1.415973	-33	0.857660
9730	3.5175819467e-2	0.323018	0.82807437	0.69132456	-0.002973	-1.027420	-1.407306	-32	0.857661
9731	3.5091034209e-2	0.322243	0.82807584	0.69124271	-0.002870	-1.026477	-1.398640	-31	0.857663
9732	3.5172559237e-2	0.322996	0.82807835	0.69132926	-0.002870	-1.026477	-1.398640	-31	0.857665
9733	3.5135598073e-2	0.322660	0.82806347	0.69126254	-0.002973	-1.027420	-1.407304	-32	0.857666
9734	3.5337703044e-2	0.324520	0.82806435	0.69146640	-0.003076	-1.028364	-1.415968	-33	0.857668
9735	3.5288049660e-2	0.324067	0.82807276	0.69143356	-0.002973	-1.027420	-1.407305	-32	0.857670
9736	3.5243513461e-2	0.323662	0.82807999	0.69140350	-0.002973	-1.027420	-1.407305	-32	0.857671
9737	3.5268991203e-2	0.323899	0.82807527	0.69141953	-0.003076	-1.028363	-1.415967	-33	0.857673
9738	3.5279010058e-2	0.323995	0.82807214	0.69142328	-0.003076	-1.028363	-1.415967	-33	0.857675
9739	3.5243738433e-2	0.323675	0.82808879	0.69142132	-0.003178	-1.029306	-1.424627	-34	0.857676
9740	3.5227008940e-2	0.323525	0.82809383	0.69141467	-0.003178	-1.029306	-1.424627	-34	0.857678
9741	3.5181215559e-2	0.323108	0.82811091	0.69140303	-0.003281	-1.030249	-1.433286	-35	0.857680
9742	3.5364192451e-2	0.324792	0.82809996	0.69156411	-0.003178	-1.029306	-1.424628	-34	0.857681
9743	3.5350925136e-2	0.324674	0.82812052	0.69159197	-0.003281	-1.030249	-1.433286	-35	0.857683
9744	3.5447130899e-2	0.325561	0.82811874	0.69168461	-0.003281	-1.030249	-1.433286	-35	0.857685
9745	3.5322540408e-2	0.324420	0.82812838	0.69157930	-0.003178	-1.029307	-1.424629	-34	0.857686
9746	3.5011623400e-2	0.321568	0.82813563	0.69128288	-0.003281	-1.030249	-1.433285	-35	0.857688
9747	3.5043670215e-2	0.321866	0.82814661	0.69133689	-0.003281	-1.030249	-1.433285	-35	0.857690
9748	3.5237975132e-2	0.323654	0.82813567	0.69150931	-0.003281	-1.030249	-1.433285	-35	0.857691
9749	3.5166150960e-2	0.322998	0.82813705	0.69144026	-0.003384	-1.031191	-1.441939	-36	0.857693
9750	3.5123765581e-2	0.322613	0.82814036	0.69140449	-0.003384	-1.031191	-1.441939	-36	0.857695
9751	3.5173502499e-2	0.323073	0.82813690	0.69144731	-0.003384	-1.031191	-1.441939	-36	0.857696
9752	3.5089560427e-2	0.322306	0.82813934	0.69136823	-0.003384	-1.031191	-1.441939	-36	0.857698
9753	3.4889589880e-2	0.320472	0.82813818	0.69116594	-0.003281	-1.030249	-1.433288	-35	0.857700
9754	3.4872898274e-2	0.320323	0.82813189	0.69113668	-0.003179	-1.029308	-1.424638	-34	0.857701
9755	3.4928196786e-2	0.320834	0.82814701	0.69122221	-0.003076	-1.028366	-1.415988	-33	0.857703
9756	3.4935973050e-2	0.320909	0.82815625	0.69124848	-0.003076	-1.028366	-1.415988	-33	0.857705
9757	3.4964333189e-2	0.321173	0.82816215	0.69128863	-0.002974	-1.027425	-1.407341	-32	0.857706
9758	3.5011937924e-2	0.321614	0.82815925	0.69133044	-0.002871	-1.026483	-1.398693	-31	0.857708
9759	3.4824383305e-2	0.319895	0.82813870	0.69110179	-0.002769	-1.025542	-1.390047	-30	0.857710
9760	3.4866328179e-2	0.320284	0.82814286	0.69115205	-0.002769	-1.025542	-1.390047	-30	0.857711
9761	3.4892832880e-2	0.320531	0.82815525	0.69120333	-0.002666	-1.024601	-1.381402	-29	0.857713
9762	3.4653683419e-2	0.318337	0.82817066	0.69099500	-0.002769	-1.025542	-1.390046	-30	0.857715
9763	3.4694305054e-2	0.318714	0.82817136	0.69103703	-0.002666	-1.024601	-1.381402	-29	0.857716
9764	3.4712829815e-2	0.318888	0.82818177	0.69107637	-0.002666	-1.024601	-1.381402	-29	0.857718
9765	3.4641543622e-2	0.318237	0.82818553	0.69101260	-0.002666	-1.024601	-1.381402	-29	0.857719
9766	3.4668597801e-2	0.318489	0.82818925	0.69104710	-0.002769	-1.025542	-1.390044	-30	0.857721
9767	3.4543353118e-2	0.317342	0.82819961	0.69094258	-0.002871	-1.026482	-1.398685	-31	0.857723
9768	3.4558483310e-2	0.317484	0.82819219	0.69094286	-0.002871	-1.026482	-1.398685	-31	0.857724
9769	3.4525181729e-2	0.317182	0.82820440	0.69093398	-0.002973	-1.027423	-1.407325	-32	0.857726
9770	3.4530911132e-2	0.317238	0.82820319	0.69093730	-0.003076	-1.028363	-1.415964	-33	0.857728
9771	3.4665777564e-2	0.318481	0.82819698	0.69105974	-0.002973	-1.027423	-1.407325	-32	0.857729
9772	3.4670747896e-2	0.318530	0.82819191	0.69105458	-0.002973	-1.027423	-1.407325	-32	0.857731
9773	3.4776584913e-2	0.319506	0.82820220	0.69118099	-0.002871	-1.026483	-1.398688	-31	0.857733
9774	3.4778393234e-2	0.319526	0.82819950	0.69117740	-0.002871	-1.026483	-1.398688	-31	0.857734
9775	3.5011503894e-2	0.321671	0.82821028	0.69143206	-0.002871	-1.026483	-1.398688	-31	0.857736
9776	3.4936762817e-2	0.320988	0.82820731	0.69135138	-0.002871	-1.026483	-1.398688	-31	0.857738
9777	3.5029235745e-2	0.321841	0.82822161	0.69147246	-0.002769	-1.025543	-1.390054	-30	0.857739
9778	3.4879529760e-2	0.320469	0.82820765	0.69129484	-0.002666	-1.024603	-1.381421	-29	0.857741
9779	3.4928686623e-2	0.320925	0.82821830	0.69136528	-0.002769	-1.025543	-1.390054	-30	0.857743
9780	3.5077731803e-2	0.322298	0.82823804	0.69155381	-0.002769	-1.025543	-1.390054	-30	0.857744
9781	3.5251042765e-2	0.323894	0.82823539	0.69172181	-0.002871	-1.026482	-1.398685	-31	0.857746
9782	3.5060157784e-2	0.322143	0.82824767	0.69155549	-0.002973	-1.027422	-1.407316	-32	0.857748
9783	3.5016455680e-2	0.321745	0.82825536	0.69152717	-0.002973	-1.027422	-1.407316	-32	0.857749
9784	3.4840016455e-2	0.320128	0.82824837	0.69133675	-0.002973	-1.027422	-1.407316	-32	0.857751
9785	3.4806249192e-2	0.319821	0.82824488	0.69129600	-0.003075	-1.028361	-1.415944	-33	0.857752
9786	3.4844040147e-2	0.320172	0.82823016	0.69130436	-0.002973	-1.027422	-1.407316	-32	0.857754
9787	3.4692046281e-2	0.318779	0.82825153	0.69119510	-0.003075	-1.028360	-1.415944	-33	0.857756
9788	3.4602955175e-2	0.317964	0.82824103	0.69108501	-0.003075	-1.028360	-1.415944	-33	0.857757
9789	3.4898604622e-2	0.320684	0.82824157	0.69138175	-0.003178	-1.029299	-1.424569	-34	0.857759
9790	3.5046869821e-2	0.322050	0.82824732	0.69154151	-0.003075	-1.028361	-1.415944	-33	0.857761
9791	3.4824783942e-2	0.320013	0.82824642	0.69131763	-0.003178	-1.029299	-1.424569	-34	0.857762
9792	3.4896563280e-2	0.320676	0.82825553	0.69140762	-0.003178	-1.029299	-1.424569	-34	0.857764
9793	3.4934452397e-2	0.321027	0.82825618	0.69144682	-0.003075	-1.028361	-1.415946	-33	0.857766
9794	3.5017777256e-2	0.321797	0.82824886	0.69151549	-0.003178	-1.029299	-1.424568	-34	0.857767
9795	3.5095164606e-2	0.322511	0.82825772	0.69161060	-0.003280	-1.030237	-1.433190	-35	0.857769
9796	3.4943336453e-2	0.321120	0.82826493	0.69147320	-0.003280	-1.030237	-1.433190	-35	0.857771
9797	3.4857499946e-2	0.320335	0.82827356	0.69140461	-0.003178	-1.029299	-1.424569	-34	0.857772
9798	3.4822198285e-2	0.320014	0.82829046	0.69140313	-0.003075	-1.028361	-1.415950	-33	0.857774
9799	3.4828945267e-2	0.320079	0.82830452	0.69143799	-0.002973	-1.027423	-1.407331	-32	0.857776
9800	3.5101002322e-2	0.322583	0.82831098	0.69172296	-0.002973	-1.027423	-1.407331	-32	0.857777
9801	3.5034270293e-2	0.321973	0.82829122	0.69161671	-0.002973	-1.027423	-1.407331	-32	0.857779
9802	3.5270884262e-2	0.324151	0.82830777	0.69188642	-0.002973	-1.027423	-1.407331	-32	0.857780
9803	3.5244753525e-2	0.323915	0.82831875	0.69188226	-0.003075	-1.028361	-1.415947	-33	0.857782
9804	3.5187042499e-2	0.323388	0.82831818	0.69182341	-0.003075	-1.028361	-1.415947	-33	0.857784
9805	3.5211422478e-2	0.323616	0.82832042	0.69185226	-0.003177	-1.029298	-1.424562	-34	0.857785
9806	3.5219447752e-2	0.323693	0.82832036	0.69186016	-0.003075	-1.028361	-1.415948	-33	0.857787
9807	3.5290196298e-2	0.324347	0.82833135	0.69195289	-0.003177	-1.029298	-1.424561	-34	0.857789
9808	3.5157044753e-2	0.323127	0.82834042	0.69183789	-0.003177	-1.029298	-1.424561	-34	0.857790
9809	3.4996468308e-2	0.321654	0.82835213	0.69170074	-0.003075	-1.028361	-1.415949	-33	0.857792
9810	3.4910914992e-2	0.320872	0.82835326	0.69161744	-0.003075	-1.028361	-1.415949	-33	0.857794
9811	3.4678090482e-2	0.318735	0.82835266	0.69138341	-0.003177	-1.029298	-1.424560	-34	0.857795
9812	3.4588914665e-2	0.317919	0.82836569	0.69132029	-0.003177	-1.029298	-1.424560	-34	0.857797
9813	3.4525829254e-2	0.317343	0.82837336	0.69127255	-0.003075	-1.028361	-1.415950	-33	0.857799
9814	3.4529510830e-2	0.317380	0.82835871	0.69124693	-0.003177	-1.029298	-1.424559	-34	0.857800
9815	3.4551790472e-2	0.317589	0.82835469	0.69126117	-0.003279	-1.030234	-1.433167	-35	0.857802
9816	3.4569708105e-2	0.317757	0.82836004	0.69128979	-0.003279	-1.030234	-1.433167	-35	0.857804
9817	3.4619339925e-2	0.318217	0.82835128	0.69132190	-0.003381	-1.031171	-1.441773	-36	0.857805
9818	3.4651931835e-2	0.318520	0.82833818	0.69132829	-0.003279	-1.030234	-1.433168	-35	0.857807
9819	3.4698216924e-2	0.318949	0.82832923	0.69135669	-0.003279	-1.030234	-1.433168	-35	0.857808
9820	3.4544294246e-2	0.317537	0.82834262	0.69122954	-0.003279	-1.030234	-1.433168	-35	0.857810
