N	d_sq	d_sq*ln(N)	bt_v	vt_Gv	S1	S2	S3	M(N)	f_N(0.5)
6337	3.8407296861e-2	0.336224	0.81975578	0.67791886	-0.002730	-1.024019	-1.365727	-20	0.850689
6338	3.8419352716e-2	0.336335	0.81975932	0.67793799	-0.002572	-1.022638	-1.353635	-19	0.850692
6339	3.8370047594e-2	0.335910	0.81974254	0.67785513	-0.002415	-1.021257	-1.341545	-18	0.850695
6340	3.8517745893e-2	0.337209	0.81974930	0.67801635	-0.002415	-1.021257	-1.341545	-18	0.850698
6341	3.8610238539e-2	0.338025	0.81974017	0.67809058	-0.002257	-1.019876	-1.329457	-17	0.850700
6342	3.8985424763e-2	0.341315	0.81976352	0.67851247	-0.002099	-1.018496	-1.317371	-16	0.850703
6343	3.9149615161e-2	0.342759	0.81975529	0.67866019	-0.002257	-1.019876	-1.329456	-17	0.850706
6344	3.9025676792e-2	0.341680	0.81978532	0.67859632	-0.002257	-1.019876	-1.329456	-17	0.850709
6345	3.9268934412e-2	0.343816	0.81979160	0.67885213	-0.002257	-1.019876	-1.329456	-17	0.850711
6346	3.8830248956e-2	0.339981	0.81980084	0.67843194	-0.002415	-1.021256	-1.341536	-18	0.850714
6347	3.8909823246e-2	0.340684	0.81979908	0.67850798	-0.002257	-1.019876	-1.329457	-17	0.850717
6348	3.8722378147e-2	0.339049	0.81979073	0.67830383	-0.002257	-1.019876	-1.329457	-17	0.850720
6349	3.8693255782e-2	0.338800	0.81977993	0.67825312	-0.002099	-1.018497	-1.317381	-16	0.850722
6350	3.8683637069e-2	0.338722	0.81979419	0.67827201	-0.002099	-1.018497	-1.317381	-16	0.850725
6351	3.8818707337e-2	0.339911	0.81981266	0.67844403	-0.002257	-1.019876	-1.329454	-17	0.850728
6352	3.8977206805e-2	0.341305	0.81981558	0.67860837	-0.002257	-1.019876	-1.329454	-17	0.850731
6353	3.8727010508e-2	0.339120	0.81983681	0.67840062	-0.002414	-1.021254	-1.341524	-18	0.850734
6354	3.8753346424e-2	0.339357	0.81983592	0.67842518	-0.002414	-1.021254	-1.341524	-18	0.850736
6355	3.8500765522e-2	0.337151	0.81982574	0.67815224	-0.002572	-1.022632	-1.353591	-19	0.850739
6356	3.8693298476e-2	0.338843	0.81984695	0.67838719	-0.002572	-1.022632	-1.353591	-19	0.850742
6357	3.8669544041e-2	0.338641	0.81984719	0.67836393	-0.002729	-1.024010	-1.365655	-20	0.850745
6358	3.8362988098e-2	0.335963	0.81986397	0.67809092	-0.002729	-1.024010	-1.365655	-20	0.850747
6359	3.8320269566e-2	0.335595	0.81986255	0.67804537	-0.002886	-1.025387	-1.377716	-21	0.850750
6360	3.8183903226e-2	0.334406	0.81987814	0.67794019	-0.002886	-1.025387	-1.377716	-21	0.850753
6361	3.8521977649e-2	0.337373	0.81990315	0.67832827	-0.003043	-1.026764	-1.389774	-22	0.850756
6362	3.8214621196e-2	0.334687	0.81988898	0.67799259	-0.002886	-1.025387	-1.377717	-21	0.850759
6363	3.8391489965e-2	0.336242	0.81989696	0.67818540	-0.002886	-1.025387	-1.377717	-21	0.850761
6364	3.8603798629e-2	0.338108	0.81989597	0.67839574	-0.002886	-1.025387	-1.377717	-21	0.850764
6365	3.8596562949e-2	0.338051	0.81991589	0.67842835	-0.003043	-1.026763	-1.389770	-22	0.850767
6366	3.8554782041e-2	0.337691	0.81993311	0.67842101	-0.003200	-1.028139	-1.401820	-23	0.850770
6367	3.8588675259e-2	0.337994	0.81993008	0.67844883	-0.003358	-1.029515	-1.413870	-24	0.850772
6368	3.8313385404e-2	0.335589	0.81993864	0.67819066	-0.003358	-1.029515	-1.413870	-24	0.850775
6369	3.8408124500e-2	0.336424	0.81992874	0.67826561	-0.003515	-1.030890	-1.425916	-25	0.850778
6370	3.8378647342e-2	0.336172	0.81992691	0.67823246	-0.003515	-1.030890	-1.425916	-25	0.850781
6371	3.8596099171e-2	0.338083	0.81990941	0.67841492	-0.003358	-1.029515	-1.413873	-24	0.850784
6372	3.8528827805e-2	0.337500	0.81989280	0.67831443	-0.003358	-1.029515	-1.413873	-24	0.850786
6373	3.8323792783e-2	0.335710	0.81991761	0.67815901	-0.003514	-1.030890	-1.425913	-25	0.850789
6374	3.8247589865e-2	0.335048	0.81993747	0.67812253	-0.003358	-1.029516	-1.413874	-24	0.850792
6375	3.8293998943e-2	0.335461	0.81993528	0.67816455	-0.003358	-1.029516	-1.413874	-24	0.850795
6376	3.8268451755e-2	0.335243	0.81994021	0.67814887	-0.003358	-1.029516	-1.413874	-24	0.850798
6377	3.8386420111e-2	0.336282	0.81995515	0.67829673	-0.003201	-1.028142	-1.401839	-23	0.850800
6378	3.8583414940e-2	0.338014	0.81996883	0.67852108	-0.003358	-1.029515	-1.413873	-24	0.850803
6379	3.8439403065e-2	0.336759	0.81997093	0.67838126	-0.003514	-1.030889	-1.425904	-25	0.850806
6380	3.8524022650e-2	0.337506	0.81996200	0.67844803	-0.003514	-1.030889	-1.425904	-25	0.850809
6381	3.8336958398e-2	0.335873	0.81994658	0.67823012	-0.003514	-1.030889	-1.425904	-25	0.850812
6382	3.8460890516e-2	0.336965	0.81996739	0.67839568	-0.003358	-1.029516	-1.413877	-24	0.850814
6383	3.8170933765e-2	0.334431	0.81994824	0.67806741	-0.003201	-1.028143	-1.401851	-23	0.850817
6384	3.8104523621e-2	0.333855	0.81993933	0.67798318	-0.003201	-1.028143	-1.401851	-23	0.850820
6385	3.8150299977e-2	0.334262	0.81997281	0.67809593	-0.003044	-1.026771	-1.389828	-22	0.850823
6386	3.7856439883e-2	0.331693	0.81998674	0.67782992	-0.003201	-1.028143	-1.401850	-23	0.850825
6387	3.7902684956e-2	0.332104	0.81999317	0.67788902	-0.003044	-1.026771	-1.389829	-22	0.850828
6388	3.7988530856e-2	0.332862	0.82002832	0.67804517	-0.003044	-1.026771	-1.389829	-22	0.850831
6389	3.7819498083e-2	0.331387	0.82003093	0.67788136	-0.003201	-1.028143	-1.401847	-23	0.850834
6390	3.8167499708e-2	0.334442	0.82002870	0.67822490	-0.003201	-1.028143	-1.401847	-23	0.850837
6391	3.8435765968e-2	0.336799	0.82002792	0.67849160	-0.003357	-1.029514	-1.413861	-24	0.850839
6392	3.8065418758e-2	0.333560	0.82001444	0.67809430	-0.003357	-1.029514	-1.413861	-24	0.850842
6393	3.7871520058e-2	0.331867	0.82002059	0.67791269	-0.003201	-1.028143	-1.401850	-23	0.850845
6394	3.7791133934e-2	0.331168	0.82001947	0.67783007	-0.003357	-1.029514	-1.413860	-24	0.850848
6395	3.7758407285e-2	0.330887	0.82001244	0.67778330	-0.003201	-1.028143	-1.401851	-23	0.850850
6396	3.7741439573e-2	0.330744	0.82005205	0.67784553	-0.003201	-1.028143	-1.401851	-23	0.850853
6397	3.7724549056e-2	0.330602	0.82004712	0.67781880	-0.003357	-1.029513	-1.413857	-24	0.850856
6398	3.8035374895e-2	0.333332	0.82005203	0.67813943	-0.003514	-1.030883	-1.425861	-25	0.850859
6399	3.8515686696e-2	0.337548	0.82004936	0.67861440	-0.003514	-1.030883	-1.425861	-25	0.850862
6400	3.7718983298e-2	0.330571	0.82003632	0.67779162	-0.003514	-1.030883	-1.425861	-25	0.850864
6401	3.7625407698e-2	0.329757	0.82004433	0.67771407	-0.003357	-1.029514	-1.413861	-24	0.850867
6402	3.7707197234e-2	0.330480	0.82007729	0.67786179	-0.003201	-1.028145	-1.401863	-23	0.850870
6403	3.7716298575e-2	0.330565	0.82007788	0.67787206	-0.003045	-1.026776	-1.389866	-22	0.850873
6404	3.7682165295e-2	0.330272	0.82007231	0.67782678	-0.003045	-1.026776	-1.389866	-22	0.850875
6405	3.7665900330e-2	0.330135	0.82007861	0.67782312	-0.002889	-1.025408	-1.377871	-21	0.850878
6406	3.7632205844e-2	0.329846	0.82007650	0.67778520	-0.002733	-1.024039	-1.365879	-20	0.850881
6407	3.7634328895e-2	0.329870	0.82010202	0.67783837	-0.002577	-1.022671	-1.353888	-19	0.850884
6408	3.7703385061e-2	0.330482	0.82010625	0.67791589	-0.002577	-1.022671	-1.353888	-19	0.850887
6409	3.7856273688e-2	0.331828	0.82010710	0.67807047	-0.002733	-1.024039	-1.365876	-20	0.850889
6410	3.7945376365e-2	0.332615	0.82011576	0.67817690	-0.002889	-1.025406	-1.377863	-21	0.850892
6411	3.7716714324e-2	0.330616	0.82010339	0.67792349	-0.002733	-1.024039	-1.365877	-20	0.850895
6412	3.7975911991e-2	0.332894	0.82010342	0.67818275	-0.002733	-1.024039	-1.365877	-20	0.850898
6413	3.7977490016e-2	0.332914	0.82011252	0.67820252	-0.002733	-1.024039	-1.365877	-20	0.850900
6414	3.8171118803e-2	0.334617	0.82010824	0.67838760	-0.002889	-1.025406	-1.377858	-21	0.850903
6415	3.8347253126e-2	0.336167	0.82010394	0.67855514	-0.002733	-1.024039	-1.365879	-20	0.850906
6416	3.8425586775e-2	0.336860	0.82011481	0.67865520	-0.002733	-1.024039	-1.365879	-20	0.850909
6417	3.8420876488e-2	0.336825	0.82013210	0.67868507	-0.002733	-1.024039	-1.365879	-20	0.850911
6418	3.8176884928e-2	0.334691	0.82010627	0.67838942	-0.002577	-1.022673	-1.353903	-19	0.850914
6419	3.7819974177e-2	0.331568	0.82010839	0.67803675	-0.002577	-1.022673	-1.353903	-19	0.850917
6420	3.7975379097e-2	0.332937	0.82013176	0.67823890	-0.002577	-1.022673	-1.353903	-19	0.850919
6421	3.8145424570e-2	0.334433	0.82013358	0.67841258	-0.002733	-1.024039	-1.365874	-20	0.850922
6422	3.8158729682e-2	0.334556	0.82012909	0.67841690	-0.002733	-1.024039	-1.365874	-20	0.850925
6423	3.8073002777e-2	0.333810	0.82014500	0.67836301	-0.002577	-1.022674	-1.353906	-19	0.850928
6424	3.8405057526e-2	0.336728	0.82015034	0.67870573	-0.002577	-1.022674	-1.353906	-19	0.850930
6425	3.8679068942e-2	0.339136	0.82016077	0.67900062	-0.002577	-1.022674	-1.353906	-19	0.850933
6426	3.8560444299e-2	0.338102	0.82016803	0.67889650	-0.002577	-1.022674	-1.353906	-19	0.850936
6427	3.8303735705e-2	0.335857	0.82017489	0.67865352	-0.002733	-1.024038	-1.365869	-20	0.850939
6428	3.8211208836e-2	0.335052	0.82014638	0.67850396	-0.002733	-1.024038	-1.365869	-20	0.850941
6429	3.8132115545e-2	0.334364	0.82012363	0.67837938	-0.002577	-1.022674	-1.353909	-19	0.850944
6430	3.8160960400e-2	0.334623	0.82012722	0.67841539	-0.002733	-1.024038	-1.365867	-20	0.850947
6431	3.8300894269e-2	0.335856	0.82013417	0.67856924	-0.002577	-1.022674	-1.353911	-19	0.850950
6432	3.8236474223e-2	0.335297	0.82013526	0.67850699	-0.002577	-1.022674	-1.353911	-19	0.850952
6433	3.8185852697e-2	0.334859	0.82014328	0.67847242	-0.002422	-1.021311	-1.341957	-18	0.850955
6434	3.8255516087e-2	0.335476	0.82015553	0.67856658	-0.002266	-1.019948	-1.330004	-17	0.850958
6435	3.8139360019e-2	0.334463	0.82012896	0.67839729	-0.002266	-1.019948	-1.330004	-17	0.850961
6436	3.8076855738e-2	0.333921	0.82011328	0.67830342	-0.002266	-1.019948	-1.330004	-17	0.850963
6437	3.7814314804e-2	0.331625	0.82010147	0.67801726	-0.002111	-1.018586	-1.318056	-16	0.850966
6438	3.7697251058e-2	0.330604	0.82009748	0.67789222	-0.001956	-1.017224	-1.306110	-15	0.850969
6439	3.7873800443e-2	0.332158	0.82010031	0.67807443	-0.001800	-1.015862	-1.294165	-14	0.850971
6440	3.8171069693e-2	0.334771	0.82010764	0.67838636	-0.001800	-1.015862	-1.294165	-14	0.850974
6441	3.8172476445e-2	0.334789	0.82009389	0.67836025	-0.001955	-1.017223	-1.306107	-15	0.850977
6442	3.8060817024e-2	0.333816	0.82010518	0.67827117	-0.001800	-1.015862	-1.294166	-14	0.850980
6443	3.8058564690e-2	0.333802	0.82008836	0.67823528	-0.001645	-1.014500	-1.282226	-13	0.850982
6444	3.8020212590e-2	0.333472	0.82008816	0.67819653	-0.001645	-1.014500	-1.282226	-13	0.850985
6445	3.8185921491e-2	0.334931	0.82008985	0.67836563	-0.001490	-1.013140	-1.270290	-12	0.850988
6446	3.8238619748e-2	0.335399	0.82008540	0.67840941	-0.001645	-1.014500	-1.282225	-13	0.850990
6447	3.8142025137e-2	0.334558	0.82010083	0.67834369	-0.001800	-1.015861	-1.294159	-14	0.850993
6448	3.8182800354e-2	0.334921	0.82008526	0.67835332	-0.001800	-1.015861	-1.294159	-14	0.850996
6449	3.8117058918e-2	0.334351	0.82010882	0.67833470	-0.001955	-1.017221	-1.306090	-15	0.850998
6450	3.8237383661e-2	0.335412	0.82010116	0.67843970	-0.001955	-1.017221	-1.306090	-15	0.851001
6451	3.8583200719e-2	0.338451	0.82012142	0.67882603	-0.002110	-1.018581	-1.318018	-16	0.851004
6452	3.8429355808e-2	0.337108	0.82011226	0.67865387	-0.002110	-1.018581	-1.318018	-16	0.851006
6453	3.8238664503e-2	0.335441	0.82013349	0.67850564	-0.002110	-1.018581	-1.318018	-16	0.851009
6454	3.8290196549e-2	0.335899	0.82013032	0.67855083	-0.002265	-1.019940	-1.329941	-17	0.851012
6455	3.8325656001e-2	0.336216	0.82012337	0.67857239	-0.002110	-1.018581	-1.318019	-16	0.851015
6456	3.8502903587e-2	0.337777	0.82014280	0.67878849	-0.002110	-1.018581	-1.318019	-16	0.851017
6457	3.8392066675e-2	0.336811	0.82012696	0.67864599	-0.001955	-1.017222	-1.306100	-15	0.851020
6458	3.8428561474e-2	0.337137	0.82012076	0.67867008	-0.001800	-1.015864	-1.294182	-14	0.851023
6459	3.8628044854e-2	0.338893	0.82014512	0.67891828	-0.001646	-1.014505	-1.282265	-13	0.851025
6460	3.8972639090e-2	0.341922	0.82014777	0.67926817	-0.001646	-1.014505	-1.282265	-13	0.851028
6461	3.9486072488e-2	0.346433	0.82015863	0.67980334	-0.001800	-1.015863	-1.294179	-14	0.851031
6462	3.9363487630e-2	0.345363	0.82013896	0.67964140	-0.001800	-1.015863	-1.294179	-14	0.851033
6463	3.9092195406e-2	0.342989	0.82014684	0.67938588	-0.001646	-1.014506	-1.282268	-13	0.851036
6464	3.8933056773e-2	0.341599	0.82014950	0.67923206	-0.001646	-1.014506	-1.282268	-13	0.851039
6465	3.9388699345e-2	0.345603	0.82013710	0.67966290	-0.001800	-1.015863	-1.294176	-14	0.851042
6466	3.9241639946e-2	0.344318	0.82011164	0.67946492	-0.001955	-1.017220	-1.306083	-15	0.851044
6467	3.8846130581e-2	0.340854	0.82012209	0.67909031	-0.001800	-1.015863	-1.294177	-14	0.851047
6468	3.8968879289e-2	0.341937	0.82015065	0.67927018	-0.001800	-1.015863	-1.294177	-14	0.851050
6469	3.8790007703e-2	0.340374	0.82014741	0.67908482	-0.001955	-1.017220	-1.306080	-15	0.851052
6470	3.8817631615e-2	0.340622	0.82015316	0.67912395	-0.002110	-1.018576	-1.317981	-16	0.851055
6471	3.8675226779e-2	0.339378	0.82017673	0.67902869	-0.002110	-1.018576	-1.317981	-16	0.851058
6472	3.8557991057e-2	0.338356	0.82017859	0.67891516	-0.002110	-1.018576	-1.317981	-16	0.851060
6473	3.8444869393e-2	0.337369	0.82017769	0.67880025	-0.002264	-1.019932	-1.329877	-17	0.851063
6474	3.8807576168e-2	0.340558	0.82018681	0.67918120	-0.002110	-1.018576	-1.317982	-16	0.851066
6475	3.8800241788e-2	0.340499	0.82016034	0.67912093	-0.002110	-1.018576	-1.317982	-16	0.851068
6476	3.8863828106e-2	0.341063	0.82014731	0.67915844	-0.002110	-1.018576	-1.317982	-16	0.851071
6477	3.8940426846e-2	0.341742	0.82017551	0.67929144	-0.002264	-1.019931	-1.329873	-17	0.851074
6478	3.9068334257e-2	0.342870	0.82015836	0.67938505	-0.002418	-1.021286	-1.341763	-18	0.851077
6479	3.9198588998e-2	0.344019	0.82013641	0.67947140	-0.002573	-1.022640	-1.353651	-19	0.851079
6480	3.9302180200e-2	0.344935	0.82013565	0.67957347	-0.002573	-1.022640	-1.353651	-19	0.851082
6481	3.9664029324e-2	0.348117	0.82016810	0.68000023	-0.002727	-1.023995	-1.365536	-20	0.851085
6482	3.9609525521e-2	0.347644	0.82016830	0.67994613	-0.002881	-1.025349	-1.377420	-21	0.851087
6483	3.9627730703e-2	0.347810	0.82016650	0.67996074	-0.002727	-1.023995	-1.365538	-20	0.851090
6484	3.9859558820e-2	0.349851	0.82015459	0.68016874	-0.002727	-1.023995	-1.365538	-20	0.851093
6485	3.9054163654e-2	0.342788	0.82016668	0.67938753	-0.002573	-1.022641	-1.353658	-19	0.851096
6486	3.9153614752e-2	0.343667	0.82017079	0.67949520	-0.002419	-1.021288	-1.341780	-18	0.851098
6487	3.9381155202e-2	0.345670	0.82016926	0.67971968	-0.002264	-1.019935	-1.329903	-17	0.851101
6488	3.9254511193e-2	0.344565	0.82015137	0.67955724	-0.002264	-1.019935	-1.329903	-17	0.851104
6489	3.9430657566e-2	0.346117	0.82013175	0.67969415	-0.002264	-1.019935	-1.329903	-17	0.851106
6490	3.9037819503e-2	0.342675	0.82014077	0.67931937	-0.002110	-1.018582	-1.318030	-16	0.851109
6491	3.9033567541e-2	0.342643	0.82014031	0.67931419	-0.002264	-1.019935	-1.329902	-17	0.851112
6492	3.9106321473e-2	0.343288	0.82015863	0.67942358	-0.002264	-1.019935	-1.329902	-17	0.851114
6493	3.9296311040e-2	0.344962	0.82015965	0.67961561	-0.002110	-1.018583	-1.318033	-16	0.851117
6494	3.8922032612e-2	0.341682	0.82014306	0.67920814	-0.002264	-1.019935	-1.329900	-17	0.851120
6495	3.9176372780e-2	0.343921	0.82015398	0.67948434	-0.002418	-1.021286	-1.341766	-18	0.851122
6496	3.8941257068e-2	0.341863	0.82014816	0.67923759	-0.002418	-1.021286	-1.341766	-18	0.851125
6497	3.8967755534e-2	0.342102	0.82012851	0.67922478	-0.002264	-1.019935	-1.329903	-17	0.851128
6498	3.8755421063e-2	0.340244	0.82014963	0.67905468	-0.002264	-1.019935	-1.329903	-17	0.851131
6499	3.8954237240e-2	0.341995	0.82013057	0.67921537	-0.002111	-1.018584	-1.318043	-16	0.851133
6500	3.9008533344e-2	0.342478	0.82012849	0.67926551	-0.002111	-1.018584	-1.318043	-16	0.851136
6501	3.8930609138e-2	0.341800	0.82016784	0.67926630	-0.002264	-1.019935	-1.329900	-17	0.851139
6502	3.8822397295e-2	0.340855	0.82018185	0.67918609	-0.002111	-1.018584	-1.318044	-16	0.851141
6503	3.8819074821e-2	0.340832	0.82018653	0.67919214	-0.001957	-1.017234	-1.306190	-15	0.851144
6504	3.8531285309e-2	0.338311	0.82019297	0.67891722	-0.001957	-1.017234	-1.306190	-15	0.851147
6505	3.8485723401e-2	0.337917	0.82022736	0.67894045	-0.001803	-1.015884	-1.294339	-14	0.851149
6506	3.8475783127e-2	0.337836	0.82024772	0.67897122	-0.001649	-1.014535	-1.282488	-13	0.851152
6507	3.8367438987e-2	0.336890	0.82022955	0.67882654	-0.001649	-1.014535	-1.282488	-13	0.851155
6508	3.8513749619e-2	0.338181	0.82025052	0.67901479	-0.001649	-1.014535	-1.282488	-13	0.851157
6509	3.8626621260e-2	0.339178	0.82023733	0.67910127	-0.001496	-1.013186	-1.270643	-12	0.851160
6510	3.8482446555e-2	0.337918	0.82024955	0.67898154	-0.001649	-1.014534	-1.282487	-13	0.851163
6511	3.8616598295e-2	0.339102	0.82023703	0.67909066	-0.001496	-1.013186	-1.270644	-12	0.851165
6512	3.8746892251e-2	0.340252	0.82025306	0.67925301	-0.001496	-1.013186	-1.270644	-12	0.851168
6513	3.8885206885e-2	0.341473	0.82025394	0.67939309	-0.001649	-1.014534	-1.282484	-13	0.851171
6514	3.9018461822e-2	0.342649	0.82026095	0.67954036	-0.001496	-1.013186	-1.270645	-12	0.851173
6515	3.9160633259e-2	0.343903	0.82025698	0.67967460	-0.001342	-1.011838	-1.258808	-11	0.851176
6516	3.9208940100e-2	0.344334	0.82024940	0.67970774	-0.001342	-1.011838	-1.258808	-11	0.851179
6517	3.9046671161e-2	0.342914	0.82026440	0.67957547	-0.001342	-1.011838	-1.258808	-11	0.851181
6518	3.9059863383e-2	0.343036	0.82028173	0.67962333	-0.001189	-1.010491	-1.246975	-10	0.851184
6519	3.8926283812e-2	0.341869	0.82029164	0.67950956	-0.001342	-1.011838	-1.258806	-11	0.851187
6520	3.8531337907e-2	0.338406	0.82030845	0.67914823	-0.001342	-1.011838	-1.258806	-11	0.851189
6521	3.8430626047e-2	0.337528	0.82031175	0.67905413	-0.001496	-1.013185	-1.270636	-12	0.851192
6522	3.8500639716e-2	0.338149	0.82033609	0.67917281	-0.001649	-1.014531	-1.282463	-13	0.851194
6523	3.8537283263e-2	0.338476	0.82031092	0.67915912	-0.001496	-1.013185	-1.270637	-12	0.851197
6524	3.8507885767e-2	0.338224	0.82031084	0.67912957	-0.001496	-1.013185	-1.270637	-12	0.851200
6525	3.8121029290e-2	0.334832	0.82032356	0.67876815	-0.001496	-1.013185	-1.270637	-12	0.851202
6526	3.8134584028e-2	0.334957	0.82030551	0.67874560	-0.001649	-1.014531	-1.282459	-13	0.851205
6527	3.7774012350e-2	0.331796	0.82033387	0.67844176	-0.001496	-1.013185	-1.270638	-12	0.851208
6528	3.7863190276e-2	0.332585	0.82033423	0.67853164	-0.001496	-1.013185	-1.270638	-12	0.851210
6529	3.8096082134e-2	0.334636	0.82034718	0.67879044	-0.001649	-1.014530	-1.282456	-13	0.851213
6530	3.8149301810e-2	0.335110	0.82033720	0.67882370	-0.001802	-1.015876	-1.294273	-14	0.851216
6531	3.8263614882e-2	0.336120	0.82034783	0.67895927	-0.001955	-1.017221	-1.306088	-15	0.851218
6532	3.8261761537e-2	0.336109	0.82032986	0.67892149	-0.001955	-1.017221	-1.306088	-15	0.851221
6533	3.8205323813e-2	0.335619	0.82034000	0.67888533	-0.001802	-1.015876	-1.294275	-14	0.851224
6534	3.8313801737e-2	0.336578	0.82034579	0.67900538	-0.001802	-1.015876	-1.294275	-14	0.851226
6535	3.8382742341e-2	0.337190	0.82037141	0.67912556	-0.001649	-1.014532	-1.282466	-13	0.851229
6536	3.8457996568e-2	0.337857	0.82036903	0.67919606	-0.001649	-1.014532	-1.282466	-13	0.851232
6537	3.8624777970e-2	0.339328	0.82034168	0.67930814	-0.001496	-1.013188	-1.270659	-12	0.851234
6538	3.8657102196e-2	0.339618	0.82033415	0.67932540	-0.001649	-1.014532	-1.282465	-13	0.851237
6539	3.8888720974e-2	0.341658	0.82034395	0.67957663	-0.001496	-1.013188	-1.270661	-12	0.851240
6540	3.9173659846e-2	0.344168	0.82036569	0.67990504	-0.001496	-1.013188	-1.270661	-12	0.851242
6541	3.9180366187e-2	0.344233	0.82035153	0.67988343	-0.001343	-1.011845	-1.258860	-11	0.851245
6542	3.9148401763e-2	0.343958	0.82036301	0.67987442	-0.001190	-1.010502	-1.247060	-10	0.851247
6543	3.8829486943e-2	0.341162	0.82039480	0.67961908	-0.001190	-1.010502	-1.247060	-10	0.851250
6544	3.8926663338e-2	0.342021	0.82041593	0.67975851	-0.001190	-1.010502	-1.247060	-10	0.851253
6545	3.8892218751e-2	0.341725	0.82042229	0.67973681	-0.001038	-1.009159	-1.235264	-9	0.851255
6546	3.8393233670e-2	0.337346	0.82041593	0.67922510	-0.001190	-1.010502	-1.247058	-10	0.851258
6547	3.8386992797e-2	0.337297	0.82043051	0.67924801	-0.001343	-1.011844	-1.258851	-11	0.851261
6548	3.8466919297e-2	0.338006	0.82042596	0.67931883	-0.001343	-1.011844	-1.258851	-11	0.851263
6549	3.8732538810e-2	0.340345	0.82042770	0.67958793	-0.001496	-1.013185	-1.270641	-12	0.851266
6550	3.8716781162e-2	0.340213	0.82045642	0.67962962	-0.001496	-1.013185	-1.270641	-12	0.851268
6551	3.8600789491e-2	0.339200	0.82045167	0.67950414	-0.001648	-1.014527	-1.282428	-13	0.851271
6552	3.8309338677e-2	0.336644	0.82046343	0.67923620	-0.001648	-1.014527	-1.282428	-13	0.851274
6553	3.8137131253e-2	0.335137	0.82046212	0.67906138	-0.001801	-1.015868	-1.294213	-14	0.851276
6554	3.8256184668e-2	0.336189	0.82046469	0.67918557	-0.001954	-1.017209	-1.305996	-15	0.851279
6555	3.8243176076e-2	0.336080	0.82046640	0.67917598	-0.001801	-1.015868	-1.294214	-14	0.851282
6556	3.8320288342e-2	0.336764	0.82048239	0.67928507	-0.001801	-1.015868	-1.294214	-14	0.851284
6557	3.8271702332e-2	0.336343	0.82046427	0.67920023	-0.001649	-1.014528	-1.282435	-13	0.851287
6558	3.8224060218e-2	0.335930	0.82045446	0.67913298	-0.001801	-1.015868	-1.294213	-14	0.851290
6559	3.8432087323e-2	0.337764	0.82045760	0.67934728	-0.001649	-1.014528	-1.282437	-13	0.851292
6560	3.8544936296e-2	0.338762	0.82047407	0.67949308	-0.001649	-1.014528	-1.282437	-13	0.851295
6561	3.8593981504e-2	0.339199	0.82050389	0.67960176	-0.001649	-1.014528	-1.282437	-13	0.851298
6562	3.8416856332e-2	0.337648	0.82049846	0.67941378	-0.001801	-1.015867	-1.294209	-14	0.851300
6563	3.8293994111e-2	0.336574	0.82050288	0.67929976	-0.001953	-1.017207	-1.305979	-15	0.851303
