j	k	gcd	formula	integral	error	digits	certified	time_ms
24	27	3	4.345315740757248e-2	4.345314694270545e-2	1.04649e-8	7	true	21825.5
24	28	4	4.205592811631143e-2	4.205591761699575e-2	1.04993e-8	7	true	19085.4
24	29	1	4.083072779715103e-2	4.083071737552065e-2	1.04216e-8	7	true	20794.5
24	30	6	3.984041746519855e-2	3.984040687494404e-2	1.05903e-8	7	true	21414.2
24	31	1	3.883111635204024e-2	3.883110593072933e-2	1.04213e-8	7	true	23374.4
24	32	8	3.812891249680252e-2	3.812890179080599e-2	1.07060e-8	7	true	19765.8
24	33	3	3.721247033604318e-2	3.721245987994101e-2	1.04561e-8	7	true	20337.8
24	34	2	3.650391532510636e-2	3.650390489144330e-2	1.04337e-8	7	true	19834.5
24	35	1	3.591415488215165e-2	3.591414446137449e-2	1.04208e-8	7	true	19165.9
24	36	12	3.560121836587610e-2	3.560120737053207e-2	1.09953e-8	7	true	16220.1
24	37	1	3.470408934640635e-2	3.470407892585552e-2	1.04206e-8	7	true	19142.2
24	38	2	3.407730862006991e-2	3.407729818819560e-2	1.04319e-8	7	true	18010.1
24	39	3	3.354708153964241e-2	3.354707108961367e-2	1.04500e-8	7	true	17269.3
24	40	8	3.315288795370997e-2	3.315287730558404e-2	1.06481e-8	7	true	16064.8
24	41	1	3.261469587803528e-2	3.261468545786495e-2	1.04202e-8	7	true	17630.3
24	42	6	3.224576658872291e-2	3.224575604807212e-2	1.05407e-8	7	true	16464.7
24	43	1	3.185379638167889e-2	3.185378596167089e-2	1.04200e-8	7	true	17546.4
24	44	4	3.155413391557105e-2	3.155412344631903e-2	1.04693e-8	7	true	16131.7
24	45	3	3.130157384605640e-2	3.130156340047256e-2	1.04456e-8	7	true	16062.8
24	46	2	3.112873146637272e-2	3.112872103714996e-2	1.04292e-8	7	true	18659.1
24	47	1	3.107074219681193e-2	3.107073177708237e-2	1.04197e-8	7	true	16087.9
24	48	24	3.130733011073083e-2	3.130731795798256e-2	1.21527e-8	7	true	12336.0
24	49	1	3.028081841518713e-2	3.028080799560144e-2	1.04196e-8	7	true	16676.4
24	50	2	2.956782306587228e-2	2.956781263766022e-2	1.04282e-8	7	true	16436.5
25	26	1	4.559767649873919e-2	4.559766649362682e-2	1.00051e-8	7	true	22117.8
25	27	1	4.354961845446823e-2	4.354960844955665e-2	1.00049e-8	7	true	21577.7
25	28	1	4.194378727835517e-2	4.194377727361813e-2	1.00047e-8	7	true	20330.9
25	29	1	4.061237637380166e-2	4.061236636922738e-2	1.00046e-8	7	true	20632.0
25	30	5	3.950442402438497e-2	3.950441391329775e-2	1.01111e-8	7	true	18381.0
25	31	1	3.848042464840602e-2	3.848041464412458e-2	1.00043e-8	7	true	18891.5
25	32	1	3.757035702148681e-2	3.757034701734197e-2	1.00041e-8	7	true	19613.8
25	33	1	3.681152637362790e-2	3.681151636960735e-2	1.00040e-8	7	true	19640.3
25	34	1	3.604030778583249e-2	3.604029778193193e-2	1.00039e-8	7	true	19426.5
25	35	5	3.537599977356265e-2	3.537598967834589e-2	1.00952e-8	7	true	17791.8
25	36	1	3.475510818970840e-2	3.475509818602794e-2	1.00037e-8	7	true	18830.5
25	37	1	3.430108396548159e-2	3.430107396190273e-2	1.00036e-8	7	true	20097.8
25	38	1	3.374131970544977e-2	3.374130970196200e-2	1.00035e-8	7	true	18229.7
25	39	1	3.307804689212865e-2	3.307803688873448e-2	1.00034e-8	7	true	18275.3
25	40	5	3.256237494933432e-2	3.256236486602169e-2	1.00833e-8	7	true	16122.3
25	41	1	3.207783602545591e-2	3.207782602222316e-2	1.00032e-8	7	true	18299.7
25	42	1	3.166482226165385e-2	3.166481225849856e-2	1.00032e-8	7	true	17658.2
25	43	1	3.123443737201670e-2	3.123442736893621e-2	1.00031e-8	7	true	17379.7
25	44	1	3.088056545944312e-2	3.088055545643721e-2	1.00030e-8	7	true	16709.4
25	45	5	3.056809505262031e-2	3.056808497856918e-2	1.00741e-8	7	true	16054.8
25	46	1	3.027779101484488e-2	3.027778101196472e-2	1.00029e-8	7	true	16732.3
25	47	1	3.005750280347237e-2	3.005749280065856e-2	1.00028e-8	7	true	16250.6
25	48	1	2.990824219556453e-2	2.990823219280281e-2	1.00028e-8	7	true	16358.4
25	49	1	2.986303124134973e-2	2.986302123865852e-2	1.00027e-8	7	true	16749.0
25	50	25	3.008837023963493e-2	3.008835857299659e-2	1.16666e-8	7	true	11493.8
26	27	1	4.398951594393589e-2	4.398950632401425e-2	9.61992e-9	8	true	20955.3
26	28	2	4.206518547015468e-2	4.206517583717539e-2	9.63298e-9	8	true	20288.8
26	29	1	4.054612352590894e-2	4.054611390629360e-2	9.61962e-9	8	true	19842.3
26	30	2	3.928480964620653e-2	3.928480001440373e-2	9.63180e-9	8	true	20295.2
26	31	1	3.820428418991681e-2	3.820427457057424e-2	9.61934e-9	8	true	20088.1
26	32	2	3.724964206105799e-2	3.724963243028594e-2	9.63077e-9	8	true	19414.8
26	33	1	3.639679259270381e-2	3.639678297360267e-2	9.61910e-9	8	true	19346.4
26	34	2	3.564373531039756e-2	3.564372568052882e-2	9.62987e-9	8	true	19421.7
26	35	1	3.497004284483558e-2	3.497003322595004e-2	9.61889e-9	8	true	18922.1
26	36	2	3.427552815684431e-2	3.427551852778412e-2	9.62906e-9	8	true	19039.1
26	37	1	3.368980740578380e-2	3.368979778708880e-2	9.61869e-9	8	true	18352.6
26	38	2	3.320158397003409e-2	3.320157434169525e-2	9.62834e-9	8	true	18876.7
26	39	13	3.294484588145303e-2	3.294483573190468e-2	1.01495e-8	7	true	14852.3
26	40	2	3.216611037331746e-2	3.216610074562501e-2	9.62769e-9	8	true	19645.0
26	41	1	3.161543906369597e-2	3.161542944532624e-2	9.61837e-9	8	true	17783.1
26	42	2	3.114688683493437e-2	3.114687720783227e-2	9.62710e-9	8	true	17811.1
26	43	1	3.075286511463258e-2	3.075285549639845e-2	9.61823e-9	8	true	17918.4
26	44	2	3.034217259236473e-2	3.034216296579208e-2	9.62657e-9	8	true	16651.0
26	45	1	2.997088332558600e-2	2.997087370748490e-2	9.61810e-9	8	true	17362.5
26	46	2	2.964581675398352e-2	2.964580712789961e-2	9.62608e-9	8	true	16835.7
26	47	1	2.935735970025862e-2	2.935735008227238e-2	9.61799e-9	8	true	16077.1
26	48	2	2.910882779158796e-2	2.910881816595200e-2	9.62564e-9	8	true	16490.0
26	49	1	2.891235208914304e-2	2.891234247126041e-2	9.61788e-9	8	true	16990.1
26	50	2	2.878188868570412e-2	2.878187906048275e-2	9.62522e-9	8	true	16612.4
27	28	1	4.249133762078665e-2	4.249132835747039e-2	9.26332e-9	8	true	20812.6
27	29	1	4.067522735135840e-2	4.067521808817316e-2	9.26319e-9	8	true	22574.3
27	30	3	3.924705673605267e-2	3.924704744252372e-2	9.29353e-9	8	true	23704.4
27	31	1	3.804320699858308e-2	3.804319773565550e-2	9.26293e-9	8	true	24821.9
27	32	1	3.701083745431237e-2	3.701082819150282e-2	9.26281e-9	8	true	23102.0
27	33	3	3.610837017973222e-2	3.610836088931591e-2	9.29042e-9	8	true	23319.2
27	34	1	3.530878813046156e-2	3.530877886785746e-2	9.26260e-9	8	true	22227.4
27	35	1	3.456301536788579e-2	3.456300610538014e-2	9.26251e-9	8	true	21748.6
27	36	9	3.402096748686973e-2	3.402095797042837e-2	9.51644e-9	8	true	17567.7
27	37	1	3.327286250420137e-2	3.327285324187172e-2	9.26233e-9	8	true	19961.4
27	38	1	3.270419402870042e-2	3.270418476645431e-2	9.26225e-9	8	true	19992.9
27	39	3	3.220597655071138e-2	3.220596726509378e-2	9.28562e-9	8	true	18593.4
27	40	1	3.182301466258902e-2	3.182300540049074e-2	9.26210e-9	8	true	18479.1
27	41	1	3.134117892296632e-2	3.134116966094275e-2	9.26202e-9	8	true	18249.0
27	42	3	3.076250509244985e-2	3.076249580871275e-2	9.28374e-9	8	true	18114.8
27	43	1	3.028984744107677e-2	3.028983817917784e-2	9.26190e-9	8	true	18085.6
27	44	1	2.987237983366283e-2	2.987237057182600e-2	9.26184e-9	8	true	17659.2
27	45	9	2.957211439506730e-2	2.957210493006647e-2	9.46500e-9	8	true	16154.5
27	46	1	2.913481051844286e-2	2.913480125671943e-2	9.26172e-9	8	true	17056.7
27	47	1	2.881357909088029e-2	2.881356982920728e-2	9.26167e-9	8	true	19038.8
27	48	3	2.851256515576099e-2	2.851255587508953e-2	9.28067e-9	8	true	16178.5
27	49	1	2.824934061873992e-2	2.824933135716691e-2	9.26157e-9	8	true	17172.0
27	50	1	2.802770521009286e-2	2.802769594857002e-2	9.26152e-9	8	true	17200.6
28	29	1	4.109221350434163e-2	4.109220457211587e-2	8.93223e-9	8	true	21912.5
28	30	2	3.937881315515931e-2	3.937880421243006e-2	8.94273e-9	8	true	21266.9
28	31	1	3.801738758223017e-2	3.801737865025073e-2	8.93198e-9	8	true	21179.6
28	32	4	3.689233983813545e-2	3.689233085643991e-2	8.98170e-9	8	true	19566.1
28	33	1	3.589632406995689e-2	3.589631513818382e-2	8.93177e-9	8	true	20715.0
28	34	2	3.503302187073312e-2	3.503301292967630e-2	8.94106e-9	8	true	20157.1
28	35	7	3.431899728309536e-2	3.431898820573434e-2	9.07736e-9	8	true	19162.2
28	36	4	3.356723759714230e-2	3.356722862134734e-2	8.97579e-9	8	true	18124.0
28	37	1	3.296357564596284e-2	3.296356671453639e-2	8.93143e-9	8	true	19505.3
28	38	2	3.234216911503562e-2	3.234216017529415e-2	8.93974e-9	8	true	18490.0
28	39	1	3.177876107343949e-2	3.177875214216155e-2	8.93128e-9	8	true	18224.2
28	40	4	3.128885039077744e-2	3.128884141970720e-2	8.97107e-9	8	true	18160.1
28	41	1	3.086832707473505e-2	3.086831814358899e-2	8.93115e-9	8	true	19174.0
28	42	14	3.065705338390287e-2	3.065704395932227e-2	9.42458e-9	8	true	15449.9
28	43	1	2.997239176964437e-2	2.997238283861977e-2	8.93102e-9	8	true	18681.9
28	44	4	2.949353419695284e-2	2.949352522975139e-2	8.96720e-9	8	true	17237.1
28	45	1	2.907468378118308e-2	2.907467485026764e-2	8.93092e-9	8	true	19605.2
28	46	2	2.870881037524052e-2	2.870880143744752e-2	8.93779e-9	8	true	17983.1
28	47	1	2.837973690169784e-2	2.837972797088507e-2	8.93081e-9	8	true	17520.8
28	48	4	2.803223250648663e-2	2.803222354250250e-2	8.96398e-9	8	true	16498.3
28	49	7	2.776070566691313e-2	2.776069663206959e-2	9.03484e-9	8	true	15841.3
28	50	2	2.746210646291977e-2	2.746209752586559e-2	8.93705e-9	8	true	17887.7
29	30	1	3.978261793594350e-2	3.978260931197335e-2	8.62397e-9	8	true	20596.2
29	31	1	3.815995044461531e-2	3.815994182075246e-2	8.62386e-9	8	true	21276.4
29	32	1	3.686922525853657e-2	3.686921663477282e-2	8.62376e-9	8	true	20276.9
29	33	1	3.578738031567836e-2	3.578737169200615e-2	8.62367e-9	8	true	20878.7
29	34	1	3.485249168714136e-2	3.485248306355838e-2	8.62358e-9	8	true	22989.7
29	35	1	3.403029959662982e-2	3.403029097312749e-2	8.62350e-9	8	true	23922.3
29	36	1	3.330095915557340e-2	3.330095053214788e-2	8.62343e-9	8	true	24193.9
29	37	1	3.261282874425069e-2	3.261282012090002e-2	8.62335e-9	8	true	22562.3
29	38	1	3.201860107218984e-2	3.201859244890928e-2	8.62328e-9	8	true	23477.2
29	39	1	3.147984060906239e-2	3.147983198584939e-2	8.62321e-9	8	true	20904.5
29	40	1	3.090605465037190e-2	3.090604602722286e-2	8.62315e-9	8	true	20809.8
29	41	1	3.042183486133345e-2	3.042182623824464e-2	8.62309e-9	8	true	19461.6
29	42	1	2.999921312337400e-2	2.999920450034285e-2	8.62303e-9	8	true	19820.5
29	43	1	2.967894838061661e-2	2.967893975764146e-2	8.62298e-9	8	true	19370.9
29	44	1	2.925983187148310e-2	2.925982324856045e-2	8.62292e-9	8	true	18821.2
29	45	1	2.874454728842115e-2	2.874453866554854e-2	8.62287e-9	8	true	18521.4
29	46	1	2.832478756291654e-2	2.832477894009286e-2	8.62282e-9	8	true	17811.1
29	47	1	2.795463929316480e-2	2.795463067038439e-2	8.62278e-9	8	true	18159.3
29	48	1	2.764474083569743e-2	2.764473221296418e-2	8.62273e-9	8	true	18032.7
29	49	1	2.730960070331817e-2	2.730959208062703e-2	8.62269e-9	8	true	18010.3
29	50	1	2.700236189607765e-2	2.700235327342527e-2	8.62265e-9	8	true	18118.3
30	31	1	3.855420962903032e-2	3.855420129273632e-2	8.33629e-9	8	true	22766.4
30	32	2	3.701781371377770e-2	3.701780536889303e-2	8.34488e-9	8	true	21144.8
30	33	3	3.579403755219494e-2	3.579402919363023e-2	8.35856e-9	8	true	20276.2
30	34	2	3.475835957944324e-2	3.475835123523675e-2	8.34421e-9	8	true	20418.0
30	35	5	3.388283773114439e-2	3.388282933169184e-2	8.39945e-9	8	true	18953.2
30	36	6	3.310553853883932e-2	3.310553011293331e-2	8.42591e-9	8	true	18911.4
30	37	1	3.237033517081743e-2	3.237032683499846e-2	8.33582e-9	8	true	19985.6
30	38	2	3.172842838382931e-2	3.172842004076519e-2	8.34306e-9	8	true	19663.5
30	39	3	3.114471536925272e-2	3.114470701456830e-2	8.35468e-9	8	true	18586.5
30	40	10	3.071146333077535e-2	3.071145476597812e-2	8.56480e-9	8	true	18219.7
30	41	1	3.009183325962809e-2	3.009182492405588e-2	8.33557e-9	8	true	18897.7
30	42	6	2.963872997003237e-2	2.963872155735173e-2	8.41268e-9	8	true	17640.1
30	43	1	2.919472696740702e-2	2.919471863193977e-2	8.33547e-9	8	true	18707.4
30	44	2	2.884352090665074e-2	2.884351256491671e-2	8.34173e-9	8	true	19111.4
30	45	15	2.866615987788607e-2	2.866615108161084e-2	8.79628e-9	8	true	15630.2
30	46	2	2.806055277947555e-2	2.806054443810833e-2	8.34137e-9	8	true	18386.1
30	47	1	2.762784754298434e-2	2.762783920769841e-2	8.33529e-9	8	true	18743.0
30	48	6	2.727420134666749e-2	2.727419294390697e-2	8.40276e-9	8	true	18690.9
30	49	1	2.692641025768689e-2	2.692640192248201e-2	8.33520e-9	8	true	18731.8
30	50	10	2.668897702963464e-2	2.668896851113390e-2	8.51850e-9	8	true	17101.5
31	32	1	3.739965310447316e-2	3.739964503727025e-2	8.06720e-9	8	true	22432.8
31	33	1	3.594012376175011e-2	3.594011569462866e-2	8.06712e-9	8	true	21357.0
31	34	1	3.477222268962008e-2	3.477221462257067e-2	8.06705e-9	8	true	20715.4
31	35	1	3.378802121179307e-2	3.378801314481668e-2	8.06698e-9	8	true	20739.8
31	36	1	3.293622069729912e-2	3.293621263039404e-2	8.06691e-9	8	true	20365.4
31	37	1	3.218432595385010e-2	3.218431788700739e-2	8.06684e-9	8	true	20175.4
31	38	1	3.149933640530223e-2	3.149932833852092e-2	8.06678e-9	8	true	19561.7
31	39	1	3.089959763417509e-2	3.089958956745155e-2	8.06672e-9	8	true	19683.1
31	40	1	3.032037226832883e-2	3.032036420166230e-2	8.06667e-9	8	true	20314.1
31	41	1	2.984381085130430e-2	2.984380278469179e-2	8.06661e-9	8	true	19016.3
31	42	1	2.933057319102763e-2	2.933056512446584e-2	8.06656e-9	8	true	19118.5
31	43	1	2.885725349693133e-2	2.885724543041666e-2	8.06651e-9	8	true	19273.4
31	44	1	2.844082455816332e-2	2.844081649169527e-2	8.06647e-9	8	true	19240.8
31	45	1	2.807887420443724e-2	2.807886613800941e-2	8.06643e-9	8	true	19197.4
31	46	1	2.780562642497454e-2	2.780561835859097e-2	8.06638e-9	8	true	18478.6
31	47	1	2.743773449813470e-2	2.743772643179080e-2	8.06634e-9	8	true	18088.2
31	48	1	2.697789140359209e-2	2.697788333728770e-2	8.06630e-9	8	true	18288.3
31	49	1	2.660183796275158e-2	2.660182989648138e-2	8.06627e-9	8	true	16965.9
31	50	1	2.627076847020851e-2	2.627076040397485e-2	8.06623e-9	8	true	17955.0
32	33	1	3.631247148231800e-2	3.631246366737572e-2	7.81494e-9	8	true	22398.0
32	34	2	3.492616078241257e-2	3.492615296035151e-2	7.82206e-9	8	true	20772.3
32	35	1	3.381176440989477e-2	3.381175659508662e-2	7.81481e-9	8	true	21236.9
32	36	4	3.287921990753122e-2	3.287921205888094e-2	7.84865e-9	8	true	19705.9
32	37	1	3.205358870313262e-2	3.205358088845074e-2	7.81468e-9	8	true	22357.9
32	38	2	3.133117564332832e-2	3.133116782228064e-2	7.82105e-9	8	true	19813.9
32	39	1	3.067814715950647e-2	3.067813934493584e-2	7.81457e-9	8	true	19823.1
32	40	8	3.014072976556558e-2	3.014072182287469e-2	7.94269e-9	8	true	17531.4
32	41	1	2.954517002892558e-2	2.954516221445615e-2	7.81447e-9	8	true	20087.7
32	42	2	2.906473956239878e-2	2.906473174216375e-2	7.82024e-9	8	true	18852.6
32	43	1	2.862288215982211e-2	2.862287434544502e-2	7.81438e-9	8	true	21790.9
32	44	4	2.814609517627481e-2	2.814608733419818e-2	7.84208e-9	8	true	23328.4
32	45	1	2.773813496210229e-2	2.773812714781028e-2	7.81429e-9	8	true	19518.5
32	46	2	2.736956507034520e-2	2.736955725078492e-2	7.81956e-9	8	true	18384.5
32	47	1	2.706706657082729e-2	2.706705875661209e-2	7.81422e-9	8	true	18676.3
32	48	16	2.691792766329597e-2	2.691791941678794e-2	8.24651e-9	8	true	15197.6
32	49	1	2.637706064204209e-2	2.637705282789801e-2	7.81414e-9	8	true	22596.7
32	50	2	2.598927231410817e-2	2.598926449511374e-2	7.81899e-9	8	true	17257.1
33	34	1	3.528692439098851e-2	3.528691681298828e-2	7.57800e-9	8	true	21628.7
33	35	1	3.396633872743937e-2	3.396633114951177e-2	7.57793e-9	8	true	21389.0
33	36	3	3.290686570280365e-2	3.290685810793114e-2	7.59487e-9	8	true	20109.9
33	37	1	3.200484637054080e-2	3.200483879273337e-2	7.57781e-9	8	true	20293.6
33	38	1	3.122060564851034e-2	3.122059807075759e-2	7.57775e-9	8	true	20701.0
33	39	3	3.052840126433609e-2	3.052839367093572e-2	7.59340e-9	8	true	19567.4
33	40	1	2.990209223533761e-2	2.990208465768446e-2	7.57765e-9	8	true	20646.5
33	41	1	2.934999421867230e-2	2.934998664106593e-2	7.57761e-9	8	true	19820.7
33	42	3	2.881364767143580e-2	2.881364007929850e-2	7.59214e-9	8	true	19020.9
33	43	1	2.833698771820270e-2	2.833698014068021e-2	7.57752e-9	8	true	21427.6
33	44	11	2.798838264230266e-2	2.798837485612336e-2	7.78618e-9	8	true	17040.9
33	45	3	2.746845479973825e-2	2.746844720869363e-2	7.59104e-9	8	true	18897.9
33	46	1	2.706909488015156e-2	2.706908730274852e-2	7.57740e-9	8	true	19047.7
33	47	1	2.670455431532753e-2	2.670454673795895e-2	7.57737e-9	8	true	18139.9
33	48	3	2.639199106771563e-2	2.639198347762541e-2	7.59009e-9	8	true	17980.1
33	49	1	2.615481306646358e-2	2.615480548916361e-2	7.57730e-9	8	true	18183.5
33	50	1	2.582929734900524e-2	2.582928977173258e-2	7.57727e-9	8	true	17032.2
34	35	1	3.431790613370356e-2	3.431789877871869e-2	7.35498e-9	8	true	21722.7
34	36	2	3.306003480693556e-2	3.306002744599650e-2	7.36094e-9	8	true	20998.2
34	37	1	3.204387781338063e-2	3.204387045851036e-2	7.35487e-9	8	true	20036.9
34	38	2	3.118299249337826e-2	3.118298513286596e-2	7.36051e-9	8	true	21757.5
34	39	1	3.043287992428058e-2	3.043287256950785e-2	7.35477e-9	8	true	23867.1
34	40	2	2.976484024060308e-2	2.976483288047072e-2	7.36013e-9	8	true	23957.4
34	41	1	2.917059853076732e-2	2.917059117608580e-2	7.35468e-9	8	true	23619.5
34	42	2	2.862291430041696e-2	2.862290694062515e-2	7.35979e-9	8	true	23788.4
34	43	1	2.811971095330475e-2	2.811970359870096e-2	7.35460e-9	8	true	22515.5
34	44	2	2.765266021188848e-2	2.765265285241148e-2	7.35948e-9	8	true	21730.5
34	45	1	2.726345212150356e-2	2.726344476697765e-2	7.35453e-9	8	true	20110.3
34	46	2	2.683334379278338e-2	2.683333643359153e-2	7.35919e-9	8	true	19560.4
34	47	1	2.643009339565032e-2	2.643008604119237e-2	7.35446e-9	8	true	20031.7
34	48	2	2.607772396524657e-2	2.607771660631513e-2	7.35893e-9	8	true	19355.5
34	49	1	2.575983406164057e-2	2.575982670724552e-2	7.35440e-9	8	true	18693.5
34	50	2	2.549796160074335e-2	2.549795424205007e-2	7.35869e-9	8	true	18344.7
35	36	1	3.340086029726230e-2	3.340085315252280e-2	7.14474e-9	8	true	21947.8
35	37	1	3.219965514770642e-2	3.219964800303096e-2	7.14468e-9	8	true	21380.1
35	38	1	3.122826967483933e-2	3.122826253020628e-2	7.14463e-9	8	true	21040.1
35	39	1	3.040303332599415e-2	3.040302618141028e-2	7.14458e-9	8	true	19763.8
35	40	5	2.969244329907978e-2	2.969243611372336e-2	7.18536e-9	8	true	21043.3
35	41	1	2.904372207421645e-2	2.904371492971369e-2	7.14450e-9	8	true	19419.8
35	42	7	2.848955457524097e-2	2.848954735303581e-2	7.22221e-9	8	true	18927.0
35	43	1	2.793695595202157e-2	2.793694880759708e-2	7.14442e-9	8	true	19828.5
35	44	1	2.746893746535055e-2	2.746893032096241e-2	7.14439e-9	8	true	20503.2
35	45	5	2.701252023644400e-2	2.701251305580803e-2	7.18064e-9	8	true	19232.6
35	46	1	2.660892253414228e-2	2.660891538982220e-2	7.14432e-9	8	true	20168.3
35	47	1	2.624122931290706e-2	2.624122216861579e-2	7.14429e-9	8	true	19236.2
35	48	1	2.583067019532329e-2	2.583066305106418e-2	7.14426e-9	8	true	19193.6
35	49	7	2.550180741843396e-2	2.550180020756485e-2	7.21087e-9	8	true	16724.8
35	50	5	2.517393745547909e-2	2.517393027862291e-2	7.17686e-9	8	true	17454.3
36	37	1	3.253170778756109e-2	3.253170084140015e-2	6.94616e-9	8	true	22336.7
36	38	2	3.138466245370425e-2	3.138465550250213e-2	6.95120e-9	8	true	20974.3
36	39	3	3.045596197185239e-2	3.045595501258775e-2	6.95926e-9	8	true	20821.0
36	40	4	2.966677403352098e-2	2.966676706337427e-2	6.97015e-9	8	true	20268.1
36	41	1	2.897051467118032e-2	2.897050772518256e-2	6.94600e-9	8	true	22386.4
36	42	6	2.836797324156212e-2	2.836796624201833e-2	6.99954e-9	8	true	19312.2
36	43	1	2.780272941173101e-2	2.780272246580746e-2	6.94592e-9	8	true	20054.9
36	44	4	2.729171534523687e-2	2.729170837742464e-2	6.96781e-9	8	true	18328.4
36	45	9	2.686892028544101e-2	2.686891322527133e-2	7.06017e-9	8	true	18112.7
36	46	2	2.638888741013926e-2	2.638888046011685e-2	6.95002e-9	8	true	19500.9
36	47	1	2.599603477517362e-2	2.599602782937753e-2	6.94580e-9	8	true	18331.8
36	48	12	2.570862684972020e-2	2.570861971238918e-2	7.13733e-9	8	true	17197.0
36	49	1	2.526265679607657e-2	2.526264985033330e-2	6.94574e-9	8	true	20096.6
36	50	2	2.491896708369174e-2	2.491896013411758e-2	6.94957e-9	8	true	18941.0
37	38	1	3.170678589196005e-2	3.170677913360807e-2	6.75835e-9	8	true	21971.2
37	39	1	3.060896237687993e-2	3.060895561858168e-2	6.75830e-9	8	true	21166.6
37	40	1	2.971715791033098e-2	2.971715115207052e-2	6.75826e-9	8	true	23075.9
37	41	1	2.895686267239172e-2	2.895685591416775e-2	6.75822e-9	8	true	20572.3
37	42	1	2.829006132933614e-2	2.829005457114301e-2	6.75819e-9	8	true	20245.5
37	43	1	2.769964128541725e-2	2.769963452726146e-2	6.75816e-9	8	true	19784.9
37	44	1	2.716143001590088e-2	2.716142325777695e-2	6.75812e-9	8	true	20921.5
37	45	1	2.666976190713395e-2	2.666975514904093e-2	6.75809e-9	8	true	19629.0
37	46	1	2.623692356752844e-2	2.623691680946231e-2	6.75807e-9	8	true	23540.5
37	47	1	2.580362034672288e-2	2.580361358868576e-2	6.75804e-9	8	true	23408.5
37	48	1	2.541699173403898e-2	2.541698497603025e-2	6.75801e-9	8	true	18694.9
37	49	1	2.509376460461788e-2	2.509375784663400e-2	6.75798e-9	8	true	21005.5
37	50	1	2.472719046892160e-2	2.472718371096155e-2	6.75796e-9	8	true	22270.2
38	39	1	3.092279644651009e-2	3.092278986610329e-2	6.58041e-9	8	true	20442.3
38	40	2	2.987209143878814e-2	2.987208485408806e-2	6.58470e-9	8	true	21114.1
38	41	1	2.901572489533361e-2	2.901571831499067e-2	6.58034e-9	8	true	20999.2
38	42	2	2.828483509218192e-2	2.828482850775486e-2	6.58443e-9	8	true	20135.0
38	43	1	2.764293732733802e-2	2.764293074706431e-2	6.58027e-9	8	true	22272.9
38	44	2	2.707158991093237e-2	2.707158332675221e-2	6.58418e-9	8	true	21829.2
38	45	1	2.655330233072379e-2	2.655329575050710e-2	6.58022e-9	8	true	22067.0
38	46	2	2.608277965999625e-2	2.608277307604535e-2	6.58395e-9	8	true	21891.1
38	47	1	2.565223683926817e-2	2.565223025910570e-2	6.58016e-9	8	true	22163.9
38	48	2	2.524888343599607e-2	2.524887685225190e-2	6.58374e-9	8	true	21661.3
38	49	1	2.486820498867030e-2	2.486819840856097e-2	6.58011e-9	8	true	21011.6
38	50	2	2.453675268951288e-2	2.453674610596273e-2	6.58355e-9	8	true	20986.5
39	40	1	3.017676155952801e-2	3.017675514792040e-2	6.41161e-9	8	true	22087.2
39	41	1	2.916910161533529e-2	2.916909520375400e-2	6.41158e-9	8	true	23087.3
39	42	3	2.834870728535342e-2	2.834870086336723e-2	6.42199e-9	8	true	22591.3
39	43	1	2.764379033662206e-2	2.764378392510551e-2	6.41152e-9	8	true	21411.3
39	44	1	2.702658762934903e-2	2.702658121785987e-2	6.41149e-9	8	true	20833.8
39	45	3	2.647477338237130e-2	2.647476696116944e-2	6.42120e-9	8	true	21817.0
39	46	1	2.597381525691144e-2	2.597380884547961e-2	6.41143e-9	8	true	20841.7
39	47	1	2.552494842684503e-2	2.552494201543825e-2	6.41141e-9	8	true	20230.0
39	48	3	2.510018872446601e-2	2.510018230395131e-2	6.42051e-9	8	true	20303.7
39	49	1	2.472372098857447e-2	2.472371457721573e-2	6.41136e-9	8	true	19605.2
39	50	1	2.434391818133826e-2	2.434391177000005e-2	6.41134e-9	8	true	20086.6
40	41	1	2.946598563680240e-2	2.946597938555306e-2	6.25125e-9	8	true	21116.2
40	42	2	2.849959251379782e-2	2.849958625885557e-2	6.25494e-9	8	true	20527.9
40	43	1	2.770889043754695e-2	2.770888418634732e-2	6.25120e-9	8	true	21714.0
40	44	4	2.703492210354015e-2	2.703491583461662e-2	6.26892e-9	8	true	20127.3
40	45	5	2.644226481491386e-2	2.644225853599364e-2	6.27892e-9	8	true	20319.1
40	46	2	2.590323280815712e-2	2.590322655364326e-2	6.25451e-9	8	true	20346.1
40	47	1	2.542077860279049e-2	2.542077235169566e-2	6.25109e-9	8	true	22104.2
40	48	8	2.500276501524061e-2	2.500275869581109e-2	6.31943e-9	8	true	19195.9
40	49	1	2.457267339468290e-2	2.457266714363234e-2	6.25105e-9	8	true	20013.6
40	50	10	2.423758381245246e-2	2.423757745829976e-2	6.35415e-9	8	true	17453.0
41	42	1	2.878802268627105e-2	2.878801658753934e-2	6.09873e-9	8	true	22100.7
41	43	1	2.785950467082024e-2	2.785949857211509e-2	6.09871e-9	8	true	21213.5
41	44	1	2.709908379744820e-2	2.709907769877334e-2	6.09867e-9	8	true	23174.9
41	45	1	2.644661034999694e-2	2.644660425134970e-2	6.09865e-9	8	true	22707.2
41	46	1	2.587254671525791e-2	2.587254061663105e-2	6.09863e-9	8	true	25601.5
41	47	1	2.535870485610487e-2	2.535869875750059e-2	6.09860e-9	8	true	26024.2
