a	b	strip	stirling_b	ft_a	tsum_delta	formula	lhs	identity_err	gap_algebraic	gap_numerical	gap_match
3	8	8.333333333333333e-2	3.258267518847658e-2	6.305114956180710e-2	-1.680954635680990e-2	1.595795760003710e-1	1.621576117268071e-1	2.578036e-3	4.366356747856109e-2	4.624160320499721e-2	2.578036e-3
5	8	1.000000000000000e-1	3.258267518847658e-2	4.443385703979762e-2	-3.077055483362814e-2	1.428118747466716e-1	1.462459773946461e-1	3.434103e-3	1.022919955819505e-2	1.366330220616948e-2	3.434103e-3
7	8	1.071428571428571e-1	3.258267518847658e-2	4.221561724648709e-2	-4.444425697814817e-2	1.341765022096846e-1	1.374968925996726e-1	3.320390e-3	-5.549030121649082e-3	-2.228639731661086e-3	3.320390e-3
2	9	5.555555555555555e-2	2.896237794531251e-2	7.900608903227219e-2	-8.235813384468707e-3	1.531816374839429e-1	1.552882091486716e-1	2.106572e-3	6.866370398307478e-2	7.077027564780347e-2	2.106572e-3
4	9	8.333333333333333e-2	2.896237794531251e-2	5.489041894660345e-2	-2.163827235583481e-2	1.423422470703690e-1	1.455478578694145e-1	3.205611e-3	3.004653579172311e-2	3.325214659076865e-2	3.205611e-3
5	9	8.888888888888889e-2	2.896237794531251e-2	3.881138262899057e-2	-1.885049615215624e-2	1.350626974853238e-1	1.378121533110357e-1	2.749456e-3	1.721143065112235e-2	1.996088647683433e-2	2.749456e-3
7	9	9.523809523809523e-2	2.896237794531251e-2	3.651520155240318e-2	-3.541167988121267e-2	1.223641884838073e-1	1.253039948545983e-1	2.939806e-3	-1.836284699600450e-3	1.103521671190516e-3	2.939806e-3
8	9	9.722222222222222e-2	2.896237794531251e-2	3.804259925281419e-2	-3.990064686435114e-2	1.211002129634582e-1	1.243265525559978e-1	3.226340e-3	-5.084387204076540e-3	-1.858047611536955e-3	3.226340e-3
3	10	6.666666666666667e-2	2.606614015078126e-2	6.156621550288389e-2	-1.275152603541459e-2	1.392428661869980e-1	1.415474962849172e-1	2.304630e-3	4.651005936955010e-2	4.881468946746931e-2	2.304630e-3
7	10	8.571428571428572e-2	2.606614015078126e-2	3.294124876729763e-2	-2.750633092657038e-2	1.144411158488240e-1	1.172153437057942e-1	2.774228e-3	2.660689983757051e-3	5.434917840727253e-3	2.774228e-3
9	10	8.888888888888889e-2	2.606614015078126e-2	3.464681365071492e-2	-3.615246645615056e-2	1.103337628007506e-1	1.134493762342345e-1	3.115613e-3	-4.621266238919544e-3	-1.505652805435641e-3	3.115613e-3
2	11	4.545454545454546e-2	2.369649104616478e-2	7.240463286022389e-2	-5.626900616027004e-3	1.345117905802274e-1	1.359287687449071e-1	1.416978e-3	6.536075407951719e-2	6.677773224419688e-2	1.416978e-3
3	11	6.060606060606061e-2	2.369649104616478e-2	5.707605347930333e-2	-8.765160417328935e-3	1.308187981174722e-1	1.326134447141998e-1	1.794647e-3	4.651624646524677e-2	4.831089306197439e-2	1.794647e-3
4	11	6.818181818181818e-2	2.369649104616478e-2	4.632279542333058e-2	-1.096560344929303e-2	1.252743768417936e-1	1.272355012020205e-1	1.961124e-3	3.339606761381061e-2	3.535719197403755e-2	1.961124e-3
5	11	7.272727272727272e-2	2.369649104616478e-2	4.543554029337949e-2	-1.912728640469856e-2	1.204199428165691e-1	1.227320176621184e-1	2.312075e-3	2.399617904313164e-2	2.630825388868093e-2	2.312075e-3
6	11	7.575757575757576e-2	2.369649104616478e-2	3.156012287796388e-2	-1.404988486509551e-2	1.148528992986479e-1	1.169643048166089e-1	2.111406e-3	1.539883249490732e-2	1.751023801286837e-2	2.111406e-3
7	11	7.792207792207792e-2	2.369649104616478e-2	3.303532243447977e-2	-2.405760016051493e-2	1.082338770475516e-1	1.105962912422075e-1	2.362414e-3	6.615308079308937e-3	8.977722273964836e-3	2.362414e-3
8	11	7.954545454545454e-2	2.369649104616478e-2	3.066378478709634e-2	-2.744355332373342e-2	1.040616534323719e-1	1.064621770549822e-1	2.400524e-3	8.197078407526243e-4	3.220231463362923e-3	2.400524e-3
9	11	8.080808080808081e-2	2.369649104616478e-2	3.019213033491477e-2	-3.064140672144710e-2	1.015911038051899e-1	1.040552954677133e-1	2.464192e-3	-2.913468049055679e-3	-4.492763865323244e-4	2.464192e-3
10	11	8.181818181818182e-2	2.369649104616478e-2	3.182591836582741e-2	-3.340070389686862e-2	1.013215065959788e-1	1.039398873333054e-1	2.618381e-3	-4.193166268367827e-3	-1.574785531041204e-3	2.618381e-3
5	12	6.666666666666667e-2	2.172178345898439e-2	4.145626912214231e-2	-1.508516675806482e-2	1.129124510056426e-1	1.147595524897286e-1	1.847101e-3	2.452400087999152e-2	2.637110236407749e-2	1.847101e-3
7	12	7.142857142857142e-2	2.172178345898439e-2	3.003129927403848e-2	-1.804938157663550e-2	1.032003585973751e-1	1.051322725849588e-1	1.931914e-3	1.005000370981926e-2	1.198191769740299e-2	1.931914e-3
11	12	7.575757575757576e-2	2.172178345898439e-2	2.944291448783402e-2	-3.102159012346012e-2	9.367009205790590e-2	9.590068358093404e-2	2.230592e-3	-3.809267158654242e-3	-1.578675635626106e-3	2.230592e-3
2	13	3.846153846153846e-2	2.005087703906251e-2	6.687094182600256e-2	-4.086953109827972e-3	1.202784805416941e-1	1.212964042167756e-1	1.017924e-3	6.176606504109315e-2	6.278398871617458e-2	1.017924e-3
3	13	5.128205128205128e-2	2.005087703906251e-2	5.520120737770477e-2	-7.858738119521031e-3	1.173021782651799e-1	1.186753975792975e-1	1.373219e-3	4.596924994406615e-2	4.734246925818374e-2	1.373219e-3
4	13	5.769230769230770e-2	2.005087703906251e-2	4.780940338749760e-2	-1.124430820708604e-2	1.127541636202808e-1	1.143082799117818e-1	1.554116e-3	3.501097888891056e-2	3.656509518041155e-2	1.554116e-3
5	13	6.153846153846154e-2	2.005087703906251e-2	3.961064659663897e-2	-1.239125625279989e-2	1.072344701549426e-1	1.088087289213631e-1	1.574259e-3	2.564513157741859e-2	2.721939034383909e-2	1.574259e-3
6	13	6.410256410256410e-2	2.005087703906251e-2	3.880842572073193e-2	-1.700728712456084e-2	1.042173595919240e-1	1.059545797377977e-1	1.737220e-3	2.006391845029739e-2	2.180113859617109e-2	1.737220e-3
7	13	6.593406593406594e-2	2.005087703906251e-2	2.648650271062477e-2	-1.053499842481966e-2	9.987728792142402e-2	1.019364472589336e-1	2.059159e-3	1.389234494829558e-2	1.595150428580512e-2	2.059159e-3
8	13	6.730769230769230e-2	2.005087703906251e-2	2.752535503944627e-2	-1.857366538592064e-2	9.423098820867080e-2	9.631025900028044e-2	2.079271e-3	6.872418861915986e-3	8.951689653525626e-3	2.079271e-3
9	13	6.837606837606838e-2	2.005087703906251e-2	2.522427330541940e-2	-2.076306826068823e-2	9.091992395412843e-2	9.288815045986207e-2	1.968227e-3	2.492978538997546e-3	4.461205044731176e-3	1.968227e-3
10	13	6.923076923076923e-2	2.005087703906251e-2	2.526524511656507e-2	-2.430690635591134e-2	8.830594097955301e-2	9.023998503048547e-2	1.934044e-3	-9.757052902787279e-4	9.583387606537313e-4	1.934044e-3
11	13	6.993006993006994e-2	2.005087703906251e-2	2.586492633152363e-2	-2.699886824297301e-2	8.692319913100360e-2	8.884700505768306e-2	1.923806e-3	-3.057747838128839e-3	-1.133941911449382e-3	1.923806e-3
12	13	7.051282051282051e-2	2.005087703906251e-2	2.740156807859575e-2	-2.890180170136922e-2	8.709438164205288e-2	8.906346392910955e-2	1.969082e-3	-3.469315909830139e-3	-1.500233622773474e-3	1.969082e-3
3	14	4.761904761904762e-2	1.861867153627233e-2	5.191785538690614e-2	-5.519057181777158e-3	1.115233935127542e-1	1.126365173604489e-1	1.113124e-3	4.528567435743427e-2	4.639879820512899e-2	1.113124e-3
5	14	5.714285714285714e-2	1.861867153627233e-2	3.638739633967631e-2	-7.268738765186744e-3	1.029032117351571e-1	1.048801862536190e-1	1.976975e-3	2.714168305602761e-2	2.911865757448957e-2	1.976975e-3
9	14	6.349206349206349e-2	1.861867153627233e-2	2.632482723122609e-2	-1.963668445118452e-2	8.699650998634427e-2	8.879887780837739e-2	1.802368e-3	4.885774958008446e-3	6.688142780041565e-3	1.802368e-3
11	14	6.493506493506493e-2	1.861867153627233e-2	2.391880551079072e-2	-2.341787033292634e-2	8.211193868530307e-2	8.405467164920165e-2	1.942733e-3	-1.441797786034194e-3	5.009351778643774e-4	1.942733e-3
13	14	6.593406593406594e-2	1.861867153627233e-2	2.563219789078333e-2	-2.701722466688624e-2	8.138311819305660e-2	8.316771069423536e-2	1.784593e-3	-3.169619277281664e-3	-1.385026776102911e-3	1.784593e-3
2	15	3.333333333333333e-2	1.737742676718751e-2	6.219253569300713e-2	-3.102593902118919e-3	1.090342416824683e-1	1.098007018914091e-1	7.664602e-4	5.832348158194744e-2	5.908994179088822e-2	7.664602e-4
4	15	5.000000000000000e-2	1.737742676718751e-2	4.209974897323067e-2	-5.185927235452252e-3	1.023735226469430e-1	1.042912485049659e-1	1.917726e-3	3.499609587975553e-2	3.691382173777841e-2	1.917726e-3
7	15	5.714285714285714e-2	1.737742676718751e-2	3.389660211784412e-2	-1.514440748546266e-2	9.180933722468813e-2	9.327247854242611e-2	1.463141e-3	1.728905331464349e-2	1.875219463238146e-2	1.463141e-3
8	15	5.833333333333333e-2	1.737742676718751e-2	2.275939285838074e-2	-8.183797933204204e-3	8.834916598261366e-2	9.028635502569737e-2	1.937189e-3	1.263840588209282e-2	1.457559492517654e-2	1.937189e-3
11	15	6.060606060606061e-2	1.737742676718751e-2	2.281385107263928e-2	-2.067632460074087e-2	7.836496035881071e-2	8.012101384514653e-2	1.756053e-3	3.814729855626024e-4	2.137526471898410e-3	1.756053e-3
13	15	6.153846153846154e-2	1.737742676718751e-2	2.268971433122619e-2	-2.383190254077092e-2	7.600551672831049e-2	7.777370009610432e-2	1.768183e-3	-2.910371577338550e-3	-1.142188209544732e-3	1.768183e-3
14	15	6.190476190476191e-2	1.737742676718751e-2	2.408304814333117e-2	-2.533970569415556e-2	7.637667392936624e-2	7.802553112112502e-2	1.648857e-3	-2.905514742583173e-3	-1.256657550824390e-3	1.648857e-3
3	16	4.166666666666666e-2	1.629133759423829e-2	5.013083560870110e-2	-5.326312249126522e-3	1.018519949510583e-1	1.027625276204795e-1	9.105327e-4	4.389399069015332e-2	4.480452335957457e-2	9.105327e-4
5	16	5.000000000000000e-2	1.629133759423829e-2	3.913159880709406e-2	-9.644112333401832e-3	9.445854581883949e-2	9.577882406793052e-2	1.320278e-3	2.816720822460120e-2	2.948748647369223e-2	1.320278e-3
7	16	5.357142857142857e-2	1.629133759423829e-2	3.120712783773768e-2	-1.231597769646793e-2	8.702009964081354e-2	8.875391630693662e-2	1.733817e-3	1.715733347514668e-2	1.889115014126975e-2	1.733817e-3
9	16	5.555555555555555e-2	1.629133759423829e-2	2.236729811883134e-2	-1.166827251155289e-2	8.090806583765332e-2	8.254591875707230e-2	1.637853e-3	9.061172687859484e-3	1.069902560727846e-2	1.637853e-3
11	16	5.681818181818182e-2	1.629133759423829e-2	2.037250762710687e-2	-1.637557664117769e-2	7.538809441526810e-2	7.710645039834929e-2	1.718356e-3	2.278575002847991e-3	3.996930985929179e-3	1.718356e-3
13	16	5.769230769230770e-2	1.629133759423829e-2	2.072023623904174e-2	-2.069870002589012e-2	7.209543796826984e-2	7.400518149969761e-2	1.909744e-3	-1.888207318276148e-3	2.153621315161945e-5	1.909744e-3
15	16	5.833333333333333e-2	1.629133759423829e-2	2.271483508249385e-2	-2.384218110302093e-2	7.195229409422206e-2	7.349732490704454e-2	1.545031e-3	-2.672376833349559e-3	-1.127346020527076e-3	1.545031e-3
2	17	2.941176470588235e-2	1.533302361810662e-2	5.819195110780966e-2	-2.435416070301103e-3	9.990346926292633e-2	1.005013233614975e-1	5.978541e-4	5.515868093893735e-2	5.575653503750856e-2	5.978541e-4
3	17	3.921568627450980e-2	1.533302361810662e-2	4.761832803362587e-2	-2.712935332270453e-3	9.761792663785623e-2	9.945410259397185e-2	1.836176e-3	4.306921674523981e-2	4.490539270135541e-2	1.836176e-3
4	17	4.411764705882353e-2	1.533302361810662e-2	4.249928866458942e-2	-6.553322762535456e-3	9.415258011696510e-2	9.539663657898412e-2	1.244056e-3	3.470190944003495e-2	3.594596590205396e-2	1.244056e-3
5	17	4.705882352941176e-2	1.533302361810662e-2	3.665498686398144e-2	-7.629949179450462e-3	9.015429045486339e-2	9.141688483204936e-2	1.262594e-3	2.776244330734500e-2	2.902503768453098e-2	1.262594e-3
6	17	4.901960784313725e-2	1.533302361810662e-2	2.986934165815038e-2	-5.158727617142062e-3	8.725666937286533e-2	8.906324550225220e-2	1.806576e-3	2.290403791162145e-2	2.471061404100832e-2	1.806576e-3
7	17	5.042016806722689e-2	1.533302361810662e-2	2.928110738191023e-2	-1.002330951442936e-2	8.338370457076312e-2	8.501098955281437e-2	1.627285e-3	1.763051288542960e-2	1.925779786748087e-2	1.627285e-3
8	17	5.147058823529412e-2	1.533302361810662e-2	3.010569750564046e-2	-1.357955180953898e-2	8.202168939566211e-2	8.332975754950221e-2	1.308068e-3	1.521807754226137e-2	1.652614569610147e-2	1.308068e-3
9	17	5.228758169934641e-2	1.533302361810662e-2	1.991631031766263e-2	-6.536809431779730e-3	7.920570419245916e-2	8.100010620333593e-2	1.794402e-3	1.158509887500613e-2	1.337950088588290e-2	1.794402e-3
10	17	5.294117647058823e-2	1.533302361810662e-2	2.151246212307157e-2	-1.327643193863455e-2	7.506328619597455e-2	7.651023027313188e-2	1.446944e-3	6.789086107279693e-3	8.236030184437021e-3	1.446944e-3
11	17	5.347593582887700e-2	1.533302361810662e-2	2.189784754138046e-2	-1.652151715578349e-2	7.268846998346885e-2	7.418528983258060e-2	1.496820e-3	3.879510536485226e-3	5.376330385596967e-3	1.496820e-3
12	17	5.392156862745098e-2	1.533302361810662e-2	1.973478654868168e-2	-1.670998527360419e-2	7.055685025805587e-2	7.227939352063509e-2	1.722543e-3	1.302258012498261e-3	3.024801275077481e-3	1.722543e-3
13	17	5.429864253393665e-2	1.533302361810662e-2	1.923809371120997e-2	-1.825267500107070e-2	6.902502718188108e-2	7.061708486218256e-2	1.592058e-3	-6.066389701621876e-4	9.854187101392762e-4	1.592058e-3
14	17	5.462184873949580e-2	1.533302361810662e-2	1.980267062880069e-2	-2.016350678007240e-2	6.796520340533177e-2	6.959403620633073e-2	1.628833e-3	-1.989668952270651e-3	-3.608361512717013e-4	1.628833e-3
15	17	5.490196078431372e-2	1.533302361810662e-2	2.024723137923120e-2	-2.123409761215602e-2	6.755593484516098e-2	6.924811816949553e-2	1.692183e-3	-2.679049557259363e-3	-9.868662329248221e-4	1.692183e-3
16	17	5.514705882352941e-2	1.533302361810662e-2	2.149717940731209e-2	-2.250043774214527e-2	6.801408627070750e-2	6.947682410680285e-2	1.462738e-3	-2.465996170928539e-3	-1.003258334833183e-3	1.462738e-3
5	18	4.444444444444445e-2	1.448118897265626e-2	3.533020267287620e-2	-6.335919518655349e-3	8.670687103698357e-2	8.791991657132155e-2	1.213046e-3	2.778123761988287e-2	2.899428315422084e-2	1.213046e-3
7	18	4.761904761904762e-2	1.448118897265626e-2	2.891500398854003e-2	-9.467083732042780e-3	8.030724219940748e-2	8.154815684820112e-2	1.240915e-3	1.820700560770361e-2	1.944792025649724e-2	1.240915e-3
11	18	5.050505050505050e-2	1.448118897265626e-2	1.981553825402907e-2	-1.298338120279010e-2	7.016648961462582e-2	7.181839652894573e-2	1.651907e-3	5.180250136919062e-3	6.832157051238965e-3	1.651907e-3
13	18	5.128205128205128e-2	1.448118897265626e-2	1.874807194997838e-2	-1.640030837026780e-2	6.641430417693647e-2	6.811100383441812e-2	1.696700e-3	6.510639222289335e-4	2.347763579710579e-3	1.696700e-3
17	18	5.228758169934641e-2	1.448118897265626e-2	2.040620263910060e-2	-2.129349088688795e-2	6.448608268576655e-2	6.588148242421532e-2	1.395400e-3	-2.282687986236113e-3	-8.872882477873472e-4	1.395400e-3
2	19	2.631578947368421e-2	1.371902113199014e-2	5.473226588354482e-2	-1.962436667459477e-3	9.232530883742561e-2	9.280463982175970e-2	4.793310e-4	5.229049823175126e-2	5.276982921608535e-2	4.793310e-4
3	19	3.508771929824561e-2	1.371902113199014e-2	4.601391770902707e-2	-3.285964882402700e-3	9.032571059640081e-2	9.153469325686013e-2	1.208983e-3	4.151897016616506e-2	4.272795282662437e-2	1.208983e-3
4	19	3.947368421052631e-2	1.371902113199014e-2	3.840437130276030e-2	-3.278226141143688e-3	8.711274654088799e-2	8.831885050413306e-2	1.206104e-3	3.392004119837154e-2	3.512614516161661e-2	1.206104e-3
5	19	4.210526315789474e-2	1.371902113199014e-2	3.322523619365732e-2	-3.412054597125477e-3	8.394298176022488e-2	8.563746588641673e-2	1.694484e-3	2.811869747034001e-2	2.981318159653185e-2	1.694484e-3
6	19	4.385964912280702e-2	1.371902113199014e-2	3.314756125711100e-2	-8.338199685166773e-3	8.118611512916352e-2	8.238803182674138e-2	1.201917e-3	2.360744487436636e-2	2.480936157194422e-2	1.201917e-3
7	19	4.511278195488722e-2	1.371902113199014e-2	2.723176749921849e-2	-7.128392349452648e-3	7.766991833395850e-2	7.893517823664320e-2	1.265260e-3	1.883811524708114e-2	2.010337514976584e-2	1.265260e-3
8	19	4.605263157894737e-2	1.371902113199014e-2	2.650684245563815e-2	-9.958104303637045e-3	7.499689400754969e-2	7.632039086293861e-2	1.323497e-3	1.522524129661218e-2	1.654873815200110e-2	1.323497e-3
9	19	4.678362573099415e-2	1.371902113199014e-2	2.708861031635955e-2	-1.227374054279176e-2	7.411127079055178e-2	7.531751663655208e-2	1.206246e-3	1.360862392756750e-2	1.481486977356779e-2	1.206246e-3
10	19	4.736842105263158e-2	1.371902113199014e-2	1.768194643451642e-2	-5.339629649915617e-3	7.177812492859827e-2	7.342975896922252e-2	1.651634e-3	1.069068274397655e-2	1.234231678460080e-2	1.651634e-3
11	19	4.784688995215311e-2	1.371902113199014e-2	1.896020159520863e-2	-1.093124761580533e-2	6.815542634726707e-2	6.959486506354655e-2	1.439439e-3	6.589515263123816e-3	8.028953979403305e-3	1.439439e-3
12	19	4.824561403508772e-2	1.371902113199014e-2	1.916621539148923e-2	-1.354282555877054e-2	6.596163478399948e-2	6.758802499979655e-2	1.626390e-3	3.996999616921617e-3	5.623389832718688e-3	1.626390e-3
13	19	4.858299595141700e-2	1.371902113199014e-2	1.705627612690263e-2	-1.348656675268804e-2	6.437887644209248e-2	6.587172645762174e-2	1.492850e-3	2.076859358685327e-3	3.569709374214592e-3	1.492850e-3
14	19	4.887218045112782e-2	1.371902113199014e-2	1.817791258743668e-2	-1.655412837769453e-2	6.280463898195093e-2	6.421498579286010e-2	1.410347e-3	2.134373988329769e-4	1.623784209742147e-3	1.410347e-3
15	19	4.912280701754386e-2	1.371902113199014e-2	1.779996479875726e-2	-1.746082756147223e-2	6.170247080274634e-2	6.318096538681903e-2	1.478495e-3	-1.139357346787658e-3	3.391372372850310e-4	1.478495e-3
16	19	4.934210526315790e-2	1.371902113199014e-2	1.766095025408243e-2	-1.827926847040678e-2	6.101761444455139e-2	6.244280817882369e-2	1.425194e-3	-2.043511950596647e-3	-6.183182163243435e-4	1.425194e-3
17	19	4.953560371517028e-2	1.371902113199014e-2	1.830308384854768e-2	-1.911414284136913e-2	6.081799737065746e-2	6.244356585433896e-2	1.625568e-3	-2.436627476502958e-3	-8.110589928214565e-4	1.625568e-3
18	19	4.970760233918128e-2	1.371902113199014e-2	1.942286575458349e-2	-2.020341692733068e-2	6.130733660331492e-2	6.264607229842424e-2	1.338736e-3	-2.119286867856502e-3	-7.805511727471868e-4	1.338736e-3
3	20	3.333333333333333e-2	1.303307007539063e-2	4.402273964766945e-2	-1.977673770763049e-3	8.707600078361534e-2	8.841146928563037e-2	1.335469e-3	4.070959737489137e-2	4.204506587690640e-2	1.335469e-3
7	20	4.285714285714286e-2	1.303307007539063e-2	2.528648557724431e-2	-3.846578294835938e-3	7.572298176096023e-2	7.733012021494186e-2	1.607138e-3	1.983276882842675e-2	2.143990728240837e-2	1.607138e-3
9	20	4.444444444444445e-2	1.303307007539063e-2	2.513630375772719e-2	-1.019985833034704e-2	7.076980528017537e-2	7.241395994721522e-2	1.644155e-3	1.329229076034030e-2	1.493644542738015e-2	1.644155e-3
11	20	4.545454545454546e-2	1.303307007539063e-2	1.769061621287779e-2	-8.312782811566225e-3	6.659451917864818e-2	6.786544893124766e-2	1.270930e-3	8.106903648712102e-3	9.377833401311569e-3	1.270930e-3
13	20	4.615384615384616e-2	1.303307007539063e-2	1.875523947080695e-2	-1.423580060958297e-2	6.240914382355800e-2	6.370635509046076e-2	1.297211e-3	3.222227594321218e-3	4.519438861223973e-3	1.297211e-3
17	20	4.705882352941176e-2	1.303307007539063e-2	1.698560548342307e-2	-1.771117451160260e-2	5.805909224591203e-2	5.936632457662287e-2	1.307232e-3	-2.032801358890361e-3	-7.255690281795302e-4	1.307232e-3
19	20	4.736842105263158e-2	1.303307007539063e-2	1.853179484583532e-2	-1.921499916029054e-2	5.842839340389207e-2	5.971828681356699e-2	1.289893e-3	-1.973097724130136e-3	-6.832043144552217e-4	1.289893e-3
2	21	2.380952380952381e-2	1.241244769084822e-2	5.170931259829685e-2	-1.614986172424784e-3	8.592344405881554e-2	8.631629792624410e-2	3.928539e-4	4.970147255844350e-2	5.009432642587207e-2	3.928539e-4
4	21	3.571428571428571e-2	1.241244769084822e-2	3.839297444149520e-2	-4.428436480438286e-3	8.127286452073403e-2	8.209127136619085e-2	8.184068e-4	3.314613111560009e-2	3.396453796105692e-2	8.184068e-4
5	21	3.809523809523810e-2	1.241244769084822e-2	3.458407672048654e-2	-5.494648551742666e-3	7.843701975377912e-2	7.959711395483018e-2	1.160094e-3	2.792933396769280e-2	2.908942816874387e-2	1.160094e-3
8	21	4.166666666666666e-2	1.241244769084822e-2	2.457764252971140e-2	-7.233313923428851e-3	7.017954397389913e-2	7.142344296379743e-2	1.243899e-3	1.610042961638423e-2	1.734432860628255e-2	1.243899e-3
10	21	4.285714285714286e-2	1.241244769084822e-2	2.462872393474589e-2	-1.117862937477406e-2	6.758865987969190e-2	6.871968510796291e-2	1.131025e-3	1.231906933170083e-2	1.345009455997183e-2	1.131025e-3
11	21	4.329004329004329e-2	1.241244769084822e-2	1.588314934239467e-2	-4.442719949482323e-3	6.562554308117644e-2	6.714292037380386e-2	1.517377e-3	9.923052100284921e-3	1.144042939291235e-2	1.517377e-3
13	21	4.395604395604396e-2	1.241244769084822e-2	1.726005706739301e-2	-1.179280040884012e-2	6.046227183836692e-2	6.183574830544507e-2	1.373476e-3	4.093780191474736e-3	5.467256658552896e-3	1.373476e-3
16	21	4.464285714285714e-2	1.241244769084822e-2	1.550509365696048e-2	-1.459774158359128e-2	5.664138388670231e-2	5.796265690707456e-2	1.321273e-3	-4.139209470030514e-4	9.073520733691978e-4	1.321273e-3
17	21	4.481792717086835e-2	1.241244769084822e-2	1.573117554987174e-2	-1.561313275018923e-2	5.584526837674429e-2	5.734841766139908e-2	1.503149e-3	-1.385106484972280e-3	1.180427996825094e-4	1.503149e-3
19	21	4.511278195488722e-2	1.241244769084822e-2	1.671490825880035e-2	-1.736887206083190e-2	5.531653735228365e-2	5.687126584370389e-2	1.554728e-3	-2.208692293451794e-3	-6.539638020315478e-4	1.554728e-3
20	21	4.523809523809524e-2	1.241244769084822e-2	1.772043443586990e-2	-1.831533812085909e-2	5.580870883711946e-2	5.705563924395426e-2	1.246930e-3	-1.841834091824000e-3	-5.949036849891904e-4	1.246930e-3
3	22	3.030303030303030e-2	1.184824552308239e-2	4.260369579928262e-2	-2.488640814725074e-3	8.136195332983535e-2	8.226633081067024e-2	9.043775e-4	3.921067750372265e-2	4.011505498455755e-2	9.043775e-4
5	22	3.636363636363636e-2	1.184824552308239e-2	3.287850381218137e-2	-4.202659613802839e-3	7.561742638149359e-2	7.688772608509729e-2	1.270300e-3	2.740554449477483e-2	2.867584419837853e-2	1.270300e-3
7	22	3.896103896103896e-2	1.184824552308239e-2	2.876641208531257e-2	-7.305673505525781e-3	7.115196419735938e-2	7.227002306390815e-2	1.118059e-3	2.034267971323802e-2	2.146073857978679e-2	1.118059e-3
9	22	4.040404040404041e-2	1.184824552308239e-2	2.257043047940913e-2	-7.450503515865609e-3	6.603370529062515e-2	6.737221289066632e-2	1.338508e-3	1.378141936350235e-2	1.511992696354352e-2	1.338508e-3
13	22	4.195804195804196e-2	1.184824552308239e-2	1.677100750891259e-2	-1.046841018270216e-2	5.893609343647772e-2	6.010888480733478e-2	1.172791e-3	5.129805955353369e-3	6.302597326210429e-3	1.172791e-3
15	22	4.242424242424243e-2	1.184824552308239e-2	1.465280582222386e-2	-1.144857174426278e-2	5.617189029814996e-2	5.747672202528589e-2	1.304832e-3	1.899402350825143e-3	3.204234077961074e-3	1.304832e-3
17	22	4.278074866310160e-2	1.184824552308239e-2	1.510379134527288e-2	-1.454993958123009e-2	5.396842202805504e-2	5.518284595022678e-2	1.214424e-3	-6.605721581289572e-4	5.538517640427872e-4	1.214424e-3
19	22	4.306220095693780e-2	1.184824552308239e-2	1.543925708066832e-2	-1.614274599949049e-2	5.294700757306092e-2	5.420695756119801e-2	1.259950e-3	-1.963438906959269e-3	-7.034889188221780e-4	1.259950e-3
21	22	4.329004329004329e-2	1.184824552308239e-2	1.697842617305880e-2	-1.749348695797865e-2	5.341473163015574e-2	5.462322802820584e-2	1.208496e-3	-1.723557182969941e-3	-5.150607849198446e-4	1.208496e-3
2	23	2.173913043478261e-2	1.133310441338316e-2	4.904346345735677e-2	-3.476677903917502e-310	8.043559640728568e-2	8.211569830552252e-2	1.680102e-3	4.736336155911991e-2	4.904346345735677e-2	1.680102e-3
3	23	2.898550724637681e-2	1.133310441338316e-2	4.098209810425876e-2	-1.505378719308788e-3	7.878051860215814e-2	7.979533104470994e-2	1.014812e-3	3.846190694239816e-2	3.947671938494997e-2	1.014812e-3
4	23	3.260869565217391e-2	1.133310441338316e-2	3.529651436012112e-2	-1.581932590206229e-3	7.615225097919778e-2	7.765638183547197e-2	1.504131e-3	3.221045091364072e-2	3.371458176991490e-2	1.504131e-3
5	23	3.478260869565217e-2	1.133310441338316e-2	3.188852427593810e-2	-3.787426184316075e-3	7.328338235981229e-2	7.421681120065736e-2	9.334288e-4	2.716766925077695e-2	2.810109809162202e-2	9.334288e-4
6	23	3.623188405797102e-2	1.133310441338316e-2	2.738970264978020e-2	-2.411175820758063e-3	7.109511604153718e-2	7.254351530037631e-2	1.448399e-3	2.353012757018301e-2	2.497852682902214e-2	1.448399e-3
7	23	3.726708074534162e-2	1.133310441338316e-2	2.717564832079432e-2	-6.041479382847699e-3	6.851351129877868e-2	6.973435409667139e-2	1.220843e-3	1.991332614005391e-2	2.113416893794662e-2	1.220843e-3
8	23	3.804347826086957e-2	1.133310441338316e-2	2.189799867067225e-2	-2.976763619608860e-3	6.687657568780378e-2	6.829781772531611e-2	1.421242e-3	1.749999301355106e-2	1.892123505106339e-2	1.421242e-3
9	23	3.864734299516908e-2	1.133310441338316e-2	2.278449917940589e-2	-7.610353744681683e-3	6.411124170743358e-2	6.515459284327645e-2	1.043351e-3	1.413079429888135e-2	1.517414543472420e-2	1.043351e-3
10	23	3.913043478260870e-2	1.133310441338316e-2	2.168779531589464e-2	-8.370812313360078e-3	6.249434325401927e-2	6.378052219852641e-2	1.286179e-3	1.203080405802742e-2	1.331698300253456e-2	1.286179e-3
11	23	3.952569169960474e-2	1.133310441338316e-2	2.258370173322444e-2	-1.025221527211995e-2	6.211970368703299e-2	6.319028257409240e-2	1.070579e-3	1.126090757404509e-2	1.233148646110449e-2	1.070579e-3
