N	vtGv	vtB1v	vtL1v	btv	d2	ratio	max_partial	c_inner	tv_outer	abel_product	coprime	p2_contrib	p3_contrib	gcd_diag	gcd_1	gcd_2	gcd_3	gcd_4	gcd_5	gcd_6plus	ramanujan	divisor_wt	euler_phi	cancel_eff	noncop_l1	is_hcn	is_prime	prime_power	time
439	0.5571722857	0.3793168025	0.1778554832	0.7401873599	0.0767975659	0.1477941294	2.2746901333	1.3806963662	226.4840636611	518.3217213648	-0.3039546086	-0.0717827606	-0.2339789918	1.4496134369	-0.3039546086	0.0512539076	-0.1371811033	0.0000000000	-0.0894428016	-0.4131165453	-17.1348193395	1.4728684693	0.2766734755	0.4688837459	0.4818100918	false	true	439	0.022
440	0.5573491463	0.3798798947	0.1774692517	0.7403110981	0.0767269501	0.1477285889	2.2760827015	1.3805563198	226.4615439449	518.5874630959	-0.3042199259	-0.0715897638	-0.2340204376	1.4501664760	-0.3042199259	0.0514494575	-0.1372268082	0.0000000000	-0.0894615767	-0.4133584764	-17.0572452066	1.4739125680	0.2766278393	0.4671720039	0.4816891775	false	false		0.023
441	0.5575255328	0.3804441396	0.1770813932	0.7404344633	0.0766566062	0.1476632976	2.2774710712	1.3804166957	227.2390540843	520.6742310241	-0.3044842945	-0.0713972802	-0.2340617992	1.4507182747	-0.3044842945	0.0516441637	-0.1372726326	0.0000000000	-0.0894803643	-0.4135996141	-16.9795702527	1.4749547655	0.2765823203	0.4654596424	0.4815656877	false	false		0.023
442	0.5577014474	0.3810095207	0.1766919267	0.7405574574	0.0765865327	0.1475982541	2.2788552649	1.3802774915	227.2323230496	520.9750283731	-0.3047477202	-0.0712053075	-0.2341030768	1.4512688381	-0.3047477202	0.0518380315	-0.1373185747	0.0000000000	-0.0894991644	-0.4138399629	-16.9017962418	1.4759950677	0.2765369181	0.4637467493	0.4814396469	false	false		0.026
443	0.5578845053	0.3815714337	0.1763130715	0.7406855481	0.0765134091	0.1475301675	2.2802353050	1.3801397448	227.9935680576	523.0260265613	-0.3049870409	-0.0710272872	-0.2341442708	1.4518181717	-0.3049870409	0.0520177835	-0.1373646331	0.0000000000	-0.0895179765	-0.4140817995	-16.8158592063	1.4770246283	0.2765061378	0.4620709413	0.4813001124	false	true	443	0.023
444	0.5580746738	0.3821344551	0.1759402188	0.7408186963	0.0764372812	0.1474590955	2.2816112135	1.3800034695	227.9705981758	523.2889045393	-0.3052178717	-0.0708497465	-0.2341853814	1.4523662812	-0.3052178717	0.0521967255	-0.1374108061	0.0000000000	-0.0895368003	-0.4143228548	-16.7288171931	1.4780599230	0.2764830378	0.4604144338	0.4811580905	false	false		0.023
445	0.5582643547	0.3826986028	0.1755657519	0.7409514468	0.0763614610	0.1473883179	2.2829830126	1.3828070052	229.3202225416	526.6910974063	-0.3054478192	-0.0706726831	-0.2342264090	1.4529131722	-0.3054478192	0.0523748628	-0.1374570923	0.0000000000	-0.0895556355	-0.4145631332	-16.6416856512	1.4790933571	0.2764600169	0.4587572324	0.4810135711	false	false		0.023
446	0.5584459965	0.3832617877	0.1751842087	0.7410784099	0.0762891768	0.1473210031	2.2843507240	1.3826694209	230.6697717286	530.0891619491	-0.3056880782	-0.0704960947	-0.2342673539	1.4534588498	-0.3056880782	0.0525522007	-0.1375034902	0.0000000000	-0.0895705763	-0.4148029093	-16.5571182536	1.4801210187	0.2764287427	0.4570875948	0.4808722870	false	false		0.023
447	0.5586196348	0.3838225774	0.1747970574	0.7411996278	0.0762203793	0.1472570897	2.2857143695	1.3825312173	230.6471710960	530.3536247246	-0.3059479085	-0.0703067650	-0.2343082163	1.4540033199	-0.3059479085	0.0527419580	-0.1375499982	0.0000000000	-0.0895855327	-0.4150422036	-16.4784130814	1.4811522359	0.2763834215	0.4554110875	0.4807449659	false	false		0.023
448	0.5587853095	0.3843814440	0.1744038655	0.7413151426	0.0761550243	0.1471965253	2.2870739705	1.3823923896	230.6247576079	530.6175137289	-0.3062210226	-0.0701179328	-0.2343419366	1.4545465880	-0.3062210226	0.0529308993	-0.1375895550	0.0000000000	-0.0896005045	-0.4152810957	-16.4033010755	1.4821807978	0.2763283580	0.4537260273	0.4806248881	false	false		0.023
449	0.5589505415	0.3849414405	0.1740091010	0.7414303156	0.0760899103	0.1471361782	2.2884295484	1.3822539728	231.4029312181	532.7124962219	-0.3064931976	-0.0699295954	-0.2343755888	1.4550886594	-0.3064931976	0.0531190296	-0.1376292327	0.0000000000	-0.0896154914	-0.4155192257	-16.3280891184	1.4832075200	0.2762734261	0.4520404474	0.4805022986	false	true	449	0.025
450	0.5591227824	0.3855025402	0.1736202422	0.7415504445	0.0760218935	0.1470729817	2.2897811244	1.3821169909	232.1808189063	534.8080019741	-0.3067569901	-0.0697417506	-0.2344091733	1.4556295392	-0.3067569901	0.0533063542	-0.1376690301	0.0000000000	-0.0896304930	-0.4157565980	-16.2517713267	1.4842398574	0.2762260743	0.4503737956	0.4803772323	false	false		0.023
451	0.5592945716	0.3860647602	0.1732298114	0.7416702195	0.0759541327	0.1470100205	2.2911287195	1.3819804124	232.9302247253	536.8394225141	-0.3070198683	-0.0695543961	-0.2344426902	1.4561692328	-0.3070198683	0.0534928782	-0.1377089455	0.0000000000	-0.0896455090	-0.4159932166	-16.1753577203	1.4852703533	0.2761788395	0.4487066141	0.4802496797	false	false		0.024
452	0.5594585112	0.3866269601	0.1728315511	0.7417843938	0.0758897237	0.1469503040	2.2924723545	1.3818432166	233.6796590391	538.8719955351	-0.3072910228	-0.0693675294	-0.2344761398	1.4567077451	-0.3072910228	0.0536786066	-0.1377489775	0.0000000000	-0.0896605393	-0.4162273010	-16.1008869468	1.4862933986	0.2761241747	0.4470240540	0.4801225739	false	false		0.023
453	0.5596220166	0.3871902745	0.1724317421	0.7418982333	0.0758255500	0.1468908001	2.2938120503	1.3846036108	235.0314969383	542.2941003159	-0.3075612596	-0.0691811482	-0.2345095224	1.4572450814	-0.3075612596	0.0538635446	-0.1377891247	0.0000000000	-0.0896755835	-0.4164606416	-16.0263216801	1.4873146267	0.2760696392	0.4453410983	0.4799930017	false	false		0.023
454	0.5597777478	0.3877516988	0.1720260490	0.7420065375	0.0757646728	0.1468344819	2.2951478272	1.3844651645	236.3832705118	545.7121019238	-0.3078444716	-0.0689952502	-0.2345359406	1.4577812465	-0.3078444716	0.0540476971	-0.1378224882	0.0000000000	-0.0896906413	-0.4166935948	-15.9553137130	1.4883332472	0.2760055932	0.4436500202	0.4798705206	false	false		0.024
455	0.5599257534	0.3883107963	0.1716149571	0.7421093463	0.0757070608	0.1467813193	2.2964797058	1.3843261325	236.3610282675	545.9773815384	-0.3081465741	-0.0687970439	-0.2345623043	1.4583162461	-0.3081465741	0.0542438584	-0.1378559759	0.0000000000	-0.0897057125	-0.4169260886	-15.8900649370	1.4893552698	0.2759279898	0.4419525771	0.4797615312	false	false		0.024
456	0.5600806374	0.3888674124	0.1712132250	0.7422170122	0.0756466130	0.1467253787	2.2978077063	1.3841885005	236.3387182919	546.2415272017	-0.3084332114	-0.0685993406	-0.2345886135	1.4588500853	-0.3084332114	0.0544392197	-0.1378895866	0.0000000000	-0.0897242422	-0.4171616274	-15.8201568109	1.4903743319	0.2758590713	0.4402868935	0.4796464364	false	false		0.024
457	0.5602351101	0.3894251492	0.1708099609	0.7423243654	0.0755863794	0.1466696288	2.2991318488	1.3840512682	237.1175762410	548.3466878043	-0.3087189069	-0.0684021380	-0.2346148684	1.4593827693	-0.3087189069	0.0546337859	-0.1379233186	0.0000000000	-0.0897427839	-0.4173964356	-15.7501449526	1.4913915984	0.2757903082	0.4386207752	0.4795288678	false	true	457	0.024
458	0.5603963914	0.3899839806	0.1704124108	0.7424365186	0.0755233542	0.1466111458	2.3004521533	1.3839154215	237.8961549775	550.4523531814	-0.3089964480	-0.0682054337	-0.2346410693	1.4599143028	-0.3089964480	0.0548275620	-0.1379571707	0.0000000000	-0.0897613375	-0.4176305172	-15.6790354201	1.4924142928	0.2757289180	0.4369728485	0.4794088588	false	false		0.024
459	0.5605500588	0.3905405276	0.1700095312	0.7425432586	0.0754635415	0.1465557692	2.3017686394	1.3837790045	237.8739653378	550.7159726678	-0.3092925889	-0.0679966303	-0.2346672164	1.4604446912	-0.3092925889	0.0550331480	-0.1379911414	0.0000000000	-0.0897799025	-0.4178641476	-15.6136389115	1.4934403208	0.2756541789	0.4353185373	0.4793021202	false	false		0.024
460	0.5607033207	0.3910981826	0.1696051381	0.7426496907	0.0754039393	0.1465005803	2.3030813270	1.3836429811	238.6531715622	552.8243053673	-0.3095877818	-0.0677883432	-0.2346933098	1.4609739394	-0.3095877818	0.0552379310	-0.1380252294	0.0000000000	-0.0897984788	-0.4180970598	-15.5481347244	1.4944645481	0.2755796042	0.4336638359	0.4791929199	false	false		0.026
461	0.5608561789	0.3916569305	0.1691992485	0.7427558163	0.0753445463	0.1464455779	2.3043902355	1.3863183700	239.2059508809	554.4184759949	-0.3098820319	-0.0675805699	-0.2347193498	1.4615020518	-0.3098820319	0.0554419160	-0.1380594333	0.0000000000	-0.0898170659	-0.4183292577	-15.4825244477	1.4954869800	0.2755051932	0.4320088203	0.4790812804	false	true	461	0.025
462	0.5610157432	0.3922167457	0.1687989975	0.7428666597	0.0752824239	0.1463879087	2.3056953843	1.3861831482	240.5597491213	557.8536192720	-0.3101682370	-0.0673733083	-0.2347453366	1.4620290332	-0.3101682370	0.0556451077	-0.1380937518	0.0000000000	-0.0898356637	-0.4185607451	-15.4158202609	1.4965147295	0.2754380529	0.4303717251	0.4789672345	false	false		0.026
463	0.5611678116	0.3927729883	0.1683948234	0.7429721846	0.0752234424	0.1463332719	2.3069967925	1.3860473609	240.5376208418	558.1171265791	-0.3104876030	-0.0671541431	-0.2347645918	1.4625548887	-0.3104876030	0.0558637885	-0.1381184653	0.0000000000	-0.0898542719	-0.4187905254	-15.3647707073	1.4975474872	0.2753541535	0.4287332083	0.4788824264	false	true	463	0.026
464	0.5613265376	0.3933302945	0.1679962431	0.7430823869	0.0751617638	0.1462760044	2.3082944794	1.3859129202	240.5153906644	558.3794436216	-0.3107989845	-0.0669355055	-0.2347838043	1.4630796235	-0.3107989845	0.0560816891	-0.1381432812	0.0000000000	-0.0898728901	-0.4190196193	-15.3126592895	1.4985854686	0.2752774829	0.4271123925	0.4787952276	false	false		0.027
465	0.5614848541	0.3938886806	0.1675961735	0.7431922747	0.0751003046	0.1462189359	2.3095884638	1.3857788630	241.2949149895	560.4925309084	-0.3111094555	-0.0667173933	-0.2348029743	1.4636032422	-0.3111094555	0.0562988141	-0.1381681983	0.0000000000	-0.0898915181	-0.4192480303	-15.2604749069	1.4996216105	0.2752009716	0.4254912156	0.4787056290	false	false		0.026
466	0.5616497682	0.3944438494	0.1672059187	0.7433067858	0.0750361965	0.1461592912	2.3108787646	1.3856461388	242.0742352993	562.6062700368	-0.3114011500	-0.0664998042	-0.2348287174	1.4641257496	-0.3114011500	0.0565151679	-0.1382001803	0.0000000000	-0.0899142591	-0.4194755599	-15.2017630090	1.5006520958	0.2751346257	0.4239029686	0.4786070687	false	false		0.028
467	0.5618072820	0.3949967763	0.1668105057	0.7434160569	0.0749751682	0.1461026113	2.3121654003	1.3855128635	242.0522061050	562.8682709357	-0.3117109270	-0.0662704935	-0.2348544096	1.4646471506	-0.3117109270	0.0567429972	-0.1382322574	0.0000000000	-0.0899370091	-0.4197026724	-15.1487140277	1.5016857620	0.2750553191	0.4223085242	0.4785214327	false	true	467	0.028
468	0.5619713487	0.3955507660	0.1664205828	0.7435299119	0.0749115249	0.1460433952	2.3134483897	1.3853809106	242.0300759456	563.1290966857	-0.3120128393	-0.0660417203	-0.2348800511	1.4651674502	-0.3120128393	0.0569700452	-0.1382644283	0.0000000000	-0.0899597678	-0.4199291113	-15.0946062203	1.5027245661	0.2749831321	0.4207312868	0.4784334221	false	false		0.028
469	0.5621350016	0.3961058342	0.1660291674	0.7436434450	0.0748481116	0.1459843919	2.3147277510	1.3852493308	242.6481902604	564.8709747865	-0.3123138605	-0.0658134822	-0.2349056421	1.4656866529	-0.3123138605	0.0571963162	-0.1382966919	0.0000000000	-0.0899825350	-0.4201548800	-15.0404231662	1.5037615450	0.2749110954	0.4191535521	0.4783430280	false	false		0.028
470	0.5622913290	0.3966605053	0.1656308238	0.7437518059	0.0747877172	0.1459282815	2.3160035025	1.3851171844	243.2663195626	566.6135843971	-0.3126233458	-0.0655857770	-0.2349311827	1.4662047634	-0.3126233458	0.0574218145	-0.1383290472	0.0000000000	-0.0900053104	-0.4203775455	-14.9884142733	1.5047922279	0.2748319353	0.4175631846	0.4782541696	false	false		0.029
471	0.5624541478	0.3972118761	0.1652422717	0.7438646929	0.0747247620	0.1458697023	2.3172756624	1.3849863159	243.2440205965	566.8728440334	-0.3129080191	-0.0653706918	-0.2349566732	1.4667217864	-0.3129080191	0.0576330542	-0.1383614931	0.0000000000	-0.0900334221	-0.4205977585	-14.9266387252	1.5058132628	0.2747667858	0.4160053656	0.4781502908	false	false		0.029
472	0.5626096895	0.3977614818	0.1648482077	0.7439724522	0.0746647852	0.1458139677	2.3185442487	1.3848548839	243.2218998428	567.1315843551	-0.3132048509	-0.0651561174	-0.2349756391	1.4672377268	-0.3132048509	0.0578435406	-0.1383875539	0.0000000000	-0.0900615406	-0.4208176325	-14.8683371647	1.5068318048	0.2746927505	0.4144398471	0.4780530587	false	false		0.029
473	0.5627648368	0.3983121680	0.1644526689	0.7440799094	0.0746050181	0.1457584238	2.3198092792	1.3847238203	244.0020806517	569.2505860030	-0.3135008035	-0.0649420515	-0.2349945648	1.4677525891	-0.3135008035	0.0580532780	-0.1384137128	0.0000000000	-0.0900896653	-0.4210368486	-14.8099612739	1.5078485786	0.2746188689	0.4128738264	0.4779534724	false	false		0.028
474	0.5629127713	0.3988628737	0.1640498976	0.7441822963	0.0745481788	0.1457056679	2.3210707717	1.3845921986	244.7823121185	571.3708065719	-0.3138043655	-0.0647284920	-0.2350134506	1.4682663778	-0.3138043655	0.0582622707	-0.1384399688	0.0000000000	-0.0901177960	-0.4212537468	-14.7534823158	1.5088584338	0.2745381832	0.4112939770	0.4778542631	false	false		0.029
475	0.5630671214	0.3994106613	0.1636564600	0.7442891470	0.0744888273	0.1456505003	2.3223287439	1.3844618299	244.7600915910	571.6285715533	-0.3140778884	-0.0645273598	-0.2350387118	1.4687790974	-0.3140778884	0.0584542143	-0.1384773135	0.0000000000	-0.0901459324	-0.4214650561	-14.6833024687	1.5098592473	0.2744733556	0.4097448463	0.4777343484	false	false		0.027
476	0.5632210825	0.3999595156	0.1632615669	0.7443957003	0.0744296820	0.1455955202	2.3235832131	1.3843318242	245.6592393023	574.0262947816	-0.3143505671	-0.0643267111	-0.2350639250	1.4692907526	-0.3143505671	0.0586454350	-0.1385147494	0.0000000000	-0.0901740742	-0.4216757144	-14.6130553869	1.5108583436	0.2744086683	0.4081952310	0.4776121339	false	false		0.026
477	0.5633746565	0.4005094226	0.1628652339	0.7445019575	0.0743707416	0.1455407267	2.3248341969	1.3895975783	246.0954522488	575.3617070600	-0.3146224060	-0.0641265439	-0.2350890903	1.4698013472	-0.3146224060	0.0588359369	-0.1385522754	0.0000000000	-0.0902022211	-0.4218857252	-14.5427422892	1.5118557275	0.2743441208	0.4066451992	0.4774876399	false	false		0.026
478	0.5635278451	0.4010603682	0.1624674769	0.7446079201	0.0743120050	0.1454861188	2.3260817124	1.3894665236	246.3828100960	576.3385614893	-0.3148934096	-0.0639268558	-0.2351142080	1.4703108853	-0.3148934096	0.0590257243	-0.1385898904	0.0000000000	-0.0902303726	-0.4220950918	-14.4723643808	1.5128514039	0.2742797125	0.4050948180	0.4773608865	false	false		0.026
479	0.5636739522	0.4016091318	0.1620648204	0.7447089194	0.0742561134	0.1454342102	2.3273257768	1.3893349457	247.4308888653	579.0857206670	-0.3151817799	-0.0637158998	-0.2351392781	1.4708193713	-0.3151817799	0.0592265464	-0.1386275934	0.0000000000	-0.0902585287	-0.4223040635	-14.4075448900	1.5138501801	0.2742028733	0.4035386837	0.4772466003	false	true	479	0.026
480	0.5638263627	0.4021589082	0.1616674545	0.7448142905	0.0741977817	0.1453799702	2.3285664071	1.3892046214	247.4088447485	579.3427799103	-0.3154626192	-0.0635054381	-0.2351643010	1.4713268097	-0.3154626192	0.0594266429	-0.1386653833	0.0000000000	-0.0902866889	-0.4225123985	-14.3416885398	1.5148539261	0.2741328668	0.4019989392	0.4771300737	false	false		0.027
481	0.5639783931	0.4027097126	0.1612686806	0.7449193714	0.0741396504	0.1453259129	2.3298036201	1.3890746561	248.1896438394	581.4694018559	-0.3157426178	-0.0632954685	-0.2351892766	1.4718332049	-0.3157426178	0.0596260180	-0.1387032590	0.0000000000	-0.0903148529	-0.4227201001	-14.2757636232	1.5158559619	0.2740630072	0.4004588803	0.4770112983	false	false		0.027
482	0.5641234165	0.4032606024	0.1608628141	0.7450195516	0.0740843133	0.1452744980	2.3310374327	1.3889441637	248.9704935727	583.5972209920	-0.3160299742	-0.0630859889	-0.2352142051	1.4723385609	-0.3160299742	0.0598246759	-0.1387412194	0.0000000000	-0.0903430206	-0.4229256062	-14.2116905285	1.5168512298	0.2739865619	0.3989053559	0.4768927883	false	false		0.027
483	0.5642614725	0.4038093434	0.1604521291	0.7451148645	0.0740317435	0.1452256982	2.3322678615	1.3888131662	248.9489033378	583.8546107119	-0.3163344327	-0.0628654131	-0.2352390869	1.4728428824	-0.3163344327	0.0600342046	-0.1387792635	0.0000000000	-0.0903711915	-0.4231307268	-14.1531353104	1.5178495519	0.2738978805	0.3973462519	0.4767865618	false	false		0.027
484	0.5644057550	0.4043551442	0.1600506108	0.7452144901	0.0739767748	0.1451746114	2.3334949229	1.3886834053	248.9272545949	584.1109704519	-0.3166222747	-0.0626453408	-0.2352701452	1.4733461738	-0.3166222747	0.0602430066	-0.1388235997	0.0000000000	-0.0903993654	-0.4233381855	-14.0888612553	1.5188429618	0.2738184200	0.3958169275	0.4766728855	false	false		0.027
485	0.5645496766	0.4049019762	0.1596477004	0.7453138436	0.0739219893	0.1451236895	2.3347186335	1.3885539987	249.6900902588	586.1979892324	-0.3169092689	-0.0624257699	-0.2353011478	1.4738484392	-0.3169092689	0.0604510857	-0.1388680130	0.0000000000	-0.0904275420	-0.4235450244	-14.0245136056	1.5198346979	0.2737391216	0.3942872838	0.4765569693	false	false		0.028
486	0.5646867106	0.4054479834	0.1592387273	0.7454083907	0.0738699292	0.1450753413	2.3359390096	1.3884240727	250.4529400175	588.2860666071	-0.3172051056	-0.0622066983	-0.2353320947	1.4743496828	-0.3172051056	0.0606584460	-0.1389125025	0.0000000000	-0.0904523421	-0.4237514680	-13.9625748473	1.5208213950	0.2736527828	0.3927476120	0.4764438329	false	false		0.028
487	0.5648234003	0.4059950186	0.1588283818	0.7455026807	0.0738180389	0.1450271444	2.3371560673	1.3882944999	251.2345762371	590.4190750745	-0.3175000857	-0.0619881238	-0.2353629863	1.4748499087	-0.3175000857	0.0608650914	-0.1389570672	0.0000000000	-0.0904771506	-0.4239572964	-13.9005610899	1.5218064382	0.2735666193	0.3912077107	0.4763284674	false	true	487	0.028
488	0.5649662247	0.4065430594	0.1584231653	0.7456012132	0.0737637982	0.1449767099	2.3383698227	1.3881661449	252.0159368187	592.5525073070	-0.3177877364	-0.0617700445	-0.2353938225	1.4753491210	-0.3177877364	0.0610710261	-0.1390017059	0.0000000000	-0.0905019673	-0.4241625128	-13.8375201558	1.5227963096	0.2734871077	0.3896836057	0.4762109017	false	false		0.028
489	0.5651086947	0.4070921202	0.1580165745	0.7456994790	0.0737097368	0.1449264368	2.3395802917	1.3880381373	252.7974585035	594.6873783791	-0.3180745528	-0.0615524582	-0.2354246037	1.4758473237	-0.3180745528	0.0612762538	-0.1390464179	0.0000000000	-0.0905267919	-0.4243671203	-13.7744082182	1.5237845236	0.2734077570	0.3881592561	0.4760911273	false	false		0.028
490	0.5652443788	0.4076394901	0.1576048888	0.7457930177	0.0736583434	0.1448786787	2.3407874903	1.3879096155	253.5789866349	596.8233211805	-0.3183727623	-0.0613353628	-0.2354492454	1.4763445209	-0.3183727623	0.0614807785	-0.1390851173	0.0000000000	-0.0905516242	-0.4245714168	-13.7146674809	1.5247704425	0.2733201069	0.3866281177	0.4759776511	false	false		0.029
491	0.5653797249	0.4081878749	0.1571918500	0.7458863043	0.0736071163	0.1448310688	2.3419914341	1.3877814401	254.4334574757	599.1311502114	-0.3186701241	-0.0611187564	-0.2354738424	1.4768407165	-0.3186701241	0.0616846041	-0.1391238979	0.0000000000	-0.0905764638	-0.4247751099	-13.6548527431	1.5257547185	0.2732326325	0.3850968136	0.4758619741	false	true	491	0.030
492	0.5655211176	0.4087372526	0.1567838650	0.7459837649	0.0735535878	0.1447812730	2.3431921389	1.3876544640	255.2876569216	601.4395718871	-0.3189602592	-0.0609026369	-0.2354983948	1.4773359145	-0.3189602592	0.0618877343	-0.1391627588	0.0000000000	-0.0906013104	-0.4249782028	-13.5940181395	1.5267437399	0.2731517167	0.3835810512	0.4757441243	false	false		0.030
