N	vtGv	vtB1v	vtL1v	btv	d2	ratio	max_partial	c_inner	tv_outer	abel_product	coprime	p2_contrib	p3_contrib	gcd_diag	gcd_1	gcd_2	gcd_3	gcd_4	gcd_5	gcd_6plus	ramanujan	divisor_wt	euler_phi	cancel_eff	noncop_l1	is_hcn	is_prime	prime_power	time
1103	0.6080289985	0.7117187848	-0.1036897863	0.7747197894	0.0585894197	0.1300367652	2.9611832573	1.4587954105	621.4848318857	1844.6502394059	-0.4256318561	0.0232785295	-0.2414759103	1.6746707608	-0.4256318561	0.1137799710	-0.1696702532	0.0000000000	-0.1042654815	-0.4808541426	39.6565257088	1.9465094598	0.2299411817	0.1456892646	0.3219420697	false	true	1103	0.237
1104	0.6080857624	0.7121779034	-0.1040921410	0.7747575407	0.0585706810	0.1300169631	2.9618349503	1.4587370753	621.4598373099	1844.9820047941	-0.4256739017	0.0233561163	-0.2414866739	1.6748931235	-0.4256739017	0.1137839429	-0.1697343681	0.0000000000	-0.1042963407	-0.4808866936	39.8090105653	1.9470125719	0.2299178724	0.1461603070	0.3215817607	false	false		0.242
1105	0.6081424678	0.7126373632	-0.1044948953	0.7747952481	0.0585519717	0.1299971941	2.9624858849	1.4586788079	622.2618288223	1847.7631999679	-0.4257158428	0.0234336162	-0.2414974314	1.6751152865	-0.4257158428	0.1137878507	-0.1697984541	0.0000000000	-0.1043271843	-0.4809191881	39.9614427430	1.9475152961	0.2298945929	0.1466312331	0.3212209475	false	false		0.239
1106	0.6082003994	0.7130961977	-0.1048957983	0.7748337795	0.0585328404	0.1299769571	2.9631360627	1.4586207564	623.0636471546	1850.5444540184	-0.4257547668	0.0235110293	-0.2415081827	1.6753372503	-0.4257547668	0.1137916944	-0.1698625113	0.0000000000	-0.1043589763	-0.4809522909	40.1160131870	1.9480173059	0.2298728608	0.1470990852	0.3208589685	false	false		0.238
1107	0.6082595550	0.7135539903	-0.1052944353	0.7748731325	0.0585132901	0.1299562569	2.9637854854	1.4585629169	623.0383441396	1850.8748687937	-0.4257882226	0.0235854868	-0.2415189278	1.6755590152	-0.4257882226	0.1137920828	-0.1699265396	0.0000000000	-0.1043907519	-0.4809860289	40.2754227025	1.9485171040	0.2298540128	0.1475633754	0.3204937873	false	false		0.241
1108	0.6083186513	0.7140121239	-0.1056934726	0.7749124398	0.0584937717	0.1299355941	2.9644341544	1.4585051446	623.8400937906	1853.6565233949	-0.4258215793	0.0236598604	-0.2415296668	1.6757805815	-0.4258215793	0.1137924099	-0.1699905391	0.0000000000	-0.1044225112	-0.4810197104	40.4347776737	1.9490165197	0.2298351917	0.1480275601	0.3201281067	false	false		0.239
1109	0.6083776884	0.7144705964	-0.1060929080	0.7749517016	0.0584742853	0.1299149688	2.9650820714	1.4605049430	624.4433466939	1855.8562889347	-0.4258548372	0.0237341503	-0.2415403996	1.6760019496	-0.4258548372	0.1137926758	-0.1700545098	0.0000000000	-0.1044542542	-0.4810533357	40.5940780337	1.9495155536	0.2298163975	0.1484916363	0.3197619292	false	true	1109	0.241
1110	0.6084379454	0.7149294046	-0.1064914591	0.7749917794	0.0584543866	0.1298938910	2.9657292380	1.4604471801	625.8733975767	1860.5023253846	-0.4258867176	0.0238083567	-0.2415511262	1.6762231198	-0.4258867176	0.1137928807	-0.1701184516	0.0000000000	-0.1044859810	-0.4810869049	40.7537020654	1.9500154852	0.2297989091	0.1489538106	0.3193952584	false	false		0.240
1111	0.6084968652	0.7153871586	-0.1068902934	0.7750309509	0.0584349634	0.1298733395	2.9663756557	1.4603893387	625.8480770452	1860.8325632793	-0.4259282563	0.0238853289	-0.2415602662	1.6764440925	-0.4259282563	0.1137984716	-0.1701786575	0.0000000000	-0.1045155347	-0.4811232503	40.9003565446	1.9505158972	0.2297776026	0.1494160080	0.3190379629	false	false		0.242
1112	0.6085544495	0.7158449433	-0.1072904938	0.7750692186	0.0584160124	0.1298533087	2.9670213260	1.4603314185	625.8229276520	1861.1628071128	-0.4259714477	0.0239622153	-0.2415694013	1.6766648681	-0.4259714477	0.1138040004	-0.1702388349	0.0000000000	-0.1045450721	-0.4811590641	41.0460326689	1.9510151250	0.2297550070	0.1498795162	0.3186809539	false	false		0.241
1113	0.6086119756	0.7163030658	-0.1076910902	0.7751074420	0.0583970916	0.1298333126	2.9676662506	1.4602735653	626.6249355266	1863.9472775075	-0.4260145375	0.0240390162	-0.2415785315	1.6768854469	-0.4260145375	0.1138094674	-0.1702989838	0.0000000000	-0.1045745932	-0.4811948242	41.1916523811	1.9515139685	0.2297324405	0.1503429139	0.3183234473	false	false		0.243
1114	0.6086707171	0.7167602442	-0.1080895270	0.7751464768	0.0583777636	0.1298128727	2.9683104309	1.4602159240	627.4267800968	1866.7318301548	-0.4260537144	0.0241157317	-0.2415892303	1.6771058292	-0.4260537144	0.1138148728	-0.1703609109	0.0000000000	-0.1046040979	-0.4812312617	41.3404180123	1.9520115417	0.2297118096	0.1508029051	0.3179641873	false	false		0.243
1115	0.6087281278	0.7172167018	-0.1084885740	0.7751846127	0.0583589024	0.1297929450	2.9689538686	1.4601582057	627.4017072733	1867.0618683136	-0.4260968597	0.0241951924	-0.2415999230	1.6773260155	-0.4260968597	0.1138230472	-0.1704228086	0.0000000000	-0.1046335862	-0.4812676805	41.4864099668	1.9525102565	0.2296885191	0.1512633124	0.3176082857	false	false		0.248
1116	0.6087842098	0.7176728889	-0.1088886791	0.7752218523	0.0583405052	0.1297735251	2.9695965651	1.4601004091	627.3767879690	1867.3918637369	-0.4261420447	0.0242745657	-0.2416106097	1.6775460061	-0.4261420447	0.1138311580	-0.1704846768	0.0000000000	-0.1046621544	-0.4813040784	41.6311568352	1.9530081888	0.2296638068	0.1517246656	0.3172533656	false	false		0.265
1117	0.6088402345	0.7181294144	-0.1092891799	0.7752590491	0.0583221364	0.1297541373	2.9702385220	1.4600426791	627.9794221882	1869.5853458348	-0.4261871266	0.0243538515	-0.2416212903	1.6777658013	-0.4261871266	0.1138392053	-0.1705465156	0.0000000000	-0.1046907073	-0.4813404227	41.7758496011	1.9535057385	0.2296391247	0.1521859120	0.3168979467	false	true	1117	0.247
1118	0.6088974696	0.7185862752	-0.1096888056	0.7752970524	0.0583033649	0.1297343125	2.9708797409	1.4599851597	628.5818583585	1871.7785488241	-0.4262308383	0.0244330503	-0.2416319649	1.6779854015	-0.4262308383	0.1138471894	-0.1706083249	0.0000000000	-0.1047192447	-0.4813767134	41.9208664861	1.9540041735	0.2296157402	0.1526452834	0.3165420326	false	false		0.247
1119	0.6089559129	0.7190421746	-0.1100862617	0.7753358597	0.0582841935	0.1297140554	2.9715202232	1.4599278483	628.5566070579	1872.1068744380	-0.4262696398	0.0245093495	-0.2416426334	1.6782048071	-0.4262696398	0.1138520788	-0.1706701048	0.0000000000	-0.1047477669	-0.4814134615	42.0699683238	1.9545003190	0.2295951002	0.1531012582	0.3161833781	false	false		0.248
1120	0.6090130336	0.7194975022	-0.1104844686	0.7753737764	0.0582654809	0.1296942983	2.9721599705	1.4598704588	628.5314971116	1872.4351244767	-0.4263111207	0.0245855643	-0.2416517381	1.6784240183	-0.4263111207	0.1138569073	-0.1707302975	0.0000000000	-0.1047762737	-0.4814502000	42.2173239264	1.9549963348	0.2295727042	0.1535578210	0.3158266521	false	false		0.249
1121	0.6090700969	0.7199531684	-0.1108830715	0.7754116495	0.0582467979	0.1296745753	2.9727989844	1.4598131350	629.3337139202	1875.2223565702	-0.4263525012	0.0246616948	-0.2416608381	1.6786430356	-0.4263525012	0.1138616750	-0.1707904621	0.0000000000	-0.1048047651	-0.4814868853	42.3646253418	1.9554919716	0.2295503368	0.1540142836	0.3154694298	false	false		0.250
1122	0.6091258411	0.7204089629	-0.1112831218	0.7754486361	0.0582285690	0.1296553447	2.9734372662	1.4597557334	630.1360233855	1878.0104268088	-0.4263954063	0.0247377412	-0.2416699332	1.6788618593	-0.4263954063	0.1138663822	-0.1708505985	0.0000000000	-0.1048332413	-0.4815231544	42.5110569159	1.9559863312	0.2295267204	0.1544721506	0.3151122845	false	false		0.251
1123	0.6091802685	0.7208636149	-0.1116833464	0.7754847386	0.0582107913	0.1296366023	2.9740748176	1.4596982571	630.1112051006	1878.3391191919	-0.4264467370	0.0248164973	-0.2416774730	1.6790804897	-0.4264467370	0.1138758471	-0.1709073862	0.0000000000	-0.1048617021	-0.4815602430	42.6469705923	1.9564812841	0.2294995768	0.1549299258	0.3147633906	false	true	1123	0.251
1124	0.6092358987	0.7213186021	-0.1120827034	0.7755216400	0.0581926187	0.1296174355	2.9747116400	1.4596409896	630.0862726983	1878.6669806374	-0.4264967054	0.0248951673	-0.2416850091	1.6792989272	-0.4264967054	0.1138852503	-0.1709641462	0.0000000000	-0.1048901476	-0.4815972796	42.7832065668	1.9569771154	0.2294737231	0.1553858490	0.3144140020	false	false		0.250
1125	0.6092914726	0.7217739268	-0.1124824541	0.7755584993	0.0581744740	0.1295983002	2.9753477349	1.4616075190	631.5180051948	1883.3344569550	-0.4265465710	0.0249737512	-0.2416925416	1.6795171722	-0.4265465710	0.1138945921	-0.1710208786	0.0000000000	-0.1049185778	-0.4816342642	42.9193868787	1.9574725664	0.2294478999	0.1558416700	0.3140641168	false	false		0.254
1126	0.6093469903	0.7222295869	-0.1128825967	0.7755953166	0.0581563572	0.1295791965	2.9759831039	1.4615501146	632.1222455227	1885.5346707433	-0.4265963340	0.0250522493	-0.2417000706	1.6797352249	-0.4265963340	0.1139038725	-0.1710775834	0.0000000000	-0.1049469928	-0.4816711969	43.0555115060	1.9579676375	0.2294221072	0.1562973862	0.3137137373	false	false		0.252
1127	0.6094011975	0.7226845371	-0.1132833396	0.7756312561	0.0581386853	0.1295605714	2.9766177485	1.4614926347	632.9248725052	1888.3257138514	-0.4266499907	0.0251334376	-0.2417075960	1.6799530856	-0.4266499907	0.1139158676	-0.1711342606	0.0000000000	-0.1049753924	-0.4817081120	43.1888883011	1.9584638168	0.2293937029	0.1567535125	0.3133666510	false	false		0.253
1128	0.6094553494	0.7231398206	-0.1136844712	0.7756671547	0.0581210400	0.1295419758	2.9772516700	1.4614352203	633.8114100764	1891.3671395565	-0.4267035424	0.0252145381	-0.2417151177	1.6801707549	-0.4267035424	0.1139277994	-0.1711909101	0.0000000000	-0.1050037768	-0.4817449756	43.3222112349	1.9589596157	0.2293653307	0.1572095298	0.3130190712	false	false		0.252
1129	0.6095094460	0.7235954355	-0.1140859895	0.7757030124	0.0581034212	0.1295234096	2.9778848700	1.4613778713	633.8704268288	1891.9449686588	-0.4267569894	0.0252955509	-0.2417226359	1.6803882328	-0.4267569894	0.1139396683	-0.1712475321	0.0000000000	-0.1050321459	-0.4817817877	43.4554802843	1.9594550348	0.2293369907	0.1576654355	0.3126709999	false	true	1129	0.255
1130	0.6095647368	0.7240513787	-0.1144866420	0.7757396607	0.0580854154	0.1295044313	2.9785173500	1.4613207283	634.6729771006	1894.7370430343	-0.4268090828	0.0253764764	-0.2417301505	1.6806055198	-0.4268090828	0.1139514743	-0.1713041264	0.0000000000	-0.1050604998	-0.4818185484	43.5890731279	1.9599513238	0.2293099318	0.1581195000	0.3123224408	false	false		0.253
1131	0.6096212195	0.7245062874	-0.1148850678	0.7757770970	0.0580670255	0.1294850453	2.9791491115	1.4612637894	634.6479182756	1895.0641045661	-0.4268553694	0.0254545555	-0.2417376615	1.6808226163	-0.4268553694	0.1139596333	-0.1713606932	0.0000000000	-0.1050905876	-0.4818543799	43.7282472829	1.9604456089	0.2292857977	0.1585701461	0.3119703015	false	false		0.255
1132	0.6096788927	0.7249603526	-0.1152814599	0.7758153192	0.0580482543	0.1294652563	2.9797801559	1.4612070555	634.6227754116	1895.3904284368	-0.4268981287	0.0255325499	-0.2417466994	1.6810395225	-0.4268981287	0.1139677319	-0.1714188625	0.0000000000	-0.1051206594	-0.4818907111	43.8701257641	1.9609386972	0.2292634890	0.1590176062	0.3116166688	false	false		0.255
1133	0.6097365092	0.7254147493	-0.1156782401	0.7758534980	0.0580295132	0.1294455025	2.9804104847	1.4621457330	636.0548440201	1900.0623204189	-0.4269407902	0.0256104594	-0.2417557326	1.6812562388	-0.4269407902	0.1139757702	-0.1714770034	0.0000000000	-0.1051507153	-0.4819269909	44.0119482500	1.9614314115	0.2292412086	0.1594649684	0.3112625501	false	false		0.257
1134	0.6097928248	0.7258691780	-0.1160763532	0.7758908082	0.0580112084	0.1294262139	2.9810400993	1.4620888602	637.4869673400	1904.7327579500	-0.4269850600	0.0256882845	-0.2417647611	1.6814727656	-0.4269850600	0.1139837484	-0.1715351159	0.0000000000	-0.1051807552	-0.4819627581	44.1528034512	1.9619229692	0.2292176726	0.1599135998	0.3109087068	false	false		0.257
1135	0.6098490845	0.7263239376	-0.1164748531	0.7759280762	0.0579929322	0.1294069582	2.9816690013	1.4620320517	638.2895236937	1907.5273822727	-0.4270292318	0.0257660252	-0.2417737849	1.6816891031	-0.4270292318	0.1139916668	-0.1715932001	0.0000000000	-0.1052107791	-0.4819984744	44.2936025107	1.9624141543	0.2291941653	0.1603621292	0.3105543787	false	false		0.261
1136	0.6099040467	0.7267784327	-0.1168743860	0.7759644795	0.0579750876	0.1293881602	2.9822971920	1.4619751684	639.0921532303	1910.3227784271	-0.4270753876	0.0258436816	-0.2417828041	1.6819052517	-0.4270753876	0.1139995255	-0.1716512558	0.0000000000	-0.1052399157	-0.4820341713	44.4331731803	1.9629045654	0.2291692709	0.1608115771	0.3102010016	false	false		0.268
1137	0.6099589538	0.7272332583	-0.1172743044	0.7760008418	0.0579572703	0.1293693930	2.9829246729	1.4619183494	639.8948477659	1913.1189217709	-0.4271214446	0.0259212540	-0.2417918187	1.6821212117	-0.4271214446	0.1140073247	-0.1717092832	0.0000000000	-0.1052690372	-0.4820698175	44.5726883681	1.9633946049	0.2291444060	0.1612609202	0.3098471401	false	false		0.260
1138	0.6100125671	0.7276875221	-0.1176749550	0.7760363434	0.0579398803	0.1293510768	2.9835514455	1.4618614558	640.6976053553	1915.9158054273	-0.4271701154	0.0259987425	-0.2417993127	1.6823369834	-0.4271701154	0.1140150646	-0.1717657664	0.0000000000	-0.1052981437	-0.4821054554	44.7104755317	1.9638845078	0.2291178264	0.1617108324	0.3094951604	false	false		0.259
1139	0.6100648888	0.7281410862	-0.1180761974	0.7760709869	0.0579229150	0.1293332075	2.9841775111	1.4618044893	640.6729399640	1916.2440635254	-0.4272226142	0.0260788714	-0.2418068033	1.6825525672	-0.4272226142	0.1140254694	-0.1718222224	0.0000000000	-0.1053272352	-0.4821410760	44.8455398035	1.9643754931	0.2290886779	0.1621611520	0.3091464168	false	false		0.264
1140	0.6101159214	0.7285947633	-0.1184788419	0.7761047747	0.0579063720	0.1293157814	2.9848028714	1.4617474486	640.6484442967	1916.5723440527	-0.4272766062	0.0261589144	-0.2418142903	1.6827679635	-0.4272766062	0.1140358131	-0.1718786512	0.0000000000	-0.1053563117	-0.4821762860	44.9797351557	1.9648652309	0.2290583081	0.1626128101	0.3087977643	false	false		0.266
1141	0.6101669015	0.7290487710	-0.1188818695	0.7761385244	0.0578898526	0.1292983808	2.9854275275	1.4626792440	642.0816962182	1921.2550936996	-0.4273304950	0.0262388719	-0.2418217738	1.6829831725	-0.4273304950	0.1140460958	-0.1719350528	0.0000000000	-0.1053853732	-0.4822114459	45.1138776982	1.9653545979	0.2290279710	0.1630643576	0.3084486255	false	false		0.268
1142	0.6102165969	0.7295026717	-0.1192860748	0.7761714224	0.0578737520	0.1292814185	2.9860514811	1.4626220688	643.5150072621	1925.9364053500	-0.4273861244	0.0263187439	-0.2418292537	1.6831981946	-0.4273861244	0.1140563178	-0.1719914272	0.0000000000	-0.1054144196	-0.4822459442	45.2469684527	1.9658429741	0.2289963456	0.1635169814	0.3081000496	false	false		0.265
1143	0.6102650105	0.7299558776	-0.1196908672	0.7762034711	0.0578580682	0.1292648919	2.9866747335	1.4625648212	643.4908038143	1926.2659303945	-0.4274455546	0.0264012381	-0.2418367302	1.6834130301	-0.4274455546	0.1140691867	-0.1720477744	0.0000000000	-0.1054434511	-0.4822804262	45.3773469291	1.9663324251	0.2289621697	0.1639700026	0.3077546875	false	false		0.265
1144	0.6103133736	0.7304094131	-0.1200960395	0.7762354838	0.0578424060	0.1292483880	2.9872972861	1.4625076378	644.5908253989	1929.9533684814	-0.4275048780	0.0264836451	-0.2418442031	1.6836276793	-0.4275048780	0.1140819930	-0.1721040944	0.0000000000	-0.1054724675	-0.4823148588	45.5076749453	1.9668215064	0.2289280293	0.1644229077	0.3074088385	false	false		0.265
1145	0.6103616864	0.7308632765	-0.1205015901	0.7762674606	0.0578267653	0.1292319066	2.9879191404	1.4624505186	644.8629820280	1931.1681308476	-0.4275640948	0.0265659650	-0.2418516725	1.6838421425	-0.4275640948	0.1140947370	-0.1721603872	0.0000000000	-0.1055014690	-0.4823492421	45.6379524747	1.9673102183	0.2288939244	0.1648756942	0.3070625047	false	false		0.262
1146	0.6104087245	0.7313168790	-0.1209081544	0.7762985934	0.0578115378	0.1292158566	2.9885402978	1.4623933268	645.6666944974	1933.9713568219	-0.4276252548	0.0266481979	-0.2418591384	1.6840564201	-0.4276252548	0.1141074188	-0.1722166528	0.0000000000	-0.1055295996	-0.4823836072	45.7670170596	1.9677981621	0.2288584595	0.1653293639	0.3067171003	false	false		0.267
1147	0.6104569359	0.7317695631	-0.1213126272	0.7763304981	0.0577959397	0.1291994198	2.9891607596	1.4623363341	645.6424839184	1934.3003360407	-0.4276792390	0.0267276522	-0.2418680968	1.6842705124	-0.4276792390	0.1141156416	-0.1722761178	0.0000000000	-0.1055577160	-0.4824161454	45.9039986245	1.9682844592	0.2288263917	0.1657798211	0.3063666117	false	false		0.268
1148	0.6105038769	0.7322224035	-0.1217185267	0.7763615617	0.0577807534	0.1291834128	2.9897805273	1.4622792688	645.6184419364	1934.6293398416	-0.4277347017	0.0268070218	-0.2418770507	1.6844844197	-0.4277347017	0.1141238049	-0.1723355542	0.0000000000	-0.1055858183	-0.4824482736	46.0400908714	1.9687695319	0.2287931268	0.1662316341	0.3060161750	false	false		0.267
1149	0.6105507689	0.7326755713	-0.1221248024	0.7763925907	0.0577655874	0.1291674270	2.9903996023	1.4631984920	647.0526875772	1939.3216477582	-0.4277900604	0.0268863072	-0.2418860001	1.6846981423	-0.4277900604	0.1141319089	-0.1723949622	0.0000000000	-0.1056139064	-0.4824803534	46.1761311374	1.9692542407	0.2287598968	0.1666833278	0.3056652580	false	false		0.267
1150	0.6105963960	0.7331281862	-0.1225317902	0.7764227826	0.0577508308	0.1291518686	2.9910179859	1.4631413014	648.4869650372	1944.0124579933	-0.4278479791	0.0269655083	-0.2418934558	1.6849116806	-0.4278479791	0.1141399537	-0.1724528526	0.0000000000	-0.1056419804	-0.4825124263	46.3104608972	1.9697388175	0.2287249894	0.1671355603	0.3053161889	false	false		0.268
1151	0.6106419754	0.7335811278	-0.1229391524	0.7764529408	0.0577360938	0.1291363305	2.9916356796	1.4630841746	649.4262824472	1947.2238526546	-0.4279057922	0.0270446253	-0.2419009081	1.6851250349	-0.4279057922	0.1141479397	-0.1725107158	0.0000000000	-0.1056700402	-0.4825444510	46.4447396909	1.9702230313	0.2286901182	0.1675876706	0.3049666398	false	true	1151	0.271
1152	0.6106887189	0.7340343930	-0.1233456741	0.7764838650	0.0577209889	0.1291204076	2.9922526847	1.4630272464	650.3654094140	1950.4353895880	-0.4279622883	0.0271236585	-0.2419083570	1.6853382055	-0.4279622883	0.1141558669	-0.1725685516	0.0000000000	-0.1056980860	-0.4825764277	46.5793420891	1.9707080944	0.2286564949	0.1680380038	0.3046166142	false	false		0.269
1153	0.6107354139	0.7344879840	-0.1237525701	0.7765147548	0.0577059043	0.1291045058	2.9928690027	1.4629703817	651.1692481245	1953.2427369428	-0.4280186804	0.0272026080	-0.2419158024	1.6855511926	-0.4280186804	0.1141637356	-0.1726263600	0.0000000000	-0.1057261176	-0.4826083564	46.7138932264	1.9711927944	0.2286229066	0.1684882160	0.3042661103	false	true	1153	0.270
1154	0.6107832683	0.7349418976	-0.1241586294	0.7765464071	0.0576904541	0.1290882222	2.9934846349	1.4629137149	651.9728989665	1956.0500651582	-0.4280737608	0.0272814740	-0.2419232443	1.6857639967	-0.4280737608	0.1141715459	-0.1726841411	0.0000000000	-0.1057541351	-0.4826402373	46.8487672338	1.9716783400	0.2285905613	0.1689366598	0.3039151315	false	false		0.271
1155	0.6108298671	0.7353951248	-0.1245652577	0.7765772287	0.0576754097	0.1290723622	2.9940995827	1.4628569780	651.9487745289	1956.3794932098	-0.4281325715	0.0273629153	-0.2419306828	1.6859766180	-0.4281325715	0.1141819568	-0.1727418949	0.0000000000	-0.1057821385	-0.4826721028	46.9809548013	1.9721649428	0.2285557143	0.1693854821	0.3035673138	false	false		0.277
1156	0.6108752133	0.7358471486	-0.1249719353	0.7766072219	0.0576607695	0.1290569238	2.9947138474	1.4628001700	651.9247689625	1956.7088010001	-0.4281966675	0.0274442714	-0.2419366417	1.6861890568	-0.4281966675	0.1141923077	-0.1727974711	0.0000000000	-0.1058088423	-0.4827031702	47.1071167943	1.9726520551	0.2285188632	0.1698340960	0.3032247323	false	false		0.279
1157	0.6109205124	0.7362994979	-0.1253789855	0.7766371819	0.0576461486	0.1290415053	2.9953274304	1.4627434249	652.7150252491	1959.4766148984	-0.4282606563	0.0275255422	-0.2419425982	1.6864013135	-0.4282606563	0.1142025986	-0.1728530204	0.0000000000	-0.1058355321	-0.4827341910	47.2332279578	1.9731388027	0.2284820495	0.1702825900	0.3028816708	false	false		0.273
1158	0.6109645639	0.7367519174	-0.1257873534	0.7766663173	0.0576319293	0.1290265055	2.9959403332	1.4626866089	653.5053724565	1962.2452250989	-0.4283261534	0.0276067281	-0.2419485523	1.6866133885	-0.4283261534	0.1142128298	-0.1729085426	0.0000000000	-0.1058622078	-0.4827647504	47.3584133566	1.9736244007	0.2284440436	0.1707323055	0.3025388000	false	false		0.273
1159	0.6110097679	0.7372034325	-0.1261936647	0.7766962104	0.0576173470	0.1290111268	2.9965525570	1.4626299874	653.4813606779	1962.5740898922	-0.4283845945	0.0276851854	-0.2419559742	1.6868252819	-0.4283845945	0.1142186755	-0.1729672151	0.0000000000	-0.1058888695	-0.4827935104	47.4914599130	1.9741083850	0.2284093758	0.1711788891	0.3021909298	false	false		0.278
1160	0.6110537286	0.7376550736	-0.1266013450	0.7767252818	0.0576031649	0.1289961653	2.9971641031	1.4625732952	653.4575164708	1962.9029834684	-0.4284444704	0.0277635600	-0.2419633928	1.6870369942	-0.4284444704	0.1142244640	-0.1730258594	0.0000000000	-0.1059155172	-0.4828218825	47.6236572606	1.9745911549	0.2283735327	0.1716267528	0.3018431255	false	false		0.274
1161	0.6110976436	0.7381070394	-0.1270093958	0.7767543211	0.0575890014	0.1289812230	2.9977749731	1.4625166656	654.2618477051	1965.7140887379	-0.4285042421	0.0278418522	-0.2419708079	1.6872485256	-0.4285042421	0.1142301955	-0.1730844756	0.0000000000	-0.1059421509	-0.4828502089	47.7558020048	1.9750735659	0.2283377264	0.1720744947	0.3014948462	false	false		0.281
1162	0.6111415129	0.7385593284	-0.1274178155	0.7767833283	0.0575748563	0.1289662996	2.9983851681	1.4624600986	654.2380699252	1966.0427439315	-0.4285639096	0.0279200620	-0.2419782197	1.6874598764	-0.4285639096	0.1142358703	-0.1731430638	0.0000000000	-0.1059687705	-0.4828784899	47.8878941265	1.9755556188	0.2283019568	0.1725221124	0.3011460941	false	false		0.275
1163	0.6111865264	0.7390106422	-0.1278241159	0.7768130880	0.0575603504	0.1289509987	2.9989946896	1.4624037243	655.0422245770	1968.8538939458	-0.4286185235	0.0279955619	-0.2419856281	1.6876710470	-0.4286185235	0.1142383589	-0.1732016238	0.0000000000	-0.1059953761	-0.4829073561	48.0246613625	1.9760356834	0.2282688547	0.1729665428	0.3007944076	false	true	1163	0.277
1164	0.6112326810	0.7394622760	-0.1282295950	0.7768435980	0.0575454849	0.1289353216	2.9996035388	1.4623475449	655.0180843124	1969.1810265578	-0.4286718492	0.0280709819	-0.2419930331	1.6878820376	-0.4286718492	0.1142407929	-0.1732601558	0.0000000000	-0.1060219678	-0.4829361767	48.1617459940	1.9765165801	0.2282369747	0.1734092451	0.3004422542	false	false		0.279
1165	0.6112787881	0.7399142317	-0.1286354436	0.7768740745	0.0575306391	0.1289196650	3.0002117172	1.4642259981	656.4533137980	1973.8919118326	-0.4287250758	0.0281463220	-0.2420004347	1.6880928486	-0.4287250758	0.1142431724	-0.1733186597	0.0000000000	-0.1060485454	-0.4829649519	48.2987763013	1.9769971208	0.2282051281	0.1738518305	0.3000896322	false	false		0.279
1166	0.6113236639	0.7403659338	-0.1290422699	0.7769037369	0.0575161901	0.1289044230	3.0008192260	1.4641695820	657.8885852150	1978.5984233083	-0.4287801872	0.0282215825	-0.2420078330	1.6883034803	-0.4287801872	0.1142454976	-0.1733771356	0.0000000000	-0.1060742797	-0.4829937115	48.4346090927	1.9774769216	0.2281719650	0.1742952559	0.2997379173	false	false		0.280
1167	0.6113696753	0.7408167135	-0.1294470382	0.7769341458	0.0575013837	0.1288888070	3.0014260666	1.4641133587	657.8643534364	1978.9256466857	-0.4288306394	0.0282941524	-0.2420152278	1.6885139329	-0.4288306394	0.1142448922	-0.1734355834	0.0000000000	-0.1061000007	-0.4830229264	48.5745310309	1.9779546403	0.2281413773	0.1747355801	0.2993836013	false	false		0.284
1168	0.6114144594	0.7412669535	-0.1298524941	0.7769637435	0.0574869724	0.1288736041	3.0020322403	1.4640570662	657.8402589376	1979.2528128077	-0.4288835863	0.0283666451	-0.2420211678	1.6887242069	-0.4288835863	0.1142442347	-0.1734925517	0.0000000000	-0.1061257083	-0.4830521358	48.7127606080	1.9784322381	0.2281091581	0.1751764239	0.2990310922	false	false		0.289
1169	0.6114591975	0.7417175160	-0.1302583185	0.7769933087	0.0574725800	0.1288584206	3.0026377484	1.4640008354	658.6445162516	1982.0667514567	-0.4289364345	0.0284390607	-0.2420271055	1.6889343024	-0.4289364345	0.1142435251	-0.1735494929	0.0000000000	-0.1061514026	-0.4830813001	48.8509360443	1.9789094841	0.2280769723	0.1756171531	0.2986781159	false	false		0.282
1170	0.6115027135	0.7421679774	-0.1306652639	0.7770220663	0.0574585808	0.1288436480	3.0032425923	1.4639445356	659.4488690809	1984.8815116369	-0.4289909460	0.0285113994	-0.2420330407	1.6891442199	-0.4289909460	0.1142427637	-0.1736064071	0.0000000000	-0.1061770837	-0.4831098333	48.9880789369	1.9793857886	0.2280435587	0.1760588814	0.2983256820	false	false		0.282
1171	0.6115461846	0.7426187607	-0.1310725762	0.7770507924	0.0574445997	0.1288288941	3.0038467732	1.4638882975	660.5503773741	1988.5894157488	-0.4290453579	0.0285836612	-0.2420389736	1.6893539595	-0.4290453579	0.1142419506	-0.1736632942	0.0000000000	-0.1062027514	-0.4831383219	49.1251682247	1.9798617430	0.2280101795	0.1765004913	0.2979727817	false	true	1171	0.282
1172	0.6115907826	0.7430698631	-0.1314790805	0.7770802596	0.0574302634	0.1288137680	3.0044502925	1.4638322514	661.6516882144	1992.2976194109	-0.4290984988	0.0286558465	-0.2420449041	1.6895635217	-0.4290984988	0.1142410860	-0.1737201544	0.0000000000	-0.1062284059	-0.4831667659	49.2625732733	1.9803385194	0.2279780064	0.1769404023	0.2976194182	false	false		0.284
1173	0.6116353348	0.7435212866	-0.1318859517	0.7771096945	0.0574159459	0.1287986612	3.0050531514	1.4647431406	663.0874427060	1997.0146403676	-0.4291515417	0.0287279552	-0.2420508322	1.6897729066	-0.4291515417	0.1142401700	-0.1737769876	0.0000000000	-0.1062540471	-0.4831951655	49.3999243866	1.9808149457	0.2279458666	0.1773801963	0.2972655899	false	false		0.286
